TIMESTAMP,TERRA35435_OPEN_PRICE_USD,TERRA35435_HIGH_PRICE_USD,TERRA35435_LOW_PRICE_USD,TERRA35435_CLOSE_PRICE_USD,TERRA35435_VOLUME_USD,TERRA35435_DIVIDENDS_USD,TERRA35435_STOCK_SPLITS_USD
2025-03-13 00:00:00+00:00,0.004228999838232994,0.004689000081270933,0.004219000227749348,0.004248000215739012,17265,0.0,0.0
2025-03-14 00:00:00+00:00,0.004248000215739012,0.004561000037938356,0.00419999985024333,0.004220000002533197,10866,0.0,0.0
2025-03-15 00:00:00+00:00,0.004220000002533197,0.004631000105291605,0.0041600000113248825,0.004600000102072954,18172,0.0,0.0
2025-03-16 00:00:00+00:00,0.004600000102072954,0.0046709999442100525,0.004548999946564436,0.004579999949783087,21046,0.0,0.0
2025-03-17 00:00:00+00:00,0.004579999949783087,0.004809000063687563,0.004499000031501055,0.004780000075697899,21491,0.0,0.0
2025-03-18 00:00:00+00:00,0.004780000075697899,0.005429999902844429,0.004228999838232994,0.0042489999905228615,10301,0.0,0.0
2025-03-19 00:00:00+00:00,0.0042489999905228615,0.0043310001492500305,0.0041600000113248825,0.00431999983265996,12158,0.0,0.0
2025-03-20 00:00:00+00:00,0.00431999983265996,0.00431999983265996,0.00431999983265996,0.00431999983265996,12149,0.0,0.0
2025-03-21 00:00:00+00:00,0.00431999983265996,0.00431999983265996,0.004038000013679266,0.004038000013679266,17851,0.0,0.0
2025-03-22 00:00:00+00:00,0.004038000013679266,0.004298999905586243,0.004019000101834536,0.0040799998678267,15885,0.0,0.0
2025-03-23 00:00:00+00:00,0.0040799998678267,0.0042409999296069145,0.004069000016897917,0.0040799998678267,13201,0.0,0.0
2025-03-24 00:00:00+00:00,0.0040799998678267,0.004350999835878611,0.0040699997916817665,0.004280999768525362,18143,0.0,0.0
2025-03-25 00:00:00+00:00,0.004280999768525362,0.004422000143676996,0.00419999985024333,0.004290999844670296,18367,0.0,0.0
2025-03-26 00:00:00+00:00,0.004290999844670296,0.004401999991387129,0.004021000117063522,0.004050999879837036,21330,0.0,0.0
2025-03-27 00:00:00+00:00,0.004050999879837036,0.00419300002977252,0.00394000019878149,0.003998999949544668,17641,0.0,0.0
2025-03-28 00:00:00+00:00,0.003998999949544668,0.004029000177979469,0.0038389998953789473,0.003967999946326017,14292,0.0,0.0
2025-03-29 00:00:00+00:00,0.003967999946326017,0.0040699997916817665,0.0037479999009519815,0.003748999908566475,1243,0.0,0.0
2025-03-30 00:00:00+00:00,0.003748999908566475,0.004050000105053186,0.0037380000576376915,0.0039090001955628395,1300,0.0,0.0
2025-03-31 00:00:00+00:00,0.0039090001955628395,0.004000999964773655,0.003619000082835555,0.0036200000904500484,1677,0.0,0.0
2025-04-01 00:00:00+00:00,0.0036200000904500484,0.00395999988541007,0.0035099999513477087,0.0035099999513477087,1591,0.0,0.0
2025-04-02 00:00:00+00:00,0.0035099999513477087,0.00395999988541007,0.0032500000670552254,0.0038189999759197235,8981,0.0,0.0
2025-04-03 00:00:00+00:00,0.0038189999759197235,0.003980000037699938,0.0036180000752210617,0.0036780000664293766,10262,0.0,0.0
2025-04-04 00:00:00+00:00,0.0036780000664293766,0.0038189999759197235,0.003487000009045005,0.0036490000784397125,12615,0.0,0.0
2025-04-05 00:00:00+00:00,0.0036490000784397125,0.0036689999978989363,0.0032279998995363712,0.0032289999071508646,11340,0.0,0.0
2025-04-06 00:00:00+00:00,0.0032289999071508646,0.0034990001004189253,0.003029000014066696,0.0030580000020563602,9964,0.0,0.0
