Lag,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
1,0.4695880533982919,0.2080806997963677,0.524432444693135,0.22790936224130903,0.582713647720636,0.6935537920787614,0.35817155174614046,0.12465678673531404,0.1765717132683575,0.4271205684797041,0.6380721732478747,0.2294658770477664,0.12690813952446262,0.3104931702478557,0.24003831905173256,0.25606945336371834,0.719592840135528,0.6347808974481797,0.3794306254103341,0.532317239072104,0.012392836226148406,0.873238260556674,0.27866884918701473,0.3059060589231312,0.2055760934943336,0.03143177860963446
2,0.5765820339936677,0.23192659077877797,0.6819374883648516,0.33473238733783617,0.5848864787009245,0.7403466394228763,0.4778852672323293,0.22968633087189017,0.23684472787269753,0.33959356290505316,0.727547213050393,0.17176195368464953,0.12232140344725725,0.16809515663843363,0.3679260747108957,0.35723109898159594,0.6276723743728685,0.5556512249824712,0.49162908370378455,0.2852350045489045,0.020800358343936357,0.8481011754980741,0.0969856662495582,0.43066664641890495,0.3442606853439222,0.08293635750006861
3,0.6186671915092385,0.23820057510681344,0.7362144901073617,0.44131521834127374,0.6553091435598657,0.7250709514639467,0.47987481767908713,0.31636985687087926,0.2467415115384949,0.2840777756830263,0.4251539966241443,0.1815391838956669,0.14725945458783496,0.23273415835123273,0.44267678461987914,0.49253871166448127,0.4893232753278196,0.36081122140265426,0.5140341070124492,0.3682879851249813,0.03501069421432118,0.6672819325971924,0.07237238446204383,0.39088968119379985,0.3138360235622304,0.07015680612430952
4,0.6662516625378119,0.24800494154056846,0.7341654957593589,0.2289653880892461,0.5414883736177312,0.7109474894611391,0.5003596660331444,0.16703721161373825,0.18424112607751653,0.22885017024182835,0.5451242756994079,0.2129968815980731,0.05913448481776339,0.24198596610243733,0.44081057172872606,0.5479485768923889,0.6244873966175428,0.15109995955612393,0.5482997837187515,0.4583463924720421,0.04654133776244697,0.5806033420873878,0.03372938807675802,0.3049861225367459,0.4033982496833186,0.10195073906953883
5,0.7294204654051352,0.2359198084298257,0.3568386502315522,0.10513668919600577,0.5243153811535413,0.6997448678059786,0.5418059246680711,0.08096552296018664,0.2308486142016535,0.2559438342459695,0.6141440952672543,0.07649905464476858,0.07839121817564956,0.26453011140708677,0.4618118848595998,0.6060307517443864,0.5091915953096642,0.21152026600814935,0.37630573544549917,0.49204817139496393,0.03790257138437476,0.6030517286899424,0.05233992027934191,0.3881357291280181,0.43848052996538256,0.0899385528313675
6,0.6857016589320518,0.2483907580037068,0.360185040040454,0.11845076334467189,0.5838513258546556,0.7844455761758793,0.579639518876726,0.06692133408991664,0.1703060316406519,0.3294189844165124,0.5955047353176022,0.04422484843024596,0.09102887139021787,0.3611978577397709,0.16413535856700512,0.6479136830051619,0.5442455970822262,0.2939409210448398,0.4023003748813649,0.2531661925000303,0.0395291131425764,0.6236523788193289,0.0709028048240476,0.31039712673096986,0.495024496588681,0.10986577199198355
7,0.7240404443334575,0.2454957051647881,0.3274457433794351,0.058106193169888444,0.6529630743058138,0.7218070070587469,0.6201336336792267,0.10271568062127061,0.18205719976705736,0.14601651734283566,0.6652812275103073,0.046843478088900346,0.035243522678459045,0.3033632002574709,0.07276541694070526,0.486310046293999,0.5064832713890666,0.36973776999075836,0.4327250153115402,0.1384577279653204,0.06139699735548237,0.4670187924598368,0.03553099441701295,0.2872692136799094,0.4726329120511995,0.06550086461437907
8,0.7587923444495398,0.20851923436813166,0.251632362263808,0.0712997297351606,0.615658165875435,0.676366798837259,0.6232068521352132,0.13594001112433785,0.17602515706849947,0.15419635452889302,0.4264182895337917,0.044614259039096486,0.038955426235882065,0.3337588202692801,0.09939751808873339,0.5216547803786815,0.493655000402903,0.30763065697402847,0.5128688940272311,0.1955887331798251,0.10288237610288228,0.577832634500531,0.055268916274226254,0.22953366571186462,0.4266590383116766,0.06272115770836179
9,0.7613566411664636,0.1198116947383376,0.2288494798105316,0.10306937434843451,0.6662749620263559,0.5277992912733873,0.44034079569937845,0.12744506208694711,0.20703824362305664,0.11314242770828861,0.36891361604920825,0.04694597853222141,0.03643993645931091,0.14674469988819108,0.12918559213123165,0.5589446642334271,0.493530415987091,0.10556054379898315,0.5744330841022418,0.1397389234444658,0.13380060379467856,0.6385127992451309,0.04866807371346678,0.15197968547498036,0.23071568951856258,0.05844111776432684
10,0.6216207395278912,0.11909936098937017,0.22894727847017377,0.12784501276829852,0.6886649159402404,0.46443192338779404,0.48537520736658174,0.1507368477753276,0.18877138060573545,0.10970693222722828,0.43316724920502647,0.05902914835290932,0.041933241138388644,0.14480012098899467,0.17533124564335362,0.5400207608741605,0.419866568237006,0.07556621936161295,0.6158993509178212,0.142823442738427,0.17206526932338675,0.7280363026912278,0.046282397094314365,0.1841519708920154,0.2914686669638818,0.05957201382782805
