Lag,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
11,0.45757293022499335,0.5435688628120738,0.6109928764304509,0.3232958236226492,0.92520004476293,0.42867861262221857,0.23796003129743926,0.004969275182697393,0.4926589565577105,0.21736787291059295,0.26004447040470563,0.0976239493985506,0.139725510053908,0.22263856705740895,0.22270296460649572,0.4052305767283167,0.02363792499004435,0.01235065299522635,0.834363021414044,0.38068032157029696,2.608220013065078e-18,0.4362188609649648,0.008026794002051299,0.40150906351463395,0.6924222395181318,0.021906968729349597
12,0.4882837439434654,0.5293269302680241,0.6578230913306926,0.36896964534035975,0.9446192615292714,0.5164503158208102,0.2419663656328645,0.004236929460014497,0.4711267305580735,0.20136186750688864,0.16053590994561143,0.14296118006429717,0.15721633652815145,0.254159961027234,0.20572556203462036,0.453514715234719,0.03386367169515866,0.02423038175986824,0.8227347932365787,0.2837451233958968,5.128067465023977e-19,0.3797156319961396,0.01381753218257595,0.4683673542446133,0.7124401621996714,0.03764847319029462
13,0.4653345069754671,0.6038603771724816,0.7134509062083403,0.4463574630028898,0.966783260694963,0.5484509300639813,0.2306329200435754,0.004604013459451596,0.5278048171528845,0.04954655146820268,0.07205553998055662,0.19030870461787688,0.21396012991823576,0.3246623567934723,0.2461213495312073,0.33344132999814863,0.009655246357800722,0.0358250492996656,0.8070761058806113,0.313246162463424,5.946555378278863e-19,0.46116183761385765,0.015916785732405153,0.5345785645101407,0.7776528731208157,0.054914091918002735
14,0.5496560873602183,0.6666507315048154,0.6350364457478291,0.32357575517095577,0.9796727093942468,0.6258215664546267,0.15363465106663102,0.0041264221809093555,0.634247995388656,0.05342278704111711,0.11664704079878373,0.07248892661362463,0.31709975663324974,0.3192278332967006,0.23439450007761806,0.15753740304176084,0.0032481935415944545,0.019529180097076364,0.8167485229689858,0.27750358973134465,7.51021544298797e-18,0.5381159866511678,0.02398227920226455,0.6154352724039489,0.781005532800244,0.06207208291984869
15,0.57378845025519,0.6704690345211298,0.7298167172254898,0.3988368796190992,0.9782890481243852,0.7301742298351428,0.20566109508171218,0.006221318978110925,0.7104408059119531,0.06988222080589383,0.13763837543106747,0.06332609093344056,0.3196895900805226,0.384174900068611,0.2616825437661272,0.16935746117763914,0.003568248734365218,0.024883364620818842,0.8345544014497471,0.3079744120917002,2.89353422349292e-17,0.5883957032408247,0.023718910845006866,0.6436297520116501,0.6704334419927112,0.0810415241480948
16,0.6489044583748909,0.6657833615804378,0.688519856779058,0.40057554377503524,0.9549403122001378,0.424290065199185,0.2776329912079662,0.01059858577861914,0.4195139618209329,0.09375657952648742,0.1568254040707781,0.08794829262484756,0.3148895988989221,0.45777640663919206,0.12927570607154512,0.12541948013509752,0.005994540698367974,0.019123885395616998,0.8687420082396585,0.2983871187865287,1.2082189382765245e-16,0.62047996490295,0.031897329384730284,0.6670842876554646,0.06256718026978293,0.09772781170835249
17,0.6282434018268594,0.7434951981487646,0.6563514988441008,0.443176090426944,0.9321597850179126,0.41917650999881645,0.19679838893084936,0.002215465207667414,0.35072775537000855,0.11912366301593125,0.11737896854413189,0.11420901283581482,0.38700115487634545,0.3889118502310665,0.1813610801564947,0.13404038430582074,0.003976978104575951,0.009334274263015899,0.8506433890409086,0.3511824234058561,9.072522268009871e-17,0.6355483484879412,0.02888278631386472,0.3911548600508529,0.0726474307593103,0.12839153753055021
18,0.6653083145990342,0.7901805790170274,0.4814017177939113,0.5202254284099679,0.951785142695001,0.45867853187749563,0.19556337809432153,0.0014553051702576032,0.3374201118031625,0.14103935886437327,0.08648258445073506,0.04694856064386314,0.38805492704017547,0.3367756947789023,0.22516846850580827,0.10777709781487334,0.006919812079474657,0.01401674063956134,0.87793105355991,0.4263706476983035,1.8232372596447876e-16,0.6971911847176879,0.036755715556200344,0.23960259146340107,0.08923702211720166,0.08773083675770586
19,0.6804916976577549,0.8134076545761689,0.4710049921632562,0.5666492293038101,0.9338342963000281,0.3902444337488769,0.14875656944601692,0.001523476184522013,0.4128885056691218,0.17799811776885974,0.026181154143235196,0.06487801072807535,0.4748124682774284,0.4239409681384648,0.2423118062774616,0.12108787445316453,0.006642830950044335,0.014800640404024464,0.6791018905198045,0.46089931880496693,1.7061295994921384e-16,0.5101085431167227,0.05187961127546673,0.24265814638013383,0.0999402507676061,0.09756397447985668
20,0.7215877803377949,0.8213027434178002,0.43466094825918433,0.499710888225287,0.9513140862126908,0.4597592211247268,0.19447364632854874,0.00149431791251896,0.416459626860311,0.2680783195029196,0.026077427779571657,0.0341417921481238,0.5300682791721013,0.44779896261438284,0.31866685985615,0.07396515717514733,0.01429015419210619,0.020808507761899152,0.7446779797293619,0.5602177492035249,1.5850760307350064e-16,0.5299245238188794,0.05029877282857962,0.2835913722129265,0.07443979690806155,0.05328713899629206
21,0.8073548585709314,0.8727637624536728,0.34589460449226467,0.20093566237775942,0.7081187155756468,0.49999662103414966,0.039698761067057865,0.0011953110342397455,0.44924354519531146,0.12013160872309132,0.05028518380142018,0.03048622953622186,0.647990233410384,0.3798553705010884,0.1529351602243813,0.03613937316248467,0.022865098216912256,0.0014051979407885547,0.8021019802881689,0.5776826685812592,1.0858979123814275e-14,0.5285870746212233,0.06459605809735791,0.3130991184278175,0.03977817904721361,0.0447207002011295
22,0.6947775909185987,0.8791005740203474,0.41810539863399526,0.24066518579685067,0.5410379743731912,0.45666015050861625,0.05125380647803128,0.00030313346101133444,0.4729581932502085,0.11121743048568576,0.03910809217539607,0.04195137496375891,0.6641691865480523,0.43006651966774073,0.16720383351203438,0.0383378550222646,0.01590057335976578,0.0011179131867421915,0.7913614588872931,0.6445041423566357,3.124077914162039e-15,0.5020078594658268,0.06644098472706579,0.3421671660675306,0.04001991659877288,0.06246196342330414
23,0.7305146422857824,0.893415305383073,0.43870829618340595,0.2869246300110885,0.6142794500934015,0.49196297856194626,0.059206004833515055,0.0004703833044971351,0.4981864537968703,0.13776129669355447,0.05003352230370631,0.03639626307396858,0.6599261301341521,0.48783570088653394,0.1750024649441309,0.049310531242955744,0.0216066750530324,0.001095721284744839,0.833998195850626,0.6835011993027518,6.90043080667564e-16,0.5496777719290613,0.07786231625972752,0.3123552032767686,0.04776087808689358,0.04934332764781421
24,0.6820135812857758,0.9083741872362582,0.4766169772167661,0.3353074540501916,0.7096334197553764,0.5365842688947866,0.03778411500429917,0.0006550130781486934,0.5296922846973702,0.14747759318192216,0.05592030470885924,0.02744975344825245,0.67821673232898,0.5210380959838468,0.18872644027409163,0.039318845843551206,0.023804887128000517,0.0011032386299193997,0.8662182824298502,0.6022717746236976,1.509886611116684e-15,0.6195251687841687,0.10263395055923374,0.35941074025210884,0.015054670633897399,0.053888982969545134
25,0.7200694574074135,0.9234687008931326,0.4720817808453809,0.3194943966891993,0.7496190085583443,0.49316867452076185,0.0328320612462708,0.0010715034038482258,0.4721365197360291,0.11043588254460948,0.07607560342405152,0.022231203166599205,0.6720319496046521,0.5279106653324181,0.1759656892349818,0.0443021733985605,0.0023487263438541853,0.0003759561622621642,0.8314568588102718,0.6204730761209795,5.222502386954452e-16,0.6751399018730639,0.023298156764823004,0.4423899521513182,0.014590893684973738,0.06375973162427709
26,0.7669208427311761,0.9460535478843822,0.3762707611837808,0.29836767631822675,0.7840342378254804,0.5565530589449142,0.04640528457311619,0.0017288311951789963,0.4316396597772233,0.13340144032087387,0.1007078962538432,0.029539221250239077,0.7099516398004491,0.5141474068362613,0.0895083235972747,0.026346870696256377,0.00328009811875423,0.0005583299563504681,0.218902308457326,0.601800029092231,1.0830511754655913e-15,0.720952696904976,0.026708893087989658,0.48505153283182856,0.018908927911777933,0.05857193509680857
27,0.7762636470914502,0.907678053373934,0.3550522646515463,0.3378156794681157,0.7772273535484444,0.47865250610140486,0.0493348658179267,0.002356129632194644,0.1754480688398357,0.12679420279593642,0.13298442820353404,0.038769889596004685,0.5506164440537025,0.5824041199975423,0.09358739541670101,0.025681191568084794,0.00012430406476671613,0.00023073746629973134,0.22874919209990224,0.6406707424289924,8.266287927140576e-16,0.7725166560299985,0.007112385832261127,0.4664585606881565,0.032561828744217466,0.03654367648027656
28,0.7792906883789347,0.8398066104077242,0.32277003930119064,0.35267802186325237,0.7947578049671037,0.5109138004132416,0.06025487068893568,0.0034303842380322648,0.10381306498247701,0.10826527132412932,0.09640076145049631,0.04888352740518221,0.5890867398980666,0.501456417960171,0.09506281177845091,0.02972974725319605,0.00019729219731400106,0.0001204961043109144,0.20987044465889748,0.6320208856237111,2.1371599041045504e-15,0.8284135087319879,0.008248870599996164,0.45460312798544256,0.03498178373795992,0.05093938287793941
29,0.7498978875896863,0.7906620961701938,0.41143210440967287,0.38087254629757444,0.8112271444820235,0.47439683117574727,0.09856596015877139,0.0022431598913518172,0.06136720126107037,0.11438545877647133,0.13328495066348925,0.06372629522350055,0.5931954683308147,0.5442060403027063,0.06040184986101257,0.03633382843735091,0.0005003611573891663,0.000239611183794924,0.21754276718554064,0.6507961410882956,5.256520200315955e-17,0.7180591014004587,0.011662614658614814,0.48842716796413577,0.027340176508766627,0.07448385548171371
30,0.7754129015093709,0.8285718846186612,0.4421126267498379,0.27748649364689637,0.8143019995627645,0.33281332329632807,0.10019225439317361,0.0038606770104469856,0.08342964772884531,0.1257453086126617,0.19024299868224132,0.08378573726677775,0.49568385175687046,0.5978682123660112,0.05479778489989897,0.033482372596841545,0.0007112311643604239,0.0002695759965014401,0.2190777283187784,0.7143552089436139,1.1551826378129838e-17,0.691974222523998,0.008099376027013955,0.26210456965158885,0.016073007835526884,0.09624799099370297
