Lag,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
1,0.4843951340289505,0.00906989590502593,0.785776493098913,0.04347741067295429,0.6254214702211023,0.8381637937385977,0.14698227045137174,0.33868233263766384,0.0009502847412188834,0.2948240672146018,0.9313065419347251,0.019252006997944552,0.029857298190721505,0.19044617941462258,0.038006230793387996,0.0007157063480843817,0.8874369946625192,0.2498376502072554,0.018495633370205235,0.967383417082723,1.1890137492967575e-06,0.9923753975876296,0.04300948962861416,0.43099443463773335,0.2774238602577457,0.03378505026311076
2,0.6916159936252657,0.012476540088570628,0.660835844227261,0.08543224377530878,0.1140710011840724,0.9798735016344626,0.03668766904201414,0.6416424209389564,0.0030304329797438434,0.08480011340169027,0.961769658836698,0.053260609857435665,0.039904018334995836,0.2425289018883647,0.10658154900337878,0.002886792783403306,0.9866817100341867,0.19327235056274544,0.050790209722446106,0.40742523765876093,7.242165220250592e-08,0.7182887571093878,0.10170857740690967,0.7141812842325626,0.621687087708543,0.08016808051106625
3,0.807990614589433,0.02478961413949431,0.7791920514004432,0.17777099696029577,0.04518209409533672,0.9920691177501658,0.027438847499498265,0.8133595824011638,0.00863820082381139,0.1707623217367577,0.6801575591940889,0.10538426126156486,0.029973313422775837,0.36365331576130006,0.20610221886123953,0.005668299282233029,0.7701257343871009,0.31265473802665694,0.08510440687320268,0.5732045228357623,7.115490080327555e-08,0.8432071098934161,0.10085444144482032,0.5457681789243114,0.30794389791147236,0.08029648164926959
4,0.8739218264981645,0.021058808301756736,0.7687785719007247,0.055716694976811636,0.0676303613876634,0.9984367450550273,0.05330304755313296,0.16984831105874262,0.0037357888317049183,0.10210576326069878,0.8480298323393757,0.2103299207797513,0.05500578517105034,0.22947847491207596,0.3234872276155468,0.006235033841261755,0.83904177429721,0.12324752793277978,0.1060792415751681,0.6900046085104439,4.844338598141145e-07,0.5265746044422659,0.1321394205773056,0.7100844404595641,0.49665232791633895,0.08913422506345992
5,0.9404272194547059,0.008146628605891557,0.7242373625657005,0.0952650794229969,0.09282157342866311,0.9962716508223639,0.08515675900882473,0.24922946273631905,0.005336073022255976,0.1492683631130222,0.9228336182267161,0.02750226444693206,0.0522273568544158,0.2986256499694141,0.32093151720396845,0.011142831427927756,0.24342492413460753,0.18754408085115043,0.009285064894866855,0.5875362328599618,1.1287610918766284e-06,0.6228066419262211,0.2061238377749118,0.821689566760575,0.6433910451651277,0.14016359514835888
6,0.9725045135891951,0.023402994191955764,0.6937130898172359,0.1362604359175228,0.13999103342048302,0.9932443302576665,0.0941157775175008,0.16938060496791815,0.008028886277883111,0.20405829414413024,0.6993186585398914,0.04121212672598777,0.022694789555843434,0.41966191686037474,0.0603629392308014,0.01684950959387933,0.2837484208390926,0.19688786519959617,0.0037554918747271133,0.3910310616516102,3.1594430192514626e-06,0.48488736272979793,0.27676482790992507,0.4279781063523246,0.7291459719100177,0.11712395129087674
7,0.9840499963537562,0.014685274597311579,0.4068729382379433,0.04491087005711313,0.14953346157537686,0.9770877927442599,0.12190000521359039,0.2541362613424027,0.014194778887835232,0.1974229141641363,0.6731525911534842,0.07155090888283329,0.006952714193739108,0.4817213354183022,0.09113923034101137,0.0021413999120609884,0.048877253423547526,0.2865000979913659,0.006986883261107053,0.09706746544579349,6.877705146628721e-06,0.4936348321020153,0.1369016856365316,0.4530914897504056,0.4761157912489645,0.14883845088443173
8,0.9933689379446144,0.013002385548540715,0.3210549583896783,0.06828438279813479,0.24486378401224726,0.9670611224321409,0.16698668563807323,0.30905600775800146,0.023398392227934058,0.2942870666380647,0.5604978441053945,0.09361337639610659,0.010030532439499204,0.4763031208426114,0.11813020148396544,0.004803656976449253,0.02721289016301504,0.21113431590332574,0.013086638899093487,0.14845027864675658,1.104445182197254e-05,0.6247199487451454,0.21562782772252936,0.23153622944650923,0.47896654371156155,0.13192804443787826
9,0.996772587865734,0.008929974187884292,0.12648593840671501,0.10291160967416682,0.31238703049688477,0.9839730010938121,0.2378179413594741,0.1958139857663627,0.02979062518922268,0.2557201322306755,0.5638589267354666,0.09456926485178072,0.0009290103326749065,0.4143144643488341,0.11918548698861474,0.007659335499572644,0.0028741690747211045,0.2510814976392795,0.020204745432744635,0.20973326646944238,8.3337553361613e-06,0.6808983921637268,0.19119100317251014,0.30877810655876653,0.07434032802938949,0.1876972345392367
10,0.5933582670941006,0.00967314768707156,0.045195828412206124,0.12513622186977183,0.2383079549809698,0.9814233694015972,0.2783412988485964,0.16979631037974321,0.04527000868794049,0.18915651316108315,0.5946059595090899,0.11028919606876775,0.0010620486152075274,0.36817171834595047,0.17623697465599522,0.005565200751216338,0.0037666884406953637,0.21959902409213858,0.04016047968201496,0.1351892473717464,3.165087213065614e-05,0.7643909750550817,0.17903105154877785,0.3844829018428049,0.03701400447479017,0.1753291027620411
11,0.5085132233579903,0.017392196222090334,0.07358299579235326,0.10217215425844903,0.2618965364939827,0.7858944327039565,0.310505707553718,0.09469762472359795,0.04002069645735529,0.24140234136690084,0.3127067404674666,0.15412291389331623,0.0017265185942490085,0.3970523264991856,0.250271179558055,0.009949329874790558,0.00941980022343962,0.15525786597731292,0.05314342461627567,0.0838087031412835,5.9866690417141365e-05,0.8318817483216975,0.19857764589787494,0.34904523108431895,0.05319108486335565,0.18255078393679514
