TIMESTAMP,SKINUT_OPEN_PRICE_USD,SKINUT_HIGH_PRICE_USD,SKINUT_LOW_PRICE_USD,SKINUT_CLOSE_PRICE_USD,SKINUT_VOLUME_USD,SKINUT_DIVIDENDS_USD,SKINUT_STOCK_SPLITS_USD
2025-05-03 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.600000127335079e-05,3.7000001611886546e-05,210,0.0,0.0
2025-05-06 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.7000001611886546e-05,13,0.0,0.0
2025-05-07 00:00:00+00:00,3.7000001611886546e-05,4.199999966658652e-05,3.7000001611886546e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,4.099999932805076e-05,4.999999873689376e-05,4.099999932805076e-05,4.999999873689376e-05,504,0.0,0.0
2025-05-09 00:00:00+00:00,4.999999873689376e-05,6.399999983841553e-05,4.999999873689376e-05,6.399999983841553e-05,3425,0.0,0.0
2025-05-10 00:00:00+00:00,6.399999983841553e-05,7.500000356230885e-05,6.399999983841553e-05,7.500000356230885e-05,1328,0.0,0.0
2025-05-11 00:00:00+00:00,7.500000356230885e-05,0.00010099999781232327,7.400000322377309e-05,0.00010099999781232327,7383,0.0,0.0
2025-05-12 00:00:00+00:00,0.00010099999781232327,0.0001429999974789098,0.00010099999781232327,0.00011500000255182385,9173,0.0,0.0
2025-05-13 00:00:00+00:00,0.00011500000255182385,0.00012799999967683107,0.00010099999781232327,0.00012799999967683107,3764,0.0,0.0
2025-05-14 00:00:00+00:00,0.00012799999967683107,0.0001289999927394092,0.0001250000059371814,0.00012599999899975955,776,0.0,0.0
2025-05-15 00:00:00+00:00,0.00012599999899975955,0.00012700000661425292,8.299999899463728e-05,0.0001049999991664663,6694,0.0,0.0
2025-05-16 00:00:00+00:00,0.0001049999991664663,0.00010800000018207356,0.00010399999882793054,0.00010699999984353781,706,0.0,0.0
2025-05-17 00:00:00+00:00,0.00010699999984353781,0.00010699999984353781,7.400000322377309e-05,7.699999696342275e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,7.699999696342275e-05,0.0001049999991664663,7.699999696342275e-05,9.40000027185306e-05,3954,0.0,0.0
2025-05-19 00:00:00+00:00,9.40000027185306e-05,0.00010399999882793054,9.000000136438757e-05,0.00010399999882793054,532,0.0,0.0
2025-05-20 00:00:00+00:00,0.00010399999882793054,0.00011200000153621659,9.999999747378752e-05,9.999999747378752e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,9.999999747378752e-05,0.00012599999899975955,9.999999747378752e-05,0.00012599999899975955,2846,0.0,0.0
2025-05-22 00:00:00+00:00,0.00012599999899975955,0.00014699999883305281,0.00012599999899975955,0.00014400000509340316,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.00014400000509340316,0.00015100000018719584,0.00013299999409355223,0.00013299999409355223,1913,0.0,0.0
2025-05-24 00:00:00+00:00,0.00013299999409355223,0.00013499999477062374,0.00013299999409355223,0.00013299999409355223,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00013299999409355223,0.00013299999409355223,0.0001250000059371814,0.00012599999899975955,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.00012599999899975955,0.00013099999341648072,0.00011800000356743112,0.00011800000356743112,922,0.0,0.0
2025-05-27 00:00:00+00:00,0.00011800000356743112,0.00012199999764561653,0.0001140000022132881,0.0001140000022132881,1031,0.0,0.0
2025-05-28 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,0.00010099999781232327,0.00010199999815085903,1647,0.0,0.0
2025-05-29 00:00:00+00:00,0.00010199999815085903,0.0001049999991664663,0.00010099999781232327,0.00010099999781232327,68,0.0,0.0
2025-05-30 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,9.7999996796716e-05,9.899999713525176e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,9.600000339560211e-05,9.600000339560211e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,9.590908302925527e-05,9.645046520745382e-05,9.461447189096361e-05,9.610864071873948e-05,174,0.0,0.0
