TIMESTAMP,DUPE_OPEN_PRICE_USD,DUPE_HIGH_PRICE_USD,DUPE_LOW_PRICE_USD,DUPE_CLOSE_PRICE_USD,DUPE_VOLUME_USD,DUPE_DIVIDENDS_USD,DUPE_STOCK_SPLITS_USD
2025-05-21 00:00:00+00:00,0.02197900041937828,0.023453999310731888,0.016172999516129494,0.017875999212265015,7165866,0.0,0.0
2025-05-22 00:00:00+00:00,0.017875999212265015,0.017921999096870422,0.012334000319242477,0.01411799993366003,7525839,0.0,0.0
2025-05-23 00:00:00+00:00,0.014154000207781792,0.015176000073552132,0.010963000357151031,0.013403999619185925,9714472,0.0,0.0
2025-05-24 00:00:00+00:00,0.013403999619185925,0.0165570005774498,0.013140999712049961,0.014910000376403332,3981362,0.0,0.0
2025-05-25 00:00:00+00:00,0.014910000376403332,0.017490999773144722,0.013085000216960907,0.016930999234318733,5007052,0.0,0.0
2025-05-26 00:00:00+00:00,0.016930999234318733,0.019838999956846237,0.015982000157237053,0.018319999799132347,4387360,0.0,0.0
2025-05-27 00:00:00+00:00,0.018319999799132347,0.01839599944651127,0.014193999581038952,0.014267999678850174,4611544,0.0,0.0
2025-05-28 00:00:00+00:00,0.014267999678850174,0.015112999826669693,0.01299699954688549,0.013615000061690807,4018807,0.0,0.0
2025-05-29 00:00:00+00:00,0.013643000274896622,0.015791000798344612,0.012788999825716019,0.013109000399708748,4528574,0.0,0.0
2025-05-30 00:00:00+00:00,0.013094999827444553,0.015991000458598137,0.012764999642968178,0.01293299999088049,6899319,0.0,0.0
2025-05-31 00:00:00+00:00,0.01293299999088049,0.013318000361323357,0.01167299970984459,0.011788000352680683,4277980,0.0,0.0
2025-06-01 00:00:00+00:00,0.011788029223680496,0.011859357357025146,0.01055876910686493,0.010704274289309978,3128226,0.0,0.0
