TIMESTAMP,GSR_OPEN_PRICE_USD,GSR_HIGH_PRICE_USD,GSR_LOW_PRICE_USD,GSR_CLOSE_PRICE_USD,GSR_VOLUME_USD,GSR_DIVIDENDS_USD,GSR_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.037411998957395554,0.04306099936366081,0.032586999237537384,0.03269600123167038,41,0.0,0.0
2017-11-10 00:00:00+00:00,0.03279300034046173,0.036674000322818756,0.027000000700354576,0.035631000995635986,105,0.0,0.0
2017-11-11 00:00:00+00:00,0.03550399839878082,0.03677399829030037,0.026283999904990196,0.02660899981856346,23,0.0,0.0
2017-11-12 00:00:00+00:00,0.026590000838041306,0.034623000770807266,0.024049000814557076,0.03153900057077408,65,0.0,0.0
2017-11-13 00:00:00+00:00,0.031585000455379486,0.03604000061750412,0.026794999837875366,0.034800998866558075,156,0.0,0.0
2017-11-14 00:00:00+00:00,0.03487500175833702,0.03589000180363655,0.01672299951314926,0.03244100138545036,138,0.0,0.0
2017-11-15 00:00:00+00:00,0.03246299922466278,0.03371899947524071,0.028181999921798706,0.02840599976480007,17,0.0,0.0
2017-11-16 00:00:00+00:00,0.028555000200867653,0.028555000200867653,0.021632999181747437,0.02380800060927868,28,0.0,0.0
2017-11-17 00:00:00+00:00,0.02376900054514408,0.03362499922513962,0.02376900054514408,0.030865000560879707,28,0.0,0.0
2017-11-18 00:00:00+00:00,0.030747000128030777,0.03371499851346016,0.02399200014770031,0.02980099990963936,130,0.0,0.0
2017-11-19 00:00:00+00:00,0.029745999723672867,0.04420800134539604,0.029400000348687172,0.04385700076818466,52,0.0,0.0
2017-11-20 00:00:00+00:00,0.04383699968457222,0.05316599830985069,0.03867899999022484,0.03872799873352051,307,0.0,0.0
2017-11-21 00:00:00+00:00,0.03873499855399132,0.08305799961090088,0.030482999980449677,0.07284999638795853,528,0.0,0.0
2017-11-22 00:00:00+00:00,0.07302699983119965,0.07358899712562561,0.040775999426841736,0.04615800082683563,133,0.0,0.0
2017-11-23 00:00:00+00:00,0.046142999082803726,0.08187799900770187,0.03167999908328056,0.04732299968600273,495,0.0,0.0
2017-11-24 00:00:00+00:00,0.04725800082087517,0.12508399784564972,0.036607999354600906,0.03915899991989136,844,0.0,0.0
2017-11-25 00:00:00+00:00,0.03907899931073189,0.05996900051832199,0.03885899856686592,0.04374599829316139,351,0.0,0.0
2017-11-26 00:00:00+00:00,0.043731000274419785,0.06660900264978409,0.04166200011968613,0.05580199882388115,587,0.0,0.0
2017-11-27 00:00:00+00:00,0.05581299960613251,0.058382000774145126,0.05319400131702423,0.05828399956226349,36,0.0,0.0
2017-11-28 00:00:00+00:00,0.058435000479221344,0.05977800115942955,0.05787000060081482,0.05952800065279007,29,0.0,0.0
2017-11-29 00:00:00+00:00,0.05946800112724304,0.06564199924468994,0.05233300104737282,0.057498998939991,25,0.0,0.0
2017-11-30 00:00:00+00:00,0.058382000774145126,0.06350599974393845,0.040550000965595245,0.059654999524354935,24,0.0,0.0
2017-12-01 00:00:00+00:00,0.059358999133110046,0.07670100033283234,0.04077500104904175,0.07625500112771988,234,0.0,0.0
2017-12-02 00:00:00+00:00,0.0761910006403923,0.0973849967122078,0.07572200149297714,0.09610699862241745,532,0.0,0.0
2017-12-03 00:00:00+00:00,0.09619899839162827,0.10345900058746338,0.06469400227069855,0.09747999906539917,899,0.0,0.0
2017-12-04 00:00:00+00:00,0.09780299663543701,0.13763900101184845,0.09769599884748459,0.1279670000076294,1992,0.0,0.0
2017-12-05 00:00:00+00:00,0.12821899354457855,0.18626800179481506,0.12642799317836761,0.18516600131988525,3752,0.0,0.0
2017-12-06 00:00:00+00:00,0.18475499749183655,0.21977299451828003,0.1491059958934784,0.2194640040397644,6176,0.0,0.0
2017-12-07 00:00:00+00:00,0.21908700466156006,0.432000994682312,0.21628500521183014,0.432000994682312,6051,0.0,0.0
2017-12-08 00:00:00+00:00,0.43301698565483093,0.8733050227165222,0.37916299700737,0.8530840277671814,17066,0.0,0.0
2017-12-09 00:00:00+00:00,0.8522250056266785,0.8912590146064758,0.4064599871635437,0.7113990187644958,9828,0.0,0.0
2017-12-10 00:00:00+00:00,0.7214999794960022,0.7214999794960022,0.28022000193595886,0.345551997423172,3757,0.0,0.0
2017-12-11 00:00:00+00:00,0.3430570065975189,0.5835899710655212,0.34155699610710144,0.5593699812889099,6378,0.0,0.0
2017-12-12 00:00:00+00:00,0.561165988445282,0.8296419978141785,0.5380949974060059,0.7940319776535034,10550,0.0,0.0
2017-12-13 00:00:00+00:00,0.7946959733963013,0.8052430152893066,0.5954819917678833,0.623615026473999,7729,0.0,0.0
2017-12-14 00:00:00+00:00,0.6216130256652832,0.7008860111236572,0.49334898591041565,0.6043750047683716,4489,0.0,0.0
2017-12-15 00:00:00+00:00,0.6052830219268799,0.8206179738044739,0.5377519726753235,0.6095479726791382,11514,0.0,0.0
2017-12-16 00:00:00+00:00,0.6104050278663635,0.7987769842147827,0.48690301179885864,0.6732680201530457,12499,0.0,0.0
2017-12-17 00:00:00+00:00,0.6733450293540955,0.6733450293540955,0.2319220006465912,0.36202698945999146,4597,0.0,0.0
2017-12-18 00:00:00+00:00,0.3631240129470825,0.4467560052871704,0.323184996843338,0.35089001059532166,901,0.0,0.0
2017-12-19 00:00:00+00:00,0.35118699073791504,0.5469009876251221,0.3329479992389679,0.4289270043373108,2366,0.0,0.0
2017-12-20 00:00:00+00:00,0.42850399017333984,0.42850399017333984,0.24342599511146545,0.2980610132217407,396,0.0,0.0
2017-12-21 00:00:00+00:00,0.2988409996032715,0.4083710014820099,0.27521899342536926,0.3048759996891022,636,0.0,0.0
2017-12-22 00:00:00+00:00,0.30593299865722656,0.3094229996204376,0.20785699784755707,0.26638200879096985,1776,0.0,0.0
2017-12-23 00:00:00+00:00,0.26889801025390625,0.40629199147224426,0.21205799281597137,0.2889379858970642,941,0.0,0.0
2017-12-24 00:00:00+00:00,0.2921279966831207,0.3570129871368408,0.21593399345874786,0.2286510020494461,511,0.0,0.0
2017-12-25 00:00:00+00:00,0.23102499544620514,0.30226200819015503,0.21637600660324097,0.2896139919757843,237,0.0,0.0
2017-12-26 00:00:00+00:00,0.2893179953098297,0.41241198778152466,0.2493010014295578,0.40481698513031006,803,0.0,0.0
2017-12-27 00:00:00+00:00,0.4051100015640259,0.42208901047706604,0.25519001483917236,0.258105993270874,620,0.0,0.0
2017-12-28 00:00:00+00:00,0.2575640082359314,0.3660869896411896,0.170647993683815,0.23626799881458282,1201,0.0,0.0
2017-12-29 00:00:00+00:00,0.23871399462223053,0.29449498653411865,0.23462699353694916,0.28178200125694275,837,0.0,0.0
2017-12-30 00:00:00+00:00,0.2810730040073395,0.28116700053215027,0.20641499757766724,0.21400700509548187,286,0.0,0.0
2017-12-31 00:00:00+00:00,0.21169599890708923,0.2674599885940552,0.20959199965000153,0.2321700006723404,733,0.0,0.0
2018-01-01 00:00:00+00:00,0.23306900262832642,0.2658270001411438,0.10744599997997284,0.2565470039844513,1891,0.0,0.0
2018-01-02 00:00:00+00:00,0.25652700662612915,0.265641987323761,0.14743100106716156,0.14888599514961243,1618,0.0,0.0
2018-01-03 00:00:00+00:00,0.14835700392723083,0.29315701127052307,0.14826700091362,0.16988599300384521,873,0.0,0.0
2018-01-04 00:00:00+00:00,0.17081700265407562,0.2692750096321106,0.16913899779319763,0.17712900042533875,949,0.0,0.0
2018-01-05 00:00:00+00:00,0.1771640032529831,0.2904540002346039,0.17544400691986084,0.28001299500465393,2326,0.0,0.0
2018-01-06 00:00:00+00:00,0.28023600578308105,0.28303900361061096,0.22018100321292877,0.2268960028886795,462,0.0,0.0
2018-01-07 00:00:00+00:00,0.22672900557518005,0.32023701071739197,0.22576700150966644,0.31620800495147705,907,0.0,0.0
2018-01-08 00:00:00+00:00,0.31576499342918396,0.6496829986572266,0.2769320011138916,0.6357520222663879,7433,0.0,0.0
2018-01-09 00:00:00+00:00,0.6401950120925903,0.6549749970436096,0.3365809917449951,0.5524920225143433,1968,0.0,0.0
2018-01-10 00:00:00+00:00,0.5532169938087463,0.6312239766120911,0.3902769982814789,0.5991849899291992,3200,0.0,0.0
2018-01-11 00:00:00+00:00,0.5985130071640015,0.6006960272789001,0.3825879991054535,0.3897300064563751,2379,0.0,0.0
2018-01-12 00:00:00+00:00,0.3923049867153168,0.5480660200119019,0.3807550072669983,0.46901100873947144,2507,0.0,0.0
2018-01-13 00:00:00+00:00,0.46847599744796753,0.6158249974250793,0.4110789895057678,0.6158249974250793,1732,0.0,0.0
2018-01-14 00:00:00+00:00,0.6103389859199524,0.6320549845695496,0.4312730133533478,0.5890719890594482,1577,0.0,0.0
2018-01-15 00:00:00+00:00,0.5848000049591064,0.5992929935455322,0.4939909875392914,0.5199940204620361,1770,0.0,0.0
2018-01-16 00:00:00+00:00,0.520641028881073,0.520641028881073,0.33593499660491943,0.3904480040073395,1128,0.0,0.0
2018-01-17 00:00:00+00:00,0.388467013835907,0.4232670068740845,0.2802479863166809,0.41511398553848267,983,0.0,0.0
2018-01-18 00:00:00+00:00,0.416716992855072,0.4523850083351135,0.3998660147190094,0.4087980091571808,354,0.0,0.0
2018-01-19 00:00:00+00:00,0.4045009911060333,0.42316699028015137,0.19976000487804413,0.2595579922199249,823,0.0,0.0
2018-01-20 00:00:00+00:00,0.2623780071735382,0.2945150136947632,0.19869199395179749,0.2307330071926117,532,0.0,0.0
2018-01-21 00:00:00+00:00,0.23127000033855438,0.374983012676239,0.22597800195217133,0.33758899569511414,428,0.0,0.0
2018-01-22 00:00:00+00:00,0.3422029912471771,0.35135701298713684,0.33358898758888245,0.34817901253700256,442,0.0,0.0
