Lag,BTC,DOGE,ETH,MIOTA,USDT,XEM,XLM,XMR,XRP
1,0.2628627830528711,0.389877239749028,0.001056643352554171,0.004413337510577881,0.012864099706763702,0.9696128019963532,0.03364699347560526,0.00046397606904157997,0.006308444122962326
2,0.04819134385048218,0.6483254705386199,0.0048502994589881675,0.004724894975200778,0.002601837827661394,0.0605551308452392,0.10663865563506304,0.002525189154781428,0.01589569299614975
3,0.07446758223788325,0.662449114262593,0.003202882839353995,0.03940234382146187,0.0010405978533679584,0.00012907714883464297,0.12746479251103546,0.005631177874690618,0.02819479531300892
4,0.12075562988002073,0.8112052242712273,0.007658037614039048,0.0038558770770323637,0.0037188501401369295,5.043591890429985e-08,0.13163319025278605,0.008350071959409807,0.026184396074005484
5,0.003622174924810292,0.4409807478147203,0.01210289382448636,0.0004686913204189195,0.00662839438181001,5.636599216824295e-08,0.1769321484522786,0.018487390045804648,0.04897967240135665
6,0.0019380914035377857,0.4643244914433615,0.0027341975026760256,0.0002198907917486369,0.006320477151651007,2.6015162957419376e-08,0.10832437506833127,2.658879854298071e-06,0.06504578091205712
7,0.003623680875095353,0.42049516157214983,0.007148108674590715,3.931842641940599e-06,0.011961430178192008,1.3621810050795415e-08,0.15249520602959313,1.3141606885970607e-05,0.09451575894424676
8,0.0019890455565289666,0.5324962644380096,0.009108322677464782,1.270363644325816e-06,0.02446204542776887,4.957043929281526e-08,0.1857334641687326,1.6642858755280432e-05,0.1103765100502803
9,0.00214041474837586,0.556514551347034,0.000525577450007524,3.957396403124838e-06,0.03396238070887296,1.177642163236249e-07,0.23757846686584824,2.002920056063589e-06,0.011590382197900203
10,0.0008513820304978552,0.6445566739305091,0.00010638103734239792,9.633582912410685e-06,0.04989833886544444,1.643834668513469e-08,0.18503700735000952,7.682473986650221e-07,0.019562685513947707
11,0.0003943329095281011,0.44085785252492293,2.7797582410372823e-05,1.5019357737183057e-05,0.00201121104835233,1.8045744525369035e-08,0.28540688014202387,1.5431412449050398e-08,0.008133807550911396
12,0.0004977220644681985,0.5079021347918595,2.606065613910451e-05,1.2269385834847557e-05,0.0026106034359696995,3.619416495252232e-08,0.1380372940354432,1.6834258901642945e-08,0.0117469744474933
13,0.0008577456566389428,0.34128587752771866,6.595524046272237e-06,3.959502562393575e-06,0.003184026347100177,5.4134921513971545e-08,0.10810503736740026,2.3982191492109533e-08,0.016344498899209962
14,0.001369912284314794,0.40582499277565626,5.234517182206442e-06,3.1116055460680634e-07,0.0008236738898668865,2.544191844000864e-09,0.15199411388398193,5.653428114698235e-08,0.01425349475645651
15,0.002302701156930776,0.4855465829697221,1.4132082844896575e-05,3.0651133741106926e-07,0.0016490098449394794,5.833087284184818e-09,0.22376371907950163,1.362962876920687e-07,0.014439257643614022
16,0.0029855582097278173,0.5051851163377888,3.576303584888918e-05,6.481544799248953e-07,0.0009472290615550094,1.7309899652557106e-08,0.2367017517881189,1.3831278790969795e-07,0.02316323464839262
17,0.0030839970224474937,0.518378474466104,0.0001580778994811599,1.4691558439495945e-06,0.0006348592607802965,1.3747336730904183e-08,0.3799234490632668,9.198821376642201e-07,0.03610385396418059
18,0.003455834285315587,0.3862875883683342,0.00014537513719480938,1.6698541115657155e-06,0.00038243518904100164,2.47047621339478e-08,0.3860992150944856,1.2995128126835532e-06,0.027422441176968678
19,0.003103316143285634,0.4117231549639105,4.209182996304203e-05,1.4203214359801286e-06,0.0004280768407481596,4.230031870610459e-08,0.35170216778022767,2.886479605617811e-06,0.0259477121593788
20,0.004500256512041202,0.023471982559770895,2.5398798065554888e-05,1.9193937949022124e-06,0.0007482256656955532,9.296306557893474e-08,0.4139549568349223,6.347501935067597e-06,0.034481122398154984
21,0.003291032661851794,0.030050983674387084,4.472446364828473e-05,3.7034659292138955e-06,0.001540850882276463,1.8279775222214905e-07,0.4802896214115976,7.984261852472053e-06,0.048716540749226156
22,0.0035642558146791944,0.03979214364621981,3.3055869998164054e-05,5.251741951529622e-06,0.0017093002067997372,2.640609675876967e-07,0.3932185574183725,1.3544716113551002e-05,0.05565744645308336
23,0.0041900042280432525,0.0353439488065645,2.0995183750710805e-05,7.245750759183559e-06,0.0026858102115445122,2.6517837582443287e-07,0.44258413196047686,1.3638400998403359e-05,0.05892729642825534
24,0.00648351554670009,0.042577283537235014,3.455959514619193e-05,8.785594450997022e-06,0.0017478673243000033,1.5324506360858506e-07,0.4533619213694992,2.441704740550584e-05,0.06878354945485743
25,0.007432320344079021,0.03026442310832149,3.668267412165773e-05,1.484636176395457e-05,0.002500006286329201,2.860365283394599e-07,0.5790897801561052,5.267463536265312e-05,0.09284495972995553
26,0.008595787125997269,0.012033463076395289,3.482288653719648e-05,3.4897112822280525e-05,0.0019710681817426473,6.208131446967369e-07,0.4599028730221942,3.352614781704843e-05,0.03497476726472308
27,0.008666049472524842,0.01483860354662647,5.6653602623654063e-05,1.1010240497812816e-05,0.0012330943765222156,9.343848060094396e-07,0.5078249300492736,4.123162469091279e-05,0.033133943286952613
28,0.012204054065861466,0.019387348461788287,7.449497657453521e-05,8.826368413330602e-06,0.0014874842259028577,9.662157670475625e-07,0.20570638040242134,3.0979807062693954e-05,0.04044036113267785
29,0.010044870486444396,0.026221996868881214,5.831450645258328e-05,6.451426785086653e-06,0.0012137350746595351,1.1548528084696663e-06,0.060670875752464805,6.555253459769316e-06,0.04621902525801872
30,0.005946760240416173,0.033744137190338995,6.113465262832031e-05,3.540851076166684e-06,0.000866815395309936,1.4094190531088621e-06,0.06469862702197063,4.085695430685902e-06,0.03878635407443103
