,BTC
DOGE,1.970017890187461e-05
ETH,4.083969400490421e-05
XRP,0.00139067369572955
DGB,0.0016619817303793502
XMR,0.0032124499329857998
SC,0.0034729653207677
ETC,0.00623120155358995
ZEN,0.01608194630975555
BAT,0.0172779360495096
XEM,0.0273456365903712
RLC,0.03177601588998605
QTUM,0.0357429656772414
GNO,0.03739023532765475
BTS,0.0551079185299567
LSK,0.056459187783453296
LTC,0.0743100647392243
KMD,0.11384543206980416
DASH,0.1192777692799689
MIOTA,0.14754360413493378
WAVES,0.1939346127074021
ZEC,0.20095718188842515
GAS,0.25796899446566657
XLM,0.287169228494498
PIVX,0.35878104911871733
ARK,0.35899863806704024
ANT,0.39716845548071267
FIRO,0.5297266677944091
STEEM,0.6219076958462189
LUNC,0.6877222485380173
SYS,0.7931207040725972
DCR,0.9152100996889614
