TIMESTAMP,AGB_OPEN_PRICE_USD,AGB_HIGH_PRICE_USD,AGB_LOW_PRICE_USD,AGB_CLOSE_PRICE_USD,AGB_VOLUME_USD,AGB_DIVIDENDS_USD,AGB_STOCK_SPLITS_USD
2023-05-20 00:00:00+00:00,,,,0.0,60777,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,261233,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,184639,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,253603,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,456295,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,1123347,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,3863319,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,4312414,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,12102308,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,6856602,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,8314778,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,2996644,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1758682,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,2137337,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,2529157,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,1764619,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1568435,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,1700963,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,2548455,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,2102675,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,1679071,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1160505,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,1334497,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,1223662,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,1031894,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,998397,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,1454776,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,1086126,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,933436,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1327124,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,1182450,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,1058750,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,1953464,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1986662,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,1816671,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,1801776,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,2033335,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,2249552,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,2576082,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,1998424,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,2270122,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,2449359,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2384319,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,5424383,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,5229605,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,3702068,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,2843532,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,2325912,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,1768346,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1650653,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,1196048,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,1277293,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,1100576,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,960981,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1102423,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,1007241,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,1018440,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,939671,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,1238610,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1069709,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1003139,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1011279,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1060197,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1002975,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1002681,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,908754,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,881573,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,517321,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,525738,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,524543,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,549054,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,576649,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,557764,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,633069,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,571788,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,540670,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,553856,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,553913,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,503120,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,504791,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,653365,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,574968,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,523235,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,525399,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,522608,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,484679,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,522304,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,472525,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,458857,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,441997,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,458198,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,492947,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,471056,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,423176,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,389948,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,405290,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,402194,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,372195,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,275071,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,403324,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,266261,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,495854,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,445140,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,438410,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,373589,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,393991,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,349298,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,395595,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,408909,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,369989,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,328061,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,376564,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,310502,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,402879,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,412343,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,451100,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,232871,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,418818,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,362694,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,305392,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,283429,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,357668,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,344590,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,248478,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,227917,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,353474,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,333223,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,364980,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,379411,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,433127,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,384437,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,393581,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,450229,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,392063,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,398178,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,436266,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,434682,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,543168,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,1135780,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,635005,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,554245,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,492670,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,467734,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,490901,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,558733,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,493106,0.0,0.0
