TIMESTAMP,PORTO_OPEN_PRICE_USD,PORTO_HIGH_PRICE_USD,PORTO_LOW_PRICE_USD,PORTO_CLOSE_PRICE_USD,PORTO_VOLUME_USD,PORTO_DIVIDENDS_USD,PORTO_STOCK_SPLITS_USD
2021-11-16 00:00:00+00:00,9.650592803955078,14.652555465698242,7.764286041259766,8.337272644042969,377424615,0.0,0.0
2021-11-17 00:00:00+00:00,8.31432819366455,9.15907096862793,6.5345258712768555,6.74750280380249,105972918,0.0,0.0
2021-11-18 00:00:00+00:00,6.769646167755127,6.773101806640625,5.241001129150391,5.494396209716797,44318158,0.0,0.0
2021-11-19 00:00:00+00:00,5.493660926818848,7.020809173583984,5.361236095428467,6.104934215545654,75444170,0.0,0.0
2021-11-20 00:00:00+00:00,6.105897903442383,6.500277996063232,5.881887912750244,6.060710906982422,30374772,0.0,0.0
2021-11-21 00:00:00+00:00,6.072422027587891,6.269474983215332,5.665317058563232,5.686870098114014,20764801,0.0,0.0
2021-11-22 00:00:00+00:00,5.70216703414917,6.569157123565674,5.466544151306152,6.026181221008301,42177669,0.0,0.0
2021-11-23 00:00:00+00:00,6.026285171508789,6.441283226013184,5.427134990692139,5.5581488609313965,39118552,0.0,0.0
2021-11-24 00:00:00+00:00,5.556635856628418,5.631743907928467,5.009190082550049,5.446890830993652,35906657,0.0,0.0
2021-11-25 00:00:00+00:00,5.073780059814453,5.357442855834961,4.953470230102539,5.101669788360596,16297065,0.0,0.0
2021-11-26 00:00:00+00:00,5.03055477142334,5.200387954711914,4.289117813110352,4.319448947906494,13233249,0.0,0.0
2021-11-27 00:00:00+00:00,4.306303977966309,4.589237213134766,4.29856014251709,4.32857084274292,7607697,0.0,0.0
2021-11-28 00:00:00+00:00,4.328949928283691,4.347296237945557,3.9491360187530518,4.240079879760742,8648353,0.0,0.0
2021-11-29 00:00:00+00:00,4.238797187805176,4.263047218322754,4.080537796020508,4.169956207275391,7764398,0.0,0.0
2021-11-30 00:00:00+00:00,4.168830871582031,4.251889228820801,3.932209014892578,3.9527759552001953,8859971,0.0,0.0
2021-12-01 00:00:00+00:00,3.941931962966919,4.145516872406006,3.891094923019409,3.892146110534668,9430059,0.0,0.0
2021-12-02 00:00:00+00:00,3.8916220664978027,3.90220308303833,3.686302900314331,3.7077701091766357,7412617,0.0,0.0
2021-12-03 00:00:00+00:00,3.7172091007232666,3.7468690872192383,3.278104066848755,3.500778913497925,10446314,0.0,0.0
2021-12-04 00:00:00+00:00,3.5089728832244873,3.5089728832244873,2.64266300201416,3.0089499950408936,7848601,0.0,0.0
2021-12-05 00:00:00+00:00,3.0113229751586914,5.582289218902588,2.9404120445251465,4.114443778991699,221218401,0.0,0.0
2021-12-06 00:00:00+00:00,4.127181053161621,5.363112926483154,3.3812971115112305,4.075754165649414,154045252,0.0,0.0
2021-12-07 00:00:00+00:00,4.082780838012695,4.840572834014893,3.980276107788086,4.115793228149414,58401948,0.0,0.0
2021-12-08 00:00:00+00:00,4.1131157875061035,4.202293872833252,3.7661259174346924,3.8747870922088623,17765959,0.0,0.0
2021-12-09 00:00:00+00:00,3.8681869506835938,4.579033851623535,3.6982369422912598,3.8589320182800293,70911918,0.0,0.0
2021-12-10 00:00:00+00:00,3.8657259941101074,4.154283046722412,3.7092459201812744,3.7219390869140625,35794438,0.0,0.0
2021-12-11 00:00:00+00:00,3.716649055480957,3.987837076187134,3.581239938735962,3.8626790046691895,26508819,0.0,0.0
2021-12-12 00:00:00+00:00,3.857835054397583,4.088554859161377,3.8253629207611084,3.9218809604644775,22238957,0.0,0.0
2021-12-13 00:00:00+00:00,3.9236490726470947,3.934096097946167,3.296082019805908,3.3699569702148438,11181420,0.0,0.0
2021-12-14 00:00:00+00:00,3.3706960678100586,3.4721899032592773,3.2053279876708984,3.3301279544830322,9036161,0.0,0.0
