TIMESTAMP,OPSEC_OPEN_PRICE_USD,OPSEC_HIGH_PRICE_USD,OPSEC_LOW_PRICE_USD,OPSEC_CLOSE_PRICE_USD,OPSEC_VOLUME_USD,OPSEC_DIVIDENDS_USD,OPSEC_STOCK_SPLITS_USD
2024-01-08 00:00:00+00:00,0.0767040029168129,0.08383200317621231,0.05567900091409683,0.06205600127577782,740030,0.0,0.0
2024-01-09 00:00:00+00:00,0.06205600127577782,0.07739000022411346,0.03993099927902222,0.05178600177168846,811277,0.0,0.0
2024-01-10 00:00:00+00:00,0.05200599879026413,0.07261200249195099,0.03892099857330322,0.05839899927377701,869937,0.0,0.0
2024-01-11 00:00:00+00:00,0.05839899927377701,0.0893239974975586,0.05795399844646454,0.08310700207948685,555529,0.0,0.0
2024-01-12 00:00:00+00:00,0.08318299800157547,0.10245999693870544,0.06554999947547913,0.10245999693870544,778681,0.0,0.0
2024-01-13 00:00:00+00:00,0.10245999693870544,0.14974699914455414,0.09918399900197983,0.12621299922466278,1449883,0.0,0.0
2024-01-14 00:00:00+00:00,0.12621299922466278,0.13018099963665009,0.10378099977970123,0.1123030036687851,431221,0.0,0.0
2024-01-15 00:00:00+00:00,0.1123030036687851,0.14097599685192108,0.10529100149869919,0.12719500064849854,739267,0.0,0.0
2024-01-16 00:00:00+00:00,0.12719500064849854,0.1734129935503006,0.1208219975233078,0.16233600676059723,825941,0.0,0.0
2024-01-17 00:00:00+00:00,0.1623470038175583,0.1654530018568039,0.1409830003976822,0.14435000717639923,644521,0.0,0.0
2024-01-18 00:00:00+00:00,0.14435000717639923,0.16556499898433685,0.10826600342988968,0.15600000321865082,670158,0.0,0.0
2024-01-19 00:00:00+00:00,0.15600000321865082,0.1560010015964508,0.11567900329828262,0.13950499892234802,578693,0.0,0.0
2024-01-20 00:00:00+00:00,0.13950499892234802,0.15981699526309967,0.1061910018324852,0.12599800527095795,560526,0.0,0.0
2024-01-21 00:00:00+00:00,0.12599800527095795,0.12697799503803253,0.1068670004606247,0.1184459999203682,269758,0.0,0.0
2024-01-22 00:00:00+00:00,0.1184459999203682,0.1259869933128357,0.09046299755573273,0.11549799889326096,439400,0.0,0.0
2024-01-23 00:00:00+00:00,0.11549799889326096,0.12654900550842285,0.09175600111484528,0.12039300054311752,289331,0.0,0.0
