TIMESTAMP,HOOP20191_OPEN_PRICE_USD,HOOP20191_HIGH_PRICE_USD,HOOP20191_LOW_PRICE_USD,HOOP20191_CLOSE_PRICE_USD,HOOP20191_VOLUME_USD,HOOP20191_DIVIDENDS_USD,HOOP20191_STOCK_SPLITS_USD
2022-09-22 00:00:00+00:00,0.1434510052204132,0.15408499538898468,0.08594000339508057,0.11158700287342072,2221782,0.0,0.0
2022-09-23 00:00:00+00:00,0.11085700243711472,0.12953899800777435,0.06704200059175491,0.07130800187587738,698853,0.0,0.0
2022-09-24 00:00:00+00:00,0.07129999995231628,0.07368200272321701,0.062376998364925385,0.0671830028295517,282460,0.0,0.0
2022-09-25 00:00:00+00:00,0.06716900318861008,0.08687099814414978,0.06554500013589859,0.07063599675893784,391793,0.0,0.0
2022-09-26 00:00:00+00:00,0.07056699693202972,0.07089900225400925,0.06407400220632553,0.06951600313186646,123776,0.0,0.0
2022-09-27 00:00:00+00:00,0.06952200084924698,0.06990599632263184,0.06168900057673454,0.06230799853801727,119938,0.0,0.0
2022-09-28 00:00:00+00:00,0.0622589997947216,0.062286000698804855,0.031776998192071915,0.033539000898599625,302308,0.0,0.0
2022-09-29 00:00:00+00:00,0.0335410013794899,0.03949899971485138,0.031192999333143234,0.0331370010972023,180907,0.0,0.0
2022-09-30 00:00:00+00:00,0.033142998814582825,0.03824299946427345,0.02475699968636036,0.029874000698328018,193705,0.0,0.0
2022-10-01 00:00:00+00:00,0.029867000877857208,0.03244800120592117,0.02684899978339672,0.03232400119304657,65857,0.0,0.0
2022-10-02 00:00:00+00:00,0.03231300041079521,0.04439900070428848,0.031828999519348145,0.03630499914288521,392118,0.0,0.0
2022-10-03 00:00:00+00:00,0.03632500022649765,0.04339300096035004,0.03624200075864792,0.04261299967765808,205263,0.0,0.0
2022-10-04 00:00:00+00:00,0.04261999949812889,0.05844299867749214,0.041262999176979065,0.05203299969434738,530097,0.0,0.0
2022-10-05 00:00:00+00:00,0.05201900005340576,0.06131400167942047,0.04433500021696091,0.04682999849319458,280178,0.0,0.0
2022-10-06 00:00:00+00:00,0.04698200151324272,0.04735499992966652,0.042778000235557556,0.04652100056409836,205952,0.0,0.0
2022-10-07 00:00:00+00:00,0.04651999846100807,0.08555900305509567,0.04549900069832802,0.05666099861264229,1949945,0.0,0.0
2022-10-08 00:00:00+00:00,0.056759998202323914,0.0667639970779419,0.054666001349687576,0.057068001478910446,479083,0.0,0.0
2022-10-09 00:00:00+00:00,0.05689699947834015,0.06122099980711937,0.046581000089645386,0.04766799882054329,330624,0.0,0.0
2022-10-10 00:00:00+00:00,0.047669000923633575,0.05581799894571304,0.04355499893426895,0.05345100164413452,979322,0.0,0.0
2022-10-11 00:00:00+00:00,0.05345600098371506,0.0599530003964901,0.04854099825024605,0.056299999356269836,1232846,0.0,0.0
2022-10-12 00:00:00+00:00,0.05619499832391739,0.05654099956154823,0.03714599832892418,0.03847699984908104,1261079,0.0,0.0
2022-10-13 00:00:00+00:00,0.03848600015044212,0.04155300185084343,0.036990001797676086,0.03897399827837944,975566,0.0,0.0
2022-10-14 00:00:00+00:00,0.039016999304294586,0.0405610017478466,0.038065001368522644,0.04047200083732605,931665,0.0,0.0
2022-10-15 00:00:00+00:00,0.040463998913764954,0.05017000064253807,0.040463998913764954,0.043880000710487366,1083501,0.0,0.0
2022-10-16 00:00:00+00:00,0.04387800022959709,0.043949998915195465,0.037748999893665314,0.038871001452207565,933988,0.0,0.0
2022-10-17 00:00:00+00:00,0.0388839989900589,0.04157700017094612,0.03880000114440918,0.040164001286029816,1080614,0.0,0.0
2022-10-18 00:00:00+00:00,0.04002299904823303,0.04084999859333038,0.034306999295949936,0.03480999916791916,1957136,0.0,0.0
2022-10-19 00:00:00+00:00,0.0348070003092289,0.03516000136733055,0.03185899928212166,0.03286600112915039,717328,0.0,0.0
2022-10-20 00:00:00+00:00,0.033066000789403915,0.03326300159096718,0.030220000073313713,0.03023199923336506,684555,0.0,0.0
2022-10-21 00:00:00+00:00,0.030222000554203987,0.030919000506401062,0.025529999285936356,0.029089000076055527,703742,0.0,0.0
2022-10-22 00:00:00+00:00,0.02910500019788742,0.029154999181628227,0.026541000232100487,0.026952000334858894,647534,0.0,0.0
2022-10-23 00:00:00+00:00,0.02696000039577484,0.027427999302744865,0.025348000228405,0.025583000853657722,644724,0.0,0.0
2022-10-24 00:00:00+00:00,0.02558399923145771,0.02755800075829029,0.025324000045657158,0.026415999978780746,640629,0.0,0.0
2022-10-25 00:00:00+00:00,0.026415999978780746,0.02819100022315979,0.02563600055873394,0.026115000247955322,678687,0.0,0.0
2022-10-26 00:00:00+00:00,0.026117000728845596,0.02774900011718273,0.025756999850273132,0.027465999126434326,690479,0.0,0.0
2022-10-27 00:00:00+00:00,0.027465999126434326,0.028230000287294388,0.021511999890208244,0.022043999284505844,754352,0.0,0.0
2022-10-28 00:00:00+00:00,0.022043999284505844,0.02333500050008297,0.02153100073337555,0.022374000400304794,719210,0.0,0.0
2022-10-29 00:00:00+00:00,0.022374000400304794,0.022502999752759933,0.021052999421954155,0.022221999242901802,727343,0.0,0.0
2022-10-30 00:00:00+00:00,0.022221999242901802,0.02274399995803833,0.021497000008821487,0.022109000012278557,725068,0.0,0.0
2022-10-31 00:00:00+00:00,0.022109000012278557,0.022545000538229942,0.021220000460743904,0.021942999213933945,671939,0.0,0.0
2022-11-01 00:00:00+00:00,0.021942999213933945,0.031199000775814056,0.021630000323057175,0.026396000757813454,866192,0.0,0.0
2022-11-02 00:00:00+00:00,0.026396000757813454,0.026976000517606735,0.024442000314593315,0.024714000523090363,713404,0.0,0.0
2022-11-03 00:00:00+00:00,0.024714000523090363,0.02721799910068512,0.02379000000655651,0.025630999356508255,763012,0.0,0.0
2022-11-04 00:00:00+00:00,0.025606000795960426,0.028341000899672508,0.025067999958992004,0.026096999645233154,788675,0.0,0.0
2022-11-05 00:00:00+00:00,0.026117999106645584,0.02736400067806244,0.021897999569773674,0.024267999455332756,824251,0.0,0.0
2022-11-06 00:00:00+00:00,0.02428700029850006,0.02621600031852722,0.02348800003528595,0.02507000043988228,1014540,0.0,0.0
2022-11-07 00:00:00+00:00,0.02495099976658821,0.028132999315857887,0.024111000820994377,0.025868000462651253,1020716,0.0,0.0
2022-11-08 00:00:00+00:00,0.025868000462651253,0.028982000425457954,0.025380000472068787,0.026108000427484512,771282,0.0,0.0
2022-11-09 00:00:00+00:00,0.026114000007510185,0.026340000331401825,0.023044999688863754,0.023044999688863754,729825,0.0,0.0
