,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,15,2000,0.3,0,0.38962428614116423,0.021771505598971737
1,15,2000,0.25,0,0.46049730933504507,0.020053832760000286
2,15,2250,0.25,0,0.47629163463331264,0.020498204571661596
3,15,2500,0.3,0,0.52334217892077,0.024269699746815407
4,15,2250,0.3,0,0.5651483201674959,0.015083703922029951
5,15,2000,0.2,0,2.7287775989255705,0.012443707676910349
6,13,2250,0.3,0,6.703689528719864,0.015248791202726094
7,14,2000,0.25,0,7.24721438377605,0.04588005723523197
8,14,2250,0.3,0,10.389268383322305,0.024808333432549557
9,15,2250,0.2,0,12.946913934935791,0.018923574133444976
10,15,1750,0.1,0,23.459131060173775,0.028597585129960936
11,15,2500,0.2,0,30.179406094424053,0.014403165198917083
12,14,2000,0.15,0,33.56628082711152,0.03903897399627485
13,13,2750,0.25,0,35.869703938526186,0.025145072473004494
14,15,2000,0.1,0,37.213118115191754,0.01987107471632562
15,14,2000,0.1,0,37.987584529890775,0.04941260551743045
16,13,2500,0.2,0,44.23491807081544,0.04945465856764973
17,13,2000,0.1,0,58.21842399463926,0.02461376215515131
18,13,2750,0.3,0,59.84269212974131,0.030264009079642787
19,13,2250,0.05,0,60.74858560276452,0.017342461567598194
20,14,2500,0.15,0,68.98474376136697,0.036399311742902105
21,15,2250,0.05,0,76.00596328119397,0.030631521176210708
22,13,2250,0.1,0,77.19360777072735,0.011735469438787937
23,14,2750,0.2,0,82.64459410312179,0.03421019420281032
24,14,2500,0.05,0,86.5654848985692,0.03483097695867574
25,14,2750,0.15,0,87.09785390850283,0.04872440744196191
26,13,2500,0.15,0,94.9092225093211,0.019131130033477415
27,12,3000,0.25,0,107.02428634978699,0.04756729576403321
28,13,2750,0.1,0,131.31841664358245,0.04822843552840873
29,12,3000,0.1,0,140.552893940745,0.01454019042124315
30,13,2750,0.2,0,161.33089020758476,0.04305236136933007
31,15,2250,0.0,0,214.0624605441324,0.04962842449961474
32,12,3000,0.15,0,322.1159076232657,0.02175356091799339
33,15,3750,0.0,0,445.37756233229385,0.04037271660934888
34,11,3250,0.15,0,540.7554080667549,0.021521621280696773
35,10,5500,0.2,0,609.0414193478873,0.029469336202831386
36,7,7750,0.05,0,1789.4628455385255,0.04216065748742632
37,7,8000,0.05,0,1923.7070056653295,0.04412438100799425
38,14,1250,0.25,1,0.30377115811466937,0.23653721408710254
39,12,1000,0.3,1,0.3037721755100314,0.3243554723770635
40,9,500,0.3,1,0.3037728527051893,0.7179965477677244
41,14,1250,0.3,1,0.3037732079815887,0.2365124428296172
42,9,500,0.25,1,0.3037736114479247,0.7180031608802906
43,13,1000,0.3,1,0.303773955100454,0.2506790691065186
44,13,1000,0.25,1,0.30377416579893307,0.2508203328065941
45,13,1250,0.3,1,0.3037743819531053,0.2515968843041003
46,13,1000,0.2,1,0.30377599258942184,0.2510078044145513
47,8,250,0.3,1,0.3037769156373014,0.6114959959517476
48,12,750,0.3,1,0.30377692926812166,0.3217039600801306
49,9,250,0.3,1,0.3037771056162611,0.7125536139026785
50,7,250,0.3,1,0.30377764190442125,0.48693665452896356
51,12,750,0.25,1,0.30377807742866675,0.3219867415059279
52,14,1000,0.3,1,0.3037783451540543,0.2351595321954844
53,14,1000,0.25,1,0.3037785655284437,0.23541572744154693
54,8,250,0.25,1,0.30377900305427874,0.6115667283707702
55,9,250,0.25,1,0.30377917674368693,0.712574644611268
56,12,750,0.2,1,0.3037797300289179,0.3223179226928226
57,7,250,0.25,1,0.3037800027671588,0.4869441245527794
58,14,1000,0.2,1,0.3037805053179341,0.2357118193864829
59,10,500,0.3,1,0.30378117078350086,0.34969333365743616
60,10,500,0.25,1,0.30378262814862433,0.34908472406757896
61,8,250,0.2,1,0.3037828782197963,0.6116555118611448
62,9,250,0.2,1,0.30378297361497575,0.7126032559468796
63,13,750,0.3,1,0.3037836888785144,0.24680603198522233
64,7,250,0.2,1,0.3037843585806784,0.4869328412816121
65,10,500,0.2,1,0.30378485014099815,0.34838404608604073
66,6,250,0.3,1,0.3037855920901745,0.5660900883360137
67,13,750,0.25,1,0.3037861986006979,0.24720480535907047
68,13,750,0.2,1,0.3037898410348321,0.2477014355503651
69,9,250,0.15,1,0.3037912450627661,0.7126462997790816
70,8,250,0.15,1,0.3037913974509135,0.6117778558417392
71,12,750,0.15,1,0.303791955778852,0.3226841682182653
72,6,250,0.25,1,0.30379225251345265,0.5658715595484429
73,7,250,0.15,1,0.3037939114100493,0.48688375900988656
74,12,1000,0.25,1,0.3037941965507673,0.3243836589088852
75,13,750,0.15,1,0.30379534772094097,0.24833839631813065
76,14,1500,0.3,1,0.30379710877476207,0.23746222227853947
77,14,750,0.3,1,0.3037985811100408,0.22988753888272118
78,14,750,0.25,1,0.30380381643937043,0.2304521019873727
79,14,750,0.2,1,0.30381067574411674,0.2311840636890884
80,9,250,0.1,1,0.3038159550161303,0.712726046256042
81,14,750,0.15,1,0.30381908332584706,0.2321799899402932
82,7,250,0.1,1,0.30382108602494345,0.48676669708277354
83,8,250,0.1,1,0.303824892653614,0.6120975566133858
84,12,500,0.3,1,0.30384001340965333,0.3038802589317303
85,9,500,0.2,1,0.30384832882232327,0.7181516857711429
86,13,500,0.3,1,0.3038520749288882,0.2283304748511668
87,12,500,0.25,1,0.30385669964006834,0.30537543547161894
88,14,500,0.3,1,0.30387351363407467,0.2106843726494601
89,13,500,0.25,1,0.3038751391340555,0.22949797694978363
90,12,500,0.2,1,0.30388275447771446,0.3071454049273029
91,14,500,0.25,1,0.30390554153870797,0.21170542866995812
92,13,500,0.2,1,0.30391160320189436,0.23098402107370564
93,12,500,0.15,1,0.3039292570545063,0.30931444341761094
94,10,500,0.15,1,0.3039568719772334,0.3473471448922243
95,14,500,0.2,1,0.30395706255121063,0.2130721326848275
96,13,500,0.15,1,0.30397471562305123,0.23301785870068747
97,9,250,0.05,1,0.303981631549101,0.7129965067672607
98,12,500,0.1,1,0.3040263655547167,0.3123252284463727
99,10,250,0.3,1,0.30402966804876963,0.45057883963120265
100,14,500,0.15,1,0.3040464313320306,0.21507032242846535
101,13,500,0.1,1,0.3040874663976202,0.23618109845805801
102,10,250,0.25,1,0.3041149488429787,0.44631089401716967
103,14,500,0.1,1,0.3041830783557314,0.21855725968906797
104,10,250,0.2,1,0.3042547484599914,0.4405996440392139
105,11,500,0.2,1,0.30444583059703684,0.2776080772735534
106,10,250,0.15,1,0.3045109017866005,0.43240123998561264
107,13,750,0.1,1,0.30460710602841023,0.25013952816401497
108,15,1500,0.3,1,0.3046264697777069,0.14516410841343563
109,11,500,0.25,1,0.30470452837320605,0.26600802551713887
110,15,1250,0.25,1,0.30482116521543684,0.1884814566863694
111,11,500,0.3,1,0.3048409136060937,0.253955393117277
112,15,1250,0.3,1,0.3048536526773672,0.19825768327573295
113,15,1250,0.2,1,0.3048815423945945,0.17865078472326196
114,12,500,0.05,1,0.3048967634257924,0.31921128071951677
115,11,250,0.3,1,0.30491454245487276,0.3322689351789313
116,13,1250,0.25,1,0.3049506248763825,0.2505914163486526
117,14,250,0.3,1,0.304964224704603,0.09322298886779667
118,15,1500,0.25,1,0.3050120517670114,0.13781550704264295
119,10,250,0.1,1,0.3050473057507556,0.4188239150015417
120,15,250,0.3,1,0.3051906540135715,0.11692734655391857
121,15,1250,0.15,1,0.3052316850580236,0.17081224655749166
122,13,1000,0.15,1,0.3053140343619231,0.2538312099023018
123,11,250,0.25,1,0.30540276965995117,0.3213522487476341
124,14,250,0.25,1,0.3054621669418797,0.09416810665202796
125,12,250,0.3,1,0.3056108861834122,0.16851269870533353
126,15,250,0.25,1,0.30574828822563815,0.11730065052836641
127,15,1500,0.2,1,0.30588403595404867,0.13167880140497706
128,7,250,0.05,1,0.3063078407804351,0.48577837629112974
129,12,250,0.25,1,0.3063187667454103,0.16696928911895664
130,11,250,0.2,1,0.3063232769862671,0.31636618646554737
131,14,250,0.2,1,0.3063737504120312,0.09554348691800135
132,14,500,0.05,1,0.3064128286672819,0.23829337899647285
133,15,1000,0.1,1,0.3066190095287558,0.22450505917036934
134,15,250,0.2,1,0.3067692812986287,0.11805090636509774
135,14,750,0.1,1,0.3069234901917443,0.2349643202044427
136,12,750,0.1,1,0.3070582845889767,0.32377167062987167
137,10,250,0.05,1,0.30744720643100526,0.3821640500529135
138,12,250,0.2,1,0.3075809274323307,0.1656871519139489
139,6,250,0.2,1,0.30809457601600254,0.6090102530768557
140,12,1000,0.2,1,0.308105097260026,0.3268102653847226
141,14,250,0.15,1,0.30836255421080194,0.09762413103791673
142,11,250,0.15,1,0.30850048913719935,0.3081795001361801
143,15,250,0.15,1,0.30901572279739564,0.11951583654194842
144,15,1750,0.3,1,0.30914777589014214,0.07912487976298527
145,15,1000,0.15,1,0.30930389876133574,0.24093600994971115
146,13,250,0.3,1,0.3094293230395092,0.17215648033465047
147,8,500,0.3,1,0.3098151348135079,0.6239061043369736
148,12,250,0.15,1,0.31026707900919753,0.16519595589339608
149,15,1000,0.2,1,0.31127373815352205,0.26618390571633466
150,13,500,0.05,1,0.31128739084714785,0.24641682407632448
151,15,1500,0.15,1,0.3118590256468561,0.12900992368456854
152,11,500,0.15,1,0.31202698799482664,0.2892386437440988
153,15,1750,0.25,1,0.31264670359126395,0.07614178570350295
154,13,250,0.25,1,0.31283978680383234,0.17582076436425254
155,8,250,0.05,1,0.31284737771035515,0.6134813215845597
