TIMESTAMP,HFUN34624_OPEN_PRICE_USD,HFUN34624_HIGH_PRICE_USD,HFUN34624_LOW_PRICE_USD,HFUN34624_CLOSE_PRICE_USD,HFUN34624_VOLUME_USD,HFUN34624_DIVIDENDS_USD,HFUN34624_STOCK_SPLITS_USD
2025-01-30 00:00:00+00:00,115.17338562011719,138.909912109375,114.24453735351562,135.43057250976562,4539210,0.0,0.0
2025-01-31 00:00:00+00:00,135.43057250976562,136.74905395507812,117.7801284790039,121.13324737548828,2936872,0.0,0.0
2025-02-01 00:00:00+00:00,121.13311767578125,121.22221374511719,95.91622924804688,99.67230224609375,3418699,0.0,0.0
2025-02-02 00:00:00+00:00,99.67241668701172,99.8702621459961,79.51420593261719,79.6422348022461,2665475,0.0,0.0
2025-02-03 00:00:00+00:00,79.64227294921875,87.27633666992188,74.86927032470703,85.48714447021484,3119001,0.0,0.0
2025-02-04 00:00:00+00:00,85.48692321777344,85.6174087524414,75.51164245605469,76.09722137451172,1564309,0.0,0.0
2025-02-05 00:00:00+00:00,76.09722137451172,90.01872253417969,76.09716796875,87.48333740234375,2264311,0.0,0.0
2025-02-06 00:00:00+00:00,87.4836196899414,88.85549926757812,73.42562866210938,73.93943786621094,1458125,0.0,0.0
2025-02-07 00:00:00+00:00,73.93949890136719,77.69230651855469,71.80477905273438,72.01753997802734,1279294,0.0,0.0
2025-02-08 00:00:00+00:00,72.01753997802734,72.71686553955078,70.18928527832031,70.60232543945312,345586,0.0,0.0
2025-02-09 00:00:00+00:00,70.60231018066406,71.71659851074219,69.54362487792969,69.93377685546875,494596,0.0,0.0
2025-02-10 00:00:00+00:00,69.93377685546875,74.44973754882812,69.16954803466797,72.87045288085938,996886,0.0,0.0
2025-02-11 00:00:00+00:00,72.87045288085938,77.78477478027344,70.64362335205078,71.11212921142578,535731,0.0,0.0
2025-02-12 00:00:00+00:00,71.11369323730469,71.98766326904297,68.94425201416016,71.608642578125,456225,0.0,0.0
2025-02-13 00:00:00+00:00,71.60835266113281,71.67709350585938,68.34661102294922,69.23250579833984,371810,0.0,0.0
2025-02-14 00:00:00+00:00,69.23250579833984,77.77439880371094,69.06031036376953,72.15091705322266,1506327,0.0,0.0
2025-02-15 00:00:00+00:00,72.1513671875,75.65605926513672,67.88648223876953,68.12646484375,1213982,0.0,0.0
2025-02-16 00:00:00+00:00,68.1261978149414,68.1454849243164,64.39495086669922,64.7001724243164,586805,0.0,0.0
2025-02-17 00:00:00+00:00,64.70013427734375,64.95478057861328,61.69156265258789,61.706600189208984,593714,0.0,0.0
2025-02-18 00:00:00+00:00,61.706600189208984,68.03672790527344,56.781375885009766,57.30805587768555,2402825,0.0,0.0
2025-02-19 00:00:00+00:00,57.30806350708008,57.3084831237793,56.12382125854492,57.02345657348633,281131,0.0,0.0
2025-02-20 00:00:00+00:00,57.023441314697266,60.66909408569336,56.7459716796875,59.767181396484375,539086,0.0,0.0
2025-02-21 00:00:00+00:00,59.76738357543945,64.0615463256836,59.6170654296875,61.251529693603516,1318939,0.0,0.0
2025-02-22 00:00:00+00:00,61.25165939331055,61.792667388916016,60.25456237792969,60.43717575073242,324110,0.0,0.0
