TIMESTAMP,BABYHIPPO_OPEN_PRICE_USD,BABYHIPPO_HIGH_PRICE_USD,BABYHIPPO_LOW_PRICE_USD,BABYHIPPO_CLOSE_PRICE_USD,BABYHIPPO_VOLUME_USD,BABYHIPPO_DIVIDENDS_USD,BABYHIPPO_STOCK_SPLITS_USD
2024-10-23 00:00:00+00:00,,,,0.0,446700,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,130205,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,50837,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,33345,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,40522,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,18505,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,27844,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,62963,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,49098,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,46819,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,67819,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,97867,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,107812,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,81361,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,73109,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,54167,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,24945,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,13602,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,12030,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,13110,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,12274,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,19329,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,33110,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,13343,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,16692,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,19385,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,39281,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,18776,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,12169,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,6523,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,985,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,13263,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,125761,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,319792,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,180986,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,114626,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,113521,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,212982,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,180879,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,96298,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,61129,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,28157,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,15389,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,4570,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,10588,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,27057,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,7693,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,4225,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,4989,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,6496,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,72622,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,65172,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,44815,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,47268,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,84081,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,22451,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,2973,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,16453,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,5695,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1850,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,10449,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,10160,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,7435,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,3545,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,6003,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1201,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,779,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,941,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,1822,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,2382,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1039,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,712,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1039,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,759,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,1289,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1328,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,412,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,343,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,388,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,518,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,73,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,234,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,812,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,195,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,1265,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,434,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,991,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,152,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,545,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,521,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,139,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,594,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,878,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,148,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,310,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,501,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,106,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,133,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,174,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,63,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,55486,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,4669,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,1663,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,1611,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2088,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,523,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,138,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,284,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,142,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,425,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,277,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,217,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,920,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,143,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,59,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,165,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,131,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,345,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,359,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,361,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,178,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,159,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,63,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,77,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,176,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,285,0.0,0.0
2025-06-01 00:00:00+00:00,9.127200135006924e-14,9.127200135006924e-14,9.039900176078391e-14,9.088797694057488e-14,8,0.0,0.0
