,BTC
USDT,0.0013304742474241
DOGE,0.013952947876766701
RLC,0.0163800825148731
ETC,0.0330952105186572
ETH,0.0360563645918032
SC,0.03888139909703995
XRP,0.0434160452701128
XEM,0.05954377129069505
KMD,0.06289106385344334
QTUM,0.06674513445245556
MAID,0.08031276862338675
DGB,0.11624402367302256
XWC,0.13225433722041904
MONA,0.144940155726768
ANT,0.16974006545471548
ZEN,0.18533976637694885
SYS,0.21647908982200964
ARK,0.23806788607899354
LSK,0.24925455226608775
GNO,0.29004795262886346
DCR,0.3536695997963454
STEEM,0.4304319080957205
FIRO,0.5131664623176821
BTS,0.5282256551115113
CON,0.553710179807926
VERI,0.6824736394107185
