,BTC
USDT,0.017604912657542018
SC,0.03865023228154921
ETC,0.04168872429588613
RLC,0.048179958691443765
KMD,0.06344433063442895
ETH,0.06827074764963217
XEM,0.07196637329999045
QTUM,0.07206360924963626
XRP,0.07621370217062345
MAID,0.13152839117960508
DGB,0.13670771753388586
XWC,0.13837720030640474
MONA,0.15805190260603472
ANT,0.16590091370331228
ZEN,0.16929934527833596
DOGE,0.19767039436279238
SYS,0.2347839241641827
ARK,0.23481987284293884
LSK,0.24853096016162288
GNO,0.266860305538228
DCR,0.33551161516601125
STEEM,0.39110196210751563
CON,0.5092047263725231
BTS,0.5127599640992611
FIRO,0.5665634723545955
VERI,0.6475872961059613
