TIMESTAMP,SOURCE31145_OPEN_PRICE_USD,SOURCE31145_HIGH_PRICE_USD,SOURCE31145_LOW_PRICE_USD,SOURCE31145_CLOSE_PRICE_USD,SOURCE31145_VOLUME_USD,SOURCE31145_DIVIDENDS_USD,SOURCE31145_STOCK_SPLITS_USD
2024-05-08 00:00:00+00:00,0.029993999749422073,0.032958000898361206,0.029465999454259872,0.03180700168013573,28185,0.0,0.0
2024-05-09 00:00:00+00:00,0.03180700168013573,0.035436000674963,0.030937999486923218,0.035436000674963,10200,0.0,0.0
2024-05-10 00:00:00+00:00,0.035436000674963,0.03606199845671654,0.03391600027680397,0.03447699919342995,9886,0.0,0.0
2024-05-11 00:00:00+00:00,0.03453800082206726,0.0375950001180172,0.03354400023818016,0.03670300170779228,17037,0.0,0.0
2024-05-12 00:00:00+00:00,0.03644699975848198,0.03646799921989441,0.03146899864077568,0.03245700150728226,10276,0.0,0.0
2024-05-13 00:00:00+00:00,0.03249099850654602,0.04283599928021431,0.03131299838423729,0.03881299868226051,26646,0.0,0.0
2024-05-14 00:00:00+00:00,0.03826100006699562,0.03826100006699562,0.03379499912261963,0.035280998796224594,6769,0.0,0.0
2024-05-15 00:00:00+00:00,0.035280998796224594,0.03653499856591225,0.028667999431490898,0.03647699952125549,17695,0.0,0.0
2024-05-16 00:00:00+00:00,0.03647800162434578,0.040738001465797424,0.035597000271081924,0.03559799864888191,13801,0.0,0.0
2024-05-17 00:00:00+00:00,0.03579099848866463,0.044339001178741455,0.035436000674963,0.043907999992370605,24475,0.0,0.0
2024-05-18 00:00:00+00:00,0.04288500174880028,0.04291599988937378,0.04006899893283844,0.04006899893283844,41470,0.0,0.0
2024-05-19 00:00:00+00:00,0.039701998233795166,0.040741000324487686,0.018317999318242073,0.03451399877667427,130269,0.0,0.0
2024-05-20 00:00:00+00:00,0.035489000380039215,0.039090000092983246,0.03474299982190132,0.03866500034928322,41456,0.0,0.0
2024-05-21 00:00:00+00:00,0.03866500034928322,0.038920000195503235,0.036400001496076584,0.0365619994699955,112615,0.0,0.0
2024-05-22 00:00:00+00:00,0.03657799959182739,0.03801700100302696,0.030688000842928886,0.03068999946117401,230230,0.0,0.0
2024-05-23 00:00:00+00:00,0.03068999946117401,0.03982900083065033,0.030508000403642654,0.03713500127196312,359580,0.0,0.0
2024-05-24 00:00:00+00:00,0.03711799904704094,0.04126900061964989,0.03412799909710884,0.03616800159215927,444597,0.0,0.0
2024-05-25 00:00:00+00:00,0.03616800159215927,0.036743998527526855,0.030789000913500786,0.030907999724149704,681335,0.0,0.0
2024-05-26 00:00:00+00:00,0.031748998910188675,0.03466799855232239,0.031599000096321106,0.03368600085377693,1083410,0.0,0.0
2024-05-27 00:00:00+00:00,0.03345999866724014,0.03381400182843208,0.03142800182104111,0.033674001693725586,1608718,0.0,0.0
2024-05-28 00:00:00+00:00,0.03373299911618233,0.03464300185441971,0.03123299963772297,0.034334998577833176,1903630,0.0,0.0
2024-05-29 00:00:00+00:00,0.03408699855208397,0.0354669988155365,0.031971998512744904,0.03372199833393097,2339464,0.0,0.0
2024-05-30 00:00:00+00:00,0.03366899862885475,0.034880999475717545,0.03111499920487404,0.03336099907755852,2310939,0.0,0.0
2024-05-31 00:00:00+00:00,0.0329039990901947,0.0345739983022213,0.031272001564502716,0.03239699825644493,2473991,0.0,0.0
2024-06-01 00:00:00+00:00,0.03233399987220764,0.03306199982762337,0.030747000128030777,0.032944999635219574,2157751,0.0,0.0
2024-06-02 00:00:00+00:00,0.032836999744176865,0.03560199961066246,0.032836999744176865,0.03541700169444084,2271146,0.0,0.0
2024-06-03 00:00:00+00:00,0.0354049988090992,0.03913699835538864,0.035326000303030014,0.0382549986243248,1420432,0.0,0.0
2024-06-04 00:00:00+00:00,0.03823599964380264,0.043230000883340836,0.03813600167632103,0.041301000863313675,1172643,0.0,0.0
2024-06-05 00:00:00+00:00,0.03923799842596054,0.043435998260974884,0.03922399878501892,0.043056000024080276,1228677,0.0,0.0
2024-06-06 00:00:00+00:00,0.043104998767375946,0.04320799931883812,0.037087999284267426,0.037553999572992325,1110722,0.0,0.0
2024-06-07 00:00:00+00:00,0.03745099902153015,0.03748999908566475,0.02878599986433983,0.03376099839806557,864097,0.0,0.0
2024-06-08 00:00:00+00:00,0.03376099839806557,0.03832999989390373,0.027365999296307564,0.03775300085544586,1181542,0.0,0.0
2024-06-09 00:00:00+00:00,0.03775300085544586,0.03916899859905243,0.02373499982059002,0.02817399986088276,1127434,0.0,0.0
2024-06-10 00:00:00+00:00,0.02817399986088276,0.028310000896453857,0.02369699999690056,0.02642500028014183,1041209,0.0,0.0
2024-06-11 00:00:00+00:00,0.02642500028014183,0.031074000522494316,0.024403000250458717,0.02883400022983551,1122498,0.0,0.0
2024-06-12 00:00:00+00:00,0.02883400022983551,0.02974800020456314,0.027652999386191368,0.027786999940872192,890866,0.0,0.0
2024-06-13 00:00:00+00:00,0.027786999940872192,0.03094100020825863,0.02758900076150894,0.0302520003169775,883267,0.0,0.0
2024-06-14 00:00:00+00:00,0.0302520003169775,0.03045099973678589,0.02826100029051304,0.028653999790549278,798506,0.0,0.0
2024-06-15 00:00:00+00:00,0.028653999790549278,0.03923799842596054,0.028395000845193863,0.03736799955368042,860115,0.0,0.0
2024-06-16 00:00:00+00:00,0.03736799955368042,0.038972001522779465,0.03122900053858757,0.033392999321222305,631094,0.0,0.0
2024-06-17 00:00:00+00:00,0.033392999321222305,0.033546000719070435,0.02945300005376339,0.030055999755859375,473988,0.0,0.0
2024-06-18 00:00:00+00:00,0.030055999755859375,0.030890999361872673,0.02796100080013275,0.02862600050866604,567853,0.0,0.0
2024-06-19 00:00:00+00:00,0.02862600050866604,0.030047999694943428,0.027442999184131622,0.02774599939584732,615768,0.0,0.0
2024-06-20 00:00:00+00:00,0.02774599939584732,0.028416000306606293,0.02625099942088127,0.0265749990940094,646135,0.0,0.0
2024-06-21 00:00:00+00:00,0.0265749990940094,0.026642000302672386,0.025668999180197716,0.025999000295996666,607629,0.0,0.0
2024-06-22 00:00:00+00:00,0.025999000295996666,0.027093999087810516,0.025707000866532326,0.02672100067138672,569857,0.0,0.0
2024-06-23 00:00:00+00:00,0.02672100067138672,0.027573000639677048,0.02659899927675724,0.026917999610304832,575121,0.0,0.0
2024-06-24 00:00:00+00:00,0.026917999610304832,0.027295000851154327,0.025709999725222588,0.02635199949145317,667963,0.0,0.0
2024-06-25 00:00:00+00:00,0.02635199949145317,0.026822000741958618,0.02588300034403801,0.02642500028014183,535107,0.0,0.0
2024-06-26 00:00:00+00:00,0.02642500028014183,0.02662999927997589,0.02613699994981289,0.02639699913561344,541570,0.0,0.0
