Lag,ETH,LTC,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,6.803820496505283e-05,0.07630305210319138,0.08432284548787396,0.021547855107722145,0.23551961341964806,0.8159586435282756,0.20864641714307547,0.46081509001415066,0.5367156584329242,0.46881377766992516,0.011325766841640664,0.17964373196757832,0.005049935038264237,0.13130108277220176,0.2429343959565775,0.27324461351410884,0.05926646171927385,0.39246384879817664,0.23105116838843726,0.06463789113030577,0.12919214642818475,0.050726448028107184,0.05492888774532501,0.013654558218185375,0.6544218824213659,0.5811476371714834,0.10587174000090314,0.009045556309997062,0.21030665863182205,0.10905574652399297,0.22802021893651375
2,0.00025767237236230925,0.24105263256498816,0.27431904601619805,0.051769738387267346,0.2831484397503198,0.8528668678760243,0.34525879098944506,0.5242392983742578,0.6967514509874655,0.7861352103513949,0.01938291255414286,0.31402980537079167,0.02550555783916868,0.2561162021548941,0.3599610013896794,0.38985927945480614,0.07066537003387464,0.32269064165523076,0.37925513241351544,0.20316313723483578,0.3102109398560024,0.12253672431122554,0.16855639555794083,0.003323182202561402,0.7362014437196223,0.4315813683522164,0.18982227342236418,0.03639127725954477,0.4815270258676032,0.19920635531620773,0.17198999119218383
3,0.000729835315201944,0.39585016499644865,0.041311485563519164,0.029217754067675385,0.37828826411155975,0.5685753242753562,0.3679333958793259,0.017576048729022874,0.6428758475433509,0.7522664408493145,0.02979299223777036,0.11222128692144359,0.05511656423295083,0.263353073428097,0.48624495276254776,0.013934976791763616,0.13862331906922634,0.2903619273958714,0.1429523076933834,0.3650145107812062,0.09092749130155393,0.13372440269931754,0.020350377229184584,0.01123266932669359,0.796793111273875,0.6373985241020594,0.34044481430314166,0.02891969259967689,0.4813865773890661,0.24573879425394543,0.3261412486833168
4,0.0008022329627925917,0.11105244948984691,0.0016053017463370878,0.05542171365412537,0.4422522112703706,0.34065424425251895,0.2132807950293344,0.015513596511716013,0.14915287337019742,0.8424463541544885,0.016974289872708232,0.1074909829322628,0.007155469130339507,0.28019222260288273,0.6249385565905485,0.024816846585184328,0.2124865448176327,0.06721134668358666,0.368809371669146,0.2284763311513162,0.13464553043171706,0.07169149196479856,0.031820191161484136,0.005527967737934432,0.8550535616692303,0.7908804418889241,0.1755411367713631,0.04198348817843596,0.49765205918728583,0.11681227176436597,0.14577443506132257
5,0.00013901621449651403,0.08844628610547407,0.0003196280343371003,0.03970769769984884,0.440508979522922,0.47736936472686997,0.15334177048015699,0.031664834117708436,0.062422808879850654,0.9226416140051343,0.005393062002069177,0.08106989194562905,0.005011305835764022,0.38988082280056324,0.7104461526128852,0.039384590308737255,0.31220392757744464,0.037738559041640155,0.5080815505732227,0.1879501624135295,0.35356648484580333,0.07695790020940638,0.01043304420387812,0.007215556677834884,0.9059597224484017,0.8445865720111763,0.2316901607656254,0.006852911294141335,0.28539247476340057,0.09505641443921056,0.0026628341032565238
6,6.651843960405763e-05,0.13691424071919012,0.000540064222563311,0.04042298603617647,0.38461871213220816,0.5747174661464418,0.19300820629876375,0.04827978482535288,0.09085172775611297,0.9287081882480557,0.004589761739553658,0.09935922937877602,0.009627341946664049,0.5166723893476339,0.6698882811683153,0.01225799260394334,0.0463507570690401,0.030099105735404506,0.6875006092709861,0.28317537307373736,0.33826648821740063,0.12573623156271702,0.020521668029533043,0.014547828250885051,0.9287974618300439,0.8829403013520915,0.23092017755304556,0.008160951057628844,0.3641061246387653,0.12241544156546603,0.005681614872852857
7,5.440541709448823e-05,0.1418573860221629,0.0007916849680847104,0.06274440803514476,0.3379434533851632,0.27345356535955506,0.1362827111381049,0.07147435435532035,0.1106989998002139,0.8862168184852008,0.008854373998858018,0.13165804157686434,0.0023788489542491743,0.6323261800361653,0.26331465953245653,0.02001504882032671,0.0433581609497744,0.04975372142522548,0.783125739067541,0.20727428896108793,0.18961079331689143,0.17579859727082578,0.0372051940441844,0.008517180902406047,0.9685877391798204,0.8381986922368321,0.3150941587881318,0.010721698744598359,0.412033132842271,0.08401808932610628,0.008684259655192305
8,1.356299417037863e-05,0.1095551174845648,0.0003824119442298532,0.03726428439108608,0.42187662006944,0.25622177492158466,0.0525628627560128,0.06986633002414004,0.16197779147217284,0.9211508062627289,0.015984840032589345,0.18864450905538185,0.002270530540068455,0.6295184787363517,0.2844123616151214,0.018937315140378854,0.06643078499409093,0.07866894898436586,0.8509192062325284,0.2679528575202429,0.23797290317571645,0.2286150400122507,0.015349811842844216,0.008984647244873916,0.9444550471922162,0.7343049815205489,0.3165758105484856,0.019290582644987543,0.4828977573703209,0.11196260319385067,0.019262386530935274
9,1.4131175311290114e-06,0.10581183535664074,0.0003746957915626253,2.9422211785320327e-05,0.4716621478649222,0.2502363093935679,0.0033068264086771426,0.08780945674201489,0.22007487627166683,0.8919039192624691,0.006671420547304711,0.23067416172902072,0.004382818250021114,0.6805707726930093,0.31667821118522005,0.016188882112498394,0.08323193551118349,0.10669367514125362,0.926845030875588,0.15755674607202996,0.31776822342310096,0.25721934829546134,0.005509645579758245,0.011676792647307727,0.9209798479609992,0.8354541857989297,0.38586843282431843,0.02581642003532154,0.26371235688115297,0.1498587316901003,0.02470326821305072
10,3.394719675795849e-06,0.031117469755229027,0.0006579829307691508,2.270595937580284e-05,0.3797943065048518,0.27297118573240986,0.004027355887772905,0.01274384942650783,0.11396304391044038,0.8998420894078135,0.007320586529751919,0.3054867854344569,0.0035784119952929805,0.5868094508653818,0.3269949056574373,0.030655730608074413,0.12102306153567988,0.11965513686911859,0.9476885199432579,0.12529090798363354,0.27452068406775776,0.2907628345330318,0.009216729090358432,0.01038742627465008,0.9466610260740542,0.7678842657016075,0.5012949192720564,0.03940727921146452,0.23097642615164177,0.174875159644297,0.03932894084526991
11,6.252118390639361e-06,0.030280754950035377,0.001044951225766228,5.386107505234064e-06,0.4645330344003925,0.2896480315070541,0.006246844937117895,0.012649692293179556,0.12410233960806721,0.9115669861287731,0.00526527969582779,2.682027223635416e-06,0.005644446399229325,0.48449439742748157,0.20212038815200462,0.02770419853686506,0.08405134246596552,0.09800038933245823,0.9457260125488264,0.16540561206259993,0.32356208333228065,0.3870257313713832,0.00945369877527776,0.002822031657195336,0.7484341040936744,0.8406058860443635,0.5844580796598642,0.04725790954258251,0.2844576715966162,0.2078697189636524,0.04077225401630152
12,1.2162195002239087e-05,0.04087152951208219,0.0013808064796610338,1.1332994390907167e-05,0.4810274254143213,0.24905699373469944,0.006450200064614927,0.006107647009453643,0.16235119144341678,0.9445065875516441,0.0074120382814443974,6.041639536202124e-06,0.007996677181841346,0.5754950782292523,0.24618442003573937,0.018168302616223472,0.10917605111810989,0.09594934462874599,0.7492977706024913,0.1712425658815141,0.26533058322695285,0.1810619590976874,0.004406455565583408,0.002845157584191563,0.7134008602058358,0.8879869143784241,0.3087499933964271,0.06278515811180767,0.3436052051808881,0.18860311885719572,0.06380703020896568
13,5.99632869620584e-06,0.03838816964537246,0.0025338017550046504,2.0120725847510596e-05,0.5538821852991485,0.2645851458023187,0.008528722170834276,0.006786351121458137,0.10179744110858159,0.9560817169011261,0.01823084783321681,9.318848052299274e-06,0.011912837903062322,0.5200216952161671,0.2978648188302838,0.029279801407056258,0.053180070875066626,0.06986323086547087,0.8160749068117553,0.21180532165149207,0.3619922653366263,0.21360405475761865,0.00740762164615365,0.0010111792471512997,0.5202337988535249,0.873637655766337,0.3943519104569925,0.08360643358281804,0.3552033576252894,0.24786884842388973,0.08533933747260078
14,1.1953495262048893e-05,0.03715052326949589,0.003150257806287962,3.697497098257956e-05,0.5369017741105525,0.2800493840844157,0.012067829293775723,0.010660224730730349,0.1376485942794932,0.970347225092168,0.02613479003433942,1.8502798881637512e-05,0.016478868580764413,0.5666288325142963,0.35089961085806354,0.029025139701347777,0.05699857543295987,0.02912161192658499,0.5504670308538799,0.24933434268007784,0.4637963974241205,0.26549866108070264,0.012306921818659045,0.0017030539424643721,0.5628782584293837,0.8377902952099615,0.15434404119298054,0.04609420840511632,0.3684721142205443,0.3003940025620999,0.11491517953459406
15,2.200802442393262e-05,0.03704899931482204,0.0013034909043836555,5.4365109632370204e-05,0.6213713373015588,0.29704581793529,0.006120516684265113,0.009465759183957862,0.08821282450254621,0.9809944213393227,0.0007073871761790319,1.3167984958267e-05,0.002998701577561836,0.5161261584413532,0.4208102053820613,0.030061512620241693,0.06399062342526994,0.03551585721362343,0.6469496509671673,0.19533151710026497,0.5643045394092723,0.0326351777017258,0.0137248426271127,0.0014838046239151832,0.5925277103046098,0.8745176272468096,0.19419585508579976,0.045583038921993745,0.17657178842219678,0.1449536482851986,0.07088171411097793
