TIMESTAMP,SEA12432_OPEN_PRICE_USD,SEA12432_HIGH_PRICE_USD,SEA12432_LOW_PRICE_USD,SEA12432_CLOSE_PRICE_USD,SEA12432_VOLUME_USD,SEA12432_DIVIDENDS_USD,SEA12432_STOCK_SPLITS_USD
2021-12-18 00:00:00+00:00,0.8302950263023376,0.9798700213432312,0.779017984867096,0.9032149910926819,47377534,0.0,0.0
2021-12-19 00:00:00+00:00,0.9033160209655762,1.228875994682312,0.8831509947776794,1.167518973350525,11956370,0.0,0.0
2021-12-20 00:00:00+00:00,1.167112946510315,1.2130800485610962,0.9406039714813232,0.9913049936294556,9767350,0.0,0.0
2021-12-21 00:00:00+00:00,0.9918379783630371,1.0524840354919434,0.9431279897689819,0.9839739799499512,4915285,0.0,0.0
2021-12-22 00:00:00+00:00,0.9831900000572205,1.1073379516601562,0.9820820093154907,1.0393600463867188,2864777,0.0,0.0
2021-12-23 00:00:00+00:00,1.0394959449768066,1.1960430145263672,1.015354037284851,1.1807500123977661,3205354,0.0,0.0
2021-12-24 00:00:00+00:00,1.1816270351409912,1.2520040273666382,1.0886789560317993,1.1803090572357178,4541616,0.0,0.0
2021-12-25 00:00:00+00:00,1.1777650117874146,1.1926449537277222,0.918703019618988,0.9512680172920227,6983256,0.0,0.0
2021-12-26 00:00:00+00:00,0.9528049826622009,0.9592940211296082,0.7517430186271667,0.7716760039329529,5314197,0.0,0.0
2021-12-27 00:00:00+00:00,0.7706300020217896,0.8107560276985168,0.7226079702377319,0.7879490256309509,2127664,0.0,0.0
2021-12-28 00:00:00+00:00,0.7869910001754761,0.8010950088500977,0.7264829874038696,0.7653250098228455,1643953,0.0,0.0
2021-12-29 00:00:00+00:00,0.7633489966392517,0.8593459725379944,0.7441319823265076,0.816847026348114,1704432,0.0,0.0
2021-12-30 00:00:00+00:00,0.8176320195198059,0.9021739959716797,0.8064039945602417,0.8808479905128479,1387977,0.0,0.0
2021-12-31 00:00:00+00:00,0.8797199726104736,0.9548919796943665,0.8618919849395752,0.8946689963340759,1264329,0.0,0.0
2022-01-01 00:00:00+00:00,0.8945840001106262,1.189342975616455,0.8880029916763306,1.1509950160980225,2700360,0.0,0.0
2022-01-02 00:00:00+00:00,1.1509950160980225,1.2568999528884888,1.102012038230896,1.2138079404830933,3389955,0.0,0.0
2022-01-03 00:00:00+00:00,1.213798999786377,1.2164160013198853,1.091752052307129,1.101876974105835,3643316,0.0,0.0
2022-01-04 00:00:00+00:00,1.101876974105835,1.1474130153656006,1.001471996307373,1.1172330379486084,3256945,0.0,0.0
2022-01-05 00:00:00+00:00,1.1172289848327637,1.2195240259170532,1.08651602268219,1.0928930044174194,2687870,0.0,0.0
2022-01-06 00:00:00+00:00,1.0928930044174194,1.3646249771118164,1.0805189609527588,1.3152070045471191,3514648,0.0,0.0
2022-01-07 00:00:00+00:00,1.3152090311050415,1.6380269527435303,1.303989052772522,1.5187829732894897,5430687,0.0,0.0
2022-01-08 00:00:00+00:00,1.5187950134277344,1.8613159656524658,1.5107159614562988,1.7679489850997925,6642401,0.0,0.0
2022-01-09 00:00:00+00:00,1.7679489850997925,1.844812035560608,1.7621229887008667,1.8241729736328125,4840478,0.0,0.0
2022-01-10 00:00:00+00:00,1.8241729736328125,1.9669419527053833,1.6727960109710693,1.6879980564117432,4345444,0.0,0.0
2022-01-11 00:00:00+00:00,1.6879969835281372,1.788485050201416,1.6690889596939087,1.7455999851226807,6217081,0.0,0.0
2022-01-12 00:00:00+00:00,1.7455999851226807,1.7742949724197388,1.693289041519165,1.7386829853057861,4823996,0.0,0.0
2022-01-13 00:00:00+00:00,1.7386829853057861,1.7773499488830566,1.7022709846496582,1.7377740144729614,5304622,0.0,0.0
2022-01-14 00:00:00+00:00,1.7378350496292114,1.9136979579925537,1.7306510210037231,1.8257700204849243,5331588,0.0,0.0
2022-01-15 00:00:00+00:00,1.8257709741592407,1.9562079906463623,1.7594729661941528,1.824537992477417,4871118,0.0,0.0
2022-01-16 00:00:00+00:00,1.8245439529418945,1.8305269479751587,1.6416089534759521,1.650697946548462,3377145,0.0,0.0
