TIMESTAMP,PRNT_OPEN_PRICE_USD,PRNT_HIGH_PRICE_USD,PRNT_LOW_PRICE_USD,PRNT_CLOSE_PRICE_USD,PRNT_VOLUME_USD,PRNT_DIVIDENDS_USD,PRNT_STOCK_SPLITS_USD
2022-01-17 00:00:00+00:00,1.741716980934143,1.805698037147522,1.2504240274429321,1.4930930137634277,201325,0.0,0.0
2022-01-18 00:00:00+00:00,1.4930670261383057,1.8514389991760254,1.3723139762878418,1.7230770587921143,162379,0.0,0.0
2022-01-19 00:00:00+00:00,1.7230650186538696,1.7242430448532104,1.4411720037460327,1.4797250032424927,156306,0.0,0.0
2022-01-20 00:00:00+00:00,1.4797099828720093,1.4950660467147827,1.0436630249023438,1.2886550426483154,159518,0.0,0.0
2022-01-21 00:00:00+00:00,1.2886470556259155,1.2916699647903442,1.0234359502792358,1.1233869791030884,120676,0.0,0.0
2022-01-22 00:00:00+00:00,1.1233930587768555,1.1233930587768555,0.6728010177612305,0.8626239895820618,93816,0.0,0.0
2022-01-23 00:00:00+00:00,0.8626220226287842,1.6006170511245728,0.8225880265235901,1.5997329950332642,93776,0.0,0.0
2022-01-24 00:00:00+00:00,1.5997450351715088,1.7654709815979004,1.097059965133667,1.1560959815979004,133966,0.0,0.0
2022-01-25 00:00:00+00:00,1.1561000347137451,1.6960680484771729,1.1228339672088623,1.3226100206375122,146359,0.0,0.0
2022-01-26 00:00:00+00:00,1.3225979804992676,1.429535984992981,1.2062760591506958,1.2232539653778076,132687,0.0,0.0
2022-01-27 00:00:00+00:00,1.22325599193573,1.252416968345642,1.1114710569381714,1.1574829816818237,98892,0.0,0.0
2022-01-28 00:00:00+00:00,1.1574809551239014,1.219195008277893,1.1002449989318848,1.1114540100097656,133174,0.0,0.0
2022-01-29 00:00:00+00:00,1.1114490032196045,2.4143030643463135,1.1003090143203735,2.0207459926605225,179860,0.0,0.0
2022-01-30 00:00:00+00:00,2.0209341049194336,2.3009259700775146,1.4278589487075806,1.954982042312622,184400,0.0,0.0
2022-01-31 00:00:00+00:00,1.9549870491027832,2.080483913421631,1.9549870491027832,2.008368968963623,220371,0.0,0.0
2022-02-01 00:00:00+00:00,2.008409023284912,2.0094540119171143,1.5749969482421875,1.612874984741211,218204,0.0,0.0
2022-02-02 00:00:00+00:00,1.6128779649734497,1.695302963256836,1.4820319414138794,1.5207279920578003,183276,0.0,0.0
2022-02-03 00:00:00+00:00,1.5207279920578003,1.815242052078247,1.2895809412002563,1.718114972114563,168074,0.0,0.0
2022-02-04 00:00:00+00:00,1.7181169986724854,1.7432310581207275,1.4688760042190552,1.539618968963623,141775,0.0,0.0
2022-02-05 00:00:00+00:00,1.5396209955215454,1.7893019914627075,1.4569629430770874,1.5258289575576782,175336,0.0,0.0
2022-02-06 00:00:00+00:00,1.5258170366287231,1.546555995941162,1.3409279584884644,1.4251060485839844,153086,0.0,0.0
2022-02-07 00:00:00+00:00,1.4251010417938232,1.4935460090637207,1.3608649969100952,1.3973180055618286,145157,0.0,0.0
2022-02-08 00:00:00+00:00,1.3973170518875122,1.725229024887085,1.3960609436035156,1.5185660123825073,158899,0.0,0.0
2022-02-09 00:00:00+00:00,1.5185439586639404,1.64593505859375,1.3874200582504272,1.5294530391693115,150991,0.0,0.0
2022-02-10 00:00:00+00:00,1.5294320583343506,1.5295389890670776,1.3827439546585083,1.4655359983444214,153918,0.0,0.0
2022-02-11 00:00:00+00:00,1.465541958808899,1.4792490005493164,1.2928210496902466,1.3068130016326904,145845,0.0,0.0
