TIMESTAMP,RLC_OPEN_PRICE_USDT,RLC_HIGH_PRICE_USDT,RLC_LOW_PRICE_USDT,RLC_CLOSE_PRICE_USDT,RLC_FIRST_TRADE_PRICE_USDT,RLC_HIGH_TRADE_PRICE_USDT,RLC_LOW_TRADE_PRICE_USDT,RLC_LAST_TRADE_PRICE_USDT,RLC_TOTAL_TRADE_COUNT,RLC_TOTAL_TRADES_BUY,RLC_TOTAL_TRADES_SELL,RLC_VOLUME_USDT,RLC_QUOTE_VOLUME,RLC_VOLUME_BUY,RLC_QUOTE_VOLUME_BUY,RLC_VOLUME_SELL,RLC_QUOTE_VOLUME_SELL
2019-12-22,0.4053,0.4126,0.3866,0.3914,0.4054,0.4126,0.3866,0.3914,901,487,414,202908.14,80919.526607,70289.96,28078.110817,132618.18,52841.41579
2019-12-23,0.3914,0.4168,0.38,0.3858,0.389,0.4168,0.38,0.3858,1173,762,411,222866.92,87677.281902,94816.92,37562.933336,128050.0,50114.348566
2019-12-24,0.3858,0.3926,0.3806,0.3899,0.382,0.3926,0.3806,0.3899,382,254,128,59514.04,22859.355985,26593.9,10225.094138,32920.14,12634.261847
2019-12-25,0.3899,0.3904,0.3661,0.3764,0.3904,0.3904,0.3661,0.3764,353,239,114,64997.24,24278.564029,36716.86,13685.391845,28280.38,10593.172184
2019-12-26,0.3764,0.3804,0.359,0.3639,0.3763,0.3804,0.359,0.3639,485,302,183,75876.82,27895.758379,25073.79,9264.046987,50803.03,18631.711392
2019-12-27,0.3639,0.4076,0.3546,0.3898,0.3654,0.4076,0.3546,0.3898,778,579,199,137097.87,51467.062169,69590.08,26037.241334,67507.79,25429.820835
2019-12-28,0.3898,0.3971,0.36,0.3699,0.3971,0.3971,0.36,0.3699,1369,917,452,210162.75,79226.550989,83939.03,31852.327219,126223.72,47374.22377
2019-12-29,0.3699,0.3922,0.3612,0.3821,0.3691,0.3922,0.3612,0.3821,1002,632,370,181031.64,68105.520563,94822.59,35876.20771,86209.05,32229.312853
2019-12-30,0.3821,0.3894,0.3702,0.3703,0.3842,0.3894,0.3702,0.3703,730,530,200,169545.45,64526.433296,87760.24,33366.232696,81785.21,31160.2006
2019-12-31,0.3703,0.465,0.3579,0.4081,0.3701,0.465,0.3579,0.4081,3218,2067,1151,910030.34,374452.503699,485144.73,200166.174538,424885.61,174286.329161
2020-01-01,0.4081,0.4602,0.3859,0.4177,0.4109,0.4602,0.3859,0.4177,3961,2436,1525,1043740.96,442268.908203,458068.35,195253.339175,585672.61,247015.569028
2020-01-02,0.4177,0.4401,0.3696,0.3764,0.4177,0.4401,0.3696,0.3764,1972,1177,795,542243.23,213688.120888,226671.19,89738.759531,315572.04,123949.361357
2020-01-03,0.3764,0.4189,0.3682,0.4041,0.3788,0.4189,0.3682,0.4041,1231,704,527,338452.91,132592.223859,116930.64,46016.864182,221522.27,86575.359677
2020-01-04,0.4041,0.4255,0.3912,0.3981,0.4041,0.4255,0.3912,0.3981,1633,1148,485,293765.19,120353.428974,144349.63,59580.807122,149415.56,60772.621852
2020-01-05,0.3981,0.4191,0.3915,0.405,0.398,0.4191,0.3915,0.405,1194,709,485,300453.22,120489.663591,120847.39,48664.912816,179605.83,71824.750775
2020-01-06,0.405,0.4062,0.3852,0.3951,0.4048,0.4062,0.3852,0.3951,1029,546,483,233398.79,92171.092324,79645.86,31477.535275,153752.93,60693.557049
2020-01-07,0.3951,0.44,0.3931,0.4302,0.3959,0.44,0.3931,0.4302,1915,1067,848,455357.49,189309.291201,209589.63,87006.153277,245767.86,102303.137924
2020-01-08,0.4302,0.4899,0.4231,0.436,0.4302,0.4899,0.4231,0.436,3482,1898,1584,904963.41,408666.303007,441240.75,198910.635847,463722.66,209755.66716
2020-01-09,0.436,0.4407,0.4041,0.4163,0.4364,0.4407,0.4041,0.4163,1026,535,491,212613.76,88781.417974,70674.77,29490.402403,141938.99,59291.015571
2020-01-10,0.4163,0.4297,0.4014,0.4297,0.4163,0.4297,0.4014,0.4297,724,480,244,116980.68,48405.804134,54820.74,22753.495828,62159.94,25652.308306
2020-01-11,0.4297,0.4345,0.4125,0.4242,0.43,0.4345,0.4125,0.4242,686,360,326,139962.72,59186.262495,43642.65,18425.512122,96320.07,40760.750373
2020-01-12,0.4242,0.4676,0.4198,0.4561,0.4198,0.4676,0.4198,0.4561,1240,740,500,216569.0,96618.601575,121424.12,54148.010238,95144.88,42470.591337
2020-01-13,0.4561,0.5,0.4437,0.4774,0.4561,0.5,0.4437,0.4774,2559,1496,1063,504531.12,238310.387759,235840.64,111663.309547,268690.48,126647.078212
2020-01-14,0.4774,0.5059,0.4511,0.5005,0.4768,0.5059,0.4511,0.5005,2960,1683,1277,506193.31,244574.512013,244579.22,118855.687109,261614.09,125718.824904
2020-01-15,0.5005,0.5441,0.4821,0.5242,0.4999,0.5441,0.4821,0.5242,3102,1772,1330,510343.7,259077.950634,280625.5,142544.853908,229718.2,116533.096726
2020-01-16,0.5242,0.5934,0.503,0.5744,0.5228,0.5934,0.503,0.5744,3840,2265,1575,593396.77,326528.579691,299944.17,165123.716673,293452.6,161404.863018
2020-01-17,0.5744,0.62,0.5411,0.556,0.5749,0.62,0.5411,0.556,3649,2051,1598,603356.73,345239.189329,270211.04,155841.586786,333145.69,189397.602543
2020-01-18,0.556,0.5621,0.5218,0.533,0.552,0.5621,0.5218,0.533,1626,866,760,296585.69,159493.863698,125195.2,67451.530151,171390.49,92042.333547
2020-01-19,0.533,0.5408,0.46,0.495,0.5318,0.5408,0.46,0.495,2454,1234,1220,443360.81,218924.876797,152302.36,74981.103846,291058.45,143943.772951
2020-01-20,0.495,0.5062,0.4619,0.4901,0.495,0.5062,0.4619,0.4901,1242,853,389,192608.86,93421.706233,93253.51,45282.940523,99355.35,48138.76571
2020-01-21,0.4901,0.5107,0.478,0.4928,0.4945,0.5107,0.478,0.4928,1277,902,375,208439.3,102973.567295,95812.03,47319.756389,112627.27,55653.810906
2020-01-22,0.4928,0.51,0.4878,0.5014,0.4927,0.51,0.4878,0.5014,692,484,208,93909.74,46744.98651,52219.07,26044.695521,41690.67,20700.290989
2020-01-23,0.5014,0.5014,0.4685,0.4944,0.5014,0.5014,0.4685,0.4944,750,445,305,119740.71,57645.328111,62003.55,29925.285046,57737.16,27720.043065
2020-01-24,0.4944,0.546,0.4801,0.5151,0.4944,0.546,0.4801,0.5151,1488,899,589,273194.9,138595.053871,141767.23,72458.744218,131427.67,66136.309653
2020-01-25,0.5151,0.5198,0.4891,0.4988,0.5193,0.5198,0.4891,0.4988,692,454,238,86726.93,43471.746107,29894.15,15002.58322,56832.78,28469.162887
2020-01-26,0.4988,0.5281,0.4882,0.5222,0.4947,0.5281,0.4882,0.5222,1027,646,381,176176.52,89955.121787,55254.65,28186.242424,120921.87,61768.879363
2020-01-27,0.5222,0.5414,0.5048,0.512,0.5222,0.5414,0.5048,0.512,1368,661,707,251315.43,130376.988381,81286.26,42052.93304,170029.17,88324.055341
2020-01-28,0.512,0.5949,0.5049,0.5681,0.5109,0.5949,0.5049,0.5681,2470,1533,937,429773.88,235402.287184,244836.35,134005.61111,184937.53,101396.676074
2020-01-29,0.5681,0.6079,0.5638,0.5807,0.5691,0.6079,0.5638,0.5807,2435,1516,919,508484.29,297260.396274,220335.98,129218.793421,288148.31,168041.602853
2020-01-30,0.5807,0.695,0.5658,0.684,0.5807,0.695,0.5658,0.684,3547,2373,1174,557497.04,364615.022879,297895.02,194147.389006,259602.02,170467.633873
2020-01-31,0.684,0.725,0.6444,0.6684,0.6822,0.725,0.6444,0.6684,3875,2354,1521,717927.23,489412.273519,311983.51,212428.761234,405943.72,276983.512285
2020-02-01,0.6684,0.7196,0.6564,0.6885,0.6727,0.7196,0.6564,0.6885,2010,1264,746,357140.37,243660.974381,148567.17,101333.455185,208573.2,142327.519196
2020-02-02,0.6885,0.6888,0.6418,0.6576,0.6885,0.6888,0.6418,0.6576,2101,1138,963,412656.61,271965.745856,125709.17,83070.750238,286947.44,188894.995618
2020-02-03,0.6576,0.75,0.6358,0.7095,0.658,0.75,0.6358,0.7095,2661,1814,847,377008.87,263704.118005,225002.66,157670.60329,152006.21,106033.514715
2020-02-04,0.7095,0.719,0.6622,0.7159,0.7095,0.719,0.6622,0.7159,1601,773,828,268458.94,185344.785982,114757.81,79297.082814,153701.13,106047.703168
2020-02-05,0.7159,0.7216,0.6896,0.7009,0.7134,0.7216,0.6896,0.7009,1130,621,509,158812.83,111554.542262,73852.47,52006.055153,84960.36,59548.487109
2020-02-06,0.7009,0.799,0.6989,0.7747,0.7017,0.799,0.6989,0.7747,2177,1293,884,371334.03,280132.847524,194166.92,146641.674579,177167.11,133491.172945
2020-02-07,0.7747,0.799,0.7693,0.7795,0.7693,0.799,0.7693,0.7795,1307,722,585,161337.13,126059.412634,57595.06,45017.873718,103742.07,81041.538916
2020-02-08,0.7795,0.7795,0.7141,0.7405,0.7785,0.7795,0.7141,0.7405,2009,1248,761,296496.38,220534.758125,142414.34,106319.5549,154082.04,114215.203225
2020-02-09,0.7405,0.7607,0.7145,0.7186,0.7405,0.7607,0.7145,0.7186,1629,836,793,335703.94,246070.792664,141132.82,103110.452888,194571.12,142960.339776
2020-02-10,0.7186,0.7298,0.6947,0.7291,0.7186,0.7298,0.6947,0.7291,1227,711,516,208615.27,149012.520068,77548.7,55538.394276,131066.57,93474.125792
2020-02-11,0.7291,0.7932,0.6837,0.773,0.7231,0.7932,0.6837,0.773,2238,1062,1176,488545.67,367021.969123,147371.13,109499.899814,341174.54,257522.069309
2020-02-12,0.773,0.787,0.72,0.7426,0.7754,0.787,0.72,0.7426,2029,1121,908,485353.34,360195.936909,301178.98,221636.436416,184174.36,138559.500493
2020-02-13,0.7426,0.768,0.7093,0.7275,0.7426,0.768,0.7093,0.7275,1269,644,625,207525.92,152437.184133,98960.99,73001.542932,108564.93,79435.641201
2020-02-14,0.7275,0.7417,0.7159,0.736,0.7282,0.7417,0.7159,0.736,974,466,508,208927.94,152648.522615,60583.03,44328.268803,148344.91,108320.253812
2020-02-15,0.736,0.7416,0.6541,0.6876,0.736,0.7416,0.6541,0.6876,1303,556,747,260755.54,184184.305509,89809.1,63653.495734,170946.44,120530.809775
2020-02-16,0.6876,0.7014,0.599,0.6439,0.6876,0.7014,0.599,0.6439,1350,602,748,260866.87,170790.289271,102945.68,67209.069633,157921.19,103581.219638
2020-02-17,0.6439,0.6465,0.5851,0.6266,0.6431,0.6465,0.5851,0.6266,1048,540,508,172843.3,105876.408116,78802.36,48312.491176,94040.94,57563.91694
2020-02-18,0.6266,0.7087,0.6088,0.677,0.6295,0.7087,0.6088,0.677,1693,1016,677,267913.7,182330.219277,128405.69,86646.403054,139508.01,95683.816223
2020-02-19,0.677,0.6999,0.5893,0.615,0.6856,0.6999,0.5893,0.615,1044,554,490,179509.78,117557.868116,60381.89,39508.349838,119127.89,78049.518278
2020-02-20,0.615,0.6211,0.572,0.5935,0.6092,0.6211,0.572,0.5935,1164,668,496,197606.89,116976.492321,66434.35,39492.551053,131172.54,77483.941268
2020-02-21,0.5935,0.8106,0.5904,0.727,0.5967,0.8106,0.5904,0.727,6600,3651,2949,1823245.69,1315044.11861,736991.92,531290.702286,1086253.77,783753.416324
2020-02-22,0.727,0.727,0.649,0.6602,0.7269,0.7269,0.649,0.6602,3136,1602,1534,744782.21,501202.338949,229307.5,154373.615789,515474.71,346828.72316
2020-02-23,0.6602,0.709,0.66,0.6805,0.6665,0.709,0.66,0.6805,1436,1012,424,246821.84,168549.628634,121651.46,83241.951571,125170.38,85307.677063
2020-02-24,0.6805,0.6873,0.6307,0.6365,0.6799,0.6873,0.6307,0.6365,1303,918,385,218138.36,143187.402186,118674.94,77987.679782,99463.42,65199.722404
2020-02-25,0.6365,0.6382,0.5832,0.5949,0.6361,0.6382,0.5832,0.5949,1214,693,521,256803.64,156419.141903,101314.01,61812.428306,155489.63,94606.713597
2020-02-26,0.5949,0.6399,0.5188,0.525,0.5919,0.6399,0.5188,0.525,2045,1018,1027,554039.36,304525.896058,249887.34,136261.448448,304152.02,168264.44761
2020-02-27,0.525,0.5641,0.5022,0.5301,0.5221,0.5641,0.5022,0.5301,1517,814,703,277120.03,147923.084708,142482.8,75821.633022,134637.23,72101.451686
2020-02-28,0.5301,0.5444,0.4883,0.5245,0.5232,0.5444,0.4883,0.5245,1029,562,467,189592.93,97151.281668,77050.32,39514.215903,112542.61,57637.065765
2020-02-29,0.5245,0.5395,0.519,0.5251,0.5265,0.5395,0.519,0.5251,691,438,253,201143.26,106294.891167,94705.02,49775.362472,106438.24,56519.528695
2020-03-01,0.5251,0.534,0.5,0.5154,0.5245,0.534,0.5,0.5154,1000,605,395,220249.08,114196.048631,105385.51,54692.010061,114863.57,59504.03857
2020-03-02,0.5154,0.571,0.5101,0.5591,0.5101,0.571,0.5101,0.5591,894,463,431,235478.65,128643.879886,118382.39,64370.101825,117096.26,64273.778061
2020-03-03,0.5591,0.6087,0.5565,0.5805,0.5573,0.6087,0.5565,0.5805,2753,1417,1336,403320.6,235023.227706,227752.63,133103.674762,175567.97,101919.552944
2020-03-04,0.5805,0.6395,0.57,0.6105,0.5806,0.6395,0.57,0.6105,2652,1203,1449,388620.52,234791.51647,140503.1,85084.670702,248117.42,149706.845768
2020-03-05,0.6105,0.6787,0.505,0.6036,0.611,0.6787,0.505,0.6036,3156,1651,1505,462963.72,287523.733444,236256.96,148374.648275,226706.76,139149.085169
2020-03-06,0.6036,0.6289,0.584,0.6043,0.6026,0.6289,0.584,0.6043,2105,1165,940,429463.28,258816.990555,195895.24,118194.154541,233568.04,140622.836014
2020-03-07,0.6043,0.6248,0.547,0.5562,0.6051,0.6248,0.547,0.5562,2256,1059,1197,526430.66,308006.725697,281799.08,163840.577997,244631.58,144166.1477
2020-03-08,0.5562,0.576,0.5,0.5053,0.5545,0.576,0.5,0.5053,2428,993,1435,309909.3,165776.746074,130962.2,70485.310767,178947.1,95291.435307
2020-03-09,0.5053,0.5272,0.4392,0.4676,0.5051,0.5272,0.4392,0.4676,2589,1338,1251,416413.04,203454.327148,172115.24,83517.151594,244297.8,119937.175554
2020-03-10,0.4676,0.5198,0.4575,0.478,0.4664,0.5198,0.4575,0.478,1419,745,674,229900.36,111199.712245,99190.37,47939.459824,130709.99,63260.252421
2020-03-11,0.478,0.4894,0.4239,0.4606,0.4756,0.4894,0.4239,0.4606,1561,848,713,300533.31,138419.391838,156955.79,72107.479556,143577.52,66311.912282
2020-03-12,0.4606,0.4606,0.0001,0.2091,0.4606,0.4606,0.0001,0.2091,4115,2117,1998,1004361.86,323852.160237,497529.79,167337.622373,506832.07,156514.537864
2020-03-13,0.2091,0.2893,0.1646,0.2658,0.2076,0.2893,0.1646,0.2658,3351,1670,1681,832825.59,196030.398135,418782.13,99540.564378,414043.46,96489.833757
2020-03-14,0.2658,0.2946,0.2451,0.25,0.2656,0.2946,0.2451,0.25,1463,775,688,377732.48,101496.73932,188559.0,49980.039766,189173.48,51516.699554
2020-03-15,0.25,0.2726,0.2414,0.2486,0.2491,0.2726,0.2414,0.2486,1265,598,667,222840.85,56834.569052,91053.77,23281.757378,131787.08,33552.811674
2020-03-16,0.2486,0.2486,0.1806,0.2103,0.2457,0.2457,0.1806,0.2103,1838,966,872,436128.02,89242.837394,193367.95,39813.479592,242760.07,49429.357802
2020-03-17,0.2103,0.2519,0.2074,0.2471,0.2115,0.2519,0.2074,0.2471,991,537,454,211813.19,49205.057995,123579.8,28536.332455,88233.39,20668.72554
2020-03-18,0.2471,0.2559,0.2271,0.2541,0.2452,0.2559,0.2271,0.2541,964,493,471,197890.21,48080.821503,95392.68,23177.657224,102497.53,24903.164279
2020-03-19,0.2541,0.2897,0.2512,0.2749,0.2563,0.2897,0.2512,0.2749,1939,1012,927,759499.35,204042.845,343802.89,92191.390575,415696.46,111851.454425
2020-03-20,0.2749,0.3345,0.2482,0.282,0.2782,0.3345,0.2482,0.282,2330,1221,1109,635073.94,183517.182942,306217.11,87518.270402,328856.83,95998.91254
2020-03-21,0.282,0.2903,0.2561,0.2749,0.2837,0.2903,0.2561,0.2749,908,444,464,252860.73,69753.720779,80596.61,22198.524839,172264.12,47555.19594
2020-03-22,0.2749,0.284,0.2442,0.2461,0.2732,0.284,0.2442,0.2461,928,485,443,217150.71,56866.398287,100805.48,26456.345787,116345.23,30410.0525
2020-03-23,0.2461,0.2914,0.2424,0.2909,0.2459,0.2914,0.2424,0.2909,878,499,379,173937.12,46904.108507,89409.84,24311.878624,84527.28,22592.229883
2020-03-24,0.2909,0.313,0.2891,0.296,0.2909,0.313,0.2891,0.296,1333,713,620,279501.22,83679.624838,130058.96,38923.358734,149442.26,44756.266104
2020-03-25,0.296,0.296,0.274,0.2918,0.2936,0.2955,0.274,0.2918,1090,559,531,215185.82,61321.717524,82135.27,23463.377222,133050.55,37858.340302
2020-03-26,0.2918,0.2962,0.2806,0.2925,0.291,0.2962,0.2806,0.2925,980,518,462,237235.91,67881.434909,110878.77,31679.986407,126357.14,36201.448502
2020-03-27,0.2925,0.4499,0.28,0.3064,0.2927,0.4499,0.28,0.3064,5711,2839,2872,1853229.91,663655.758969,822167.33,293459.909238,1031062.58,370195.849731
2020-03-28,0.3064,0.3314,0.2749,0.2976,0.3064,0.3314,0.2749,0.2976,3991,2102,1889,1253340.88,381005.753843,552624.35,168632.85672,700716.53,212372.897123
2020-03-29,0.2976,0.2976,0.2374,0.2642,0.2974,0.2974,0.2374,0.2642,1492,800,692,571894.05,157934.624771,222970.68,62101.998852,348923.37,95832.625919
2020-03-30,0.2642,0.3072,0.2611,0.2969,0.2636,0.3072,0.2611,0.2969,1900,1105,795,472255.19,137166.865017,245263.73,71068.278319,226991.46,66098.586698
2020-03-31,0.2969,0.312,0.2925,0.3033,0.2969,0.312,0.2925,0.3033,905,534,371,256276.72,77980.198458,108359.17,32901.356137,147917.55,45078.842321
2020-04-01,0.3033,0.3035,0.2819,0.3031,0.3035,0.3035,0.2819,0.3031,907,538,369,228625.17,66629.311156,133841.43,39075.258499,94783.74,27554.052657
2020-04-02,0.3031,0.35,0.2967,0.3109,0.3034,0.35,0.2967,0.3109,2000,1077,923,578621.02,181735.071741,233835.76,73798.79501,344785.26,107936.276731
2020-04-03,0.3109,0.3398,0.3038,0.323,0.3105,0.3398,0.3038,0.323,1213,657,556,336674.36,108069.236513,124525.92,39959.461669,212148.44,68109.774844
2020-04-04,0.323,0.3333,0.3092,0.3166,0.3229,0.3333,0.3092,0.3166,1024,557,467,211725.09,67322.144698,83638.84,26547.761221,128086.25,40774.383477
2020-04-05,0.3166,0.344,0.3111,0.3242,0.3171,0.344,0.3111,0.3242,1089,681,408,190251.45,60749.319647,103185.13,33058.05153,87066.32,27691.268117
2020-04-06,0.3242,0.3523,0.3235,0.3477,0.3235,0.3523,0.3235,0.3477,1898,1108,790,646238.54,220690.258114,265898.9,90398.540104,380339.64,130291.71801
2020-04-07,0.3477,0.4104,0.339,0.3476,0.3484,0.4104,0.339,0.3476,2295,1210,1085,562970.39,200167.238015,276127.5,98488.173138,286842.89,101679.064877
2020-04-08,0.3476,0.3629,0.3431,0.3599,0.3455,0.3629,0.3431,0.3599,1102,601,501,323424.77,114107.216834,158234.81,55780.337416,165189.96,58326.879418
2020-04-09,0.3599,0.367,0.3469,0.3558,0.3599,0.367,0.3469,0.3558,1035,596,439,289767.9,103881.957283,131075.6,47008.982691,158692.3,56872.974592
2020-04-10,0.3558,0.3573,0.3084,0.3203,0.3558,0.3573,0.3084,0.3203,1479,761,718,467510.97,153645.253928,257709.44,84828.626092,209801.53,68816.627836
2020-04-11,0.3203,0.3285,0.311,0.3182,0.3192,0.3285,0.311,0.3182,533,273,260,190993.0,60816.392532,47284.12,15099.485192,143708.88,45716.90734
2020-04-12,0.3182,0.3417,0.313,0.3218,0.3183,0.3417,0.313,0.3218,959,526,433,389180.87,127687.212301,166837.72,54541.997839,222343.15,73145.214462
2020-04-13,0.3218,0.3218,0.3,0.3128,0.3208,0.3208,0.3,0.3128,1069,667,402,297929.41,91729.991299,145456.69,44765.415001,152472.72,46964.576298
2020-04-14,0.3128,0.318,0.3061,0.3083,0.3128,0.318,0.3061,0.3083,662,372,290,184208.63,57637.949268,56647.61,17778.291915,127561.02,39859.657353
2020-04-15,0.3083,0.3135,0.293,0.293,0.3069,0.3135,0.293,0.293,589,340,249,214748.18,65420.687148,99441.6,30369.340977,115306.58,35051.346171
2020-04-16,0.293,0.331,0.2807,0.316,0.293,0.331,0.2807,0.316,1585,891,694,766345.17,236902.549363,316467.67,96718.444491,449877.5,140184.104872
