TIMESTAMP,AIG_OPEN_PRICE_USD,AIG_HIGH_PRICE_USD,AIG_LOW_PRICE_USD,AIG_CLOSE_PRICE_USD,AIG_VOLUME_USD,AIG_DIVIDENDS_USD,AIG_STOCK_SPLITS_USD
2023-12-12 00:00:00+00:00,8.079360961914062,8.139387130737305,8.041098594665527,8.04166316986084,28121,0.0,0.0
2023-12-13 00:00:00+00:00,8.041714668273926,8.308152198791504,7.86149787902832,8.283706665039062,43033,0.0,0.0
2023-12-14 00:00:00+00:00,8.283381462097168,8.709498405456543,7.819345951080322,7.831294059753418,44127,0.0,0.0
2023-12-15 00:00:00+00:00,7.831511974334717,7.9470062255859375,7.684782028198242,7.832096099853516,32348,0.0,0.0
2023-12-16 00:00:00+00:00,7.8325090408325195,7.935431003570557,7.714877128601074,7.924469947814941,7818,0.0,0.0
2023-12-17 00:00:00+00:00,7.92471981048584,7.926040172576904,7.688694953918457,7.8559489250183105,38602,0.0,0.0
2023-12-18 00:00:00+00:00,7.857555866241455,7.861746788024902,7.435416221618652,7.520823001861572,42278,0.0,0.0
2023-12-19 00:00:00+00:00,7.519697189331055,7.842932224273682,7.389505863189697,7.678390979766846,30596,0.0,0.0
2023-12-20 00:00:00+00:00,7.678108215332031,7.841444969177246,7.34663200378418,7.733386993408203,34229,0.0,0.0
2023-12-21 00:00:00+00:00,7.733450889587402,7.9222187995910645,7.672632217407227,7.672632217407227,20422,0.0,0.0
2023-12-22 00:00:00+00:00,7.673669815063477,7.750507831573486,7.523040771484375,7.561635971069336,27719,0.0,0.0
2023-12-23 00:00:00+00:00,7.561718940734863,7.62568998336792,7.288818836212158,7.530808925628662,43635,0.0,0.0
2023-12-24 00:00:00+00:00,7.532254219055176,7.590620040893555,7.341815948486328,7.422406196594238,41236,0.0,0.0
2023-12-25 00:00:00+00:00,7.422735214233398,7.545050144195557,7.228875160217285,7.445495128631592,31074,0.0,0.0
2023-12-26 00:00:00+00:00,7.447688102722168,7.4484100341796875,7.234090805053711,7.3109331130981445,30824,0.0,0.0
2023-12-27 00:00:00+00:00,7.311521053314209,7.4977569580078125,6.911326885223389,7.462099075317383,52317,0.0,0.0
2023-12-28 00:00:00+00:00,7.460663795471191,7.645546913146973,7.321228981018066,7.4713358879089355,31478,0.0,0.0
2023-12-29 00:00:00+00:00,7.473876953125,7.879814147949219,7.284305095672607,7.617271900177002,30131,0.0,0.0
2023-12-30 00:00:00+00:00,7.625671863555908,8.062278747558594,7.498901844024658,7.5770978927612305,41123,0.0,0.0
2023-12-31 00:00:00+00:00,7.57866907119751,7.57866907119751,7.288094997406006,7.364846229553223,24490,0.0,0.0
2024-01-01 00:00:00+00:00,7.364853858947754,7.365019798278809,7.097093105316162,7.301011085510254,22323,0.0,0.0
