TIMESTAMP,FCP_OPEN_PRICE_USD,FCP_HIGH_PRICE_USD,FCP_LOW_PRICE_USD,FCP_CLOSE_PRICE_USD,FCP_VOLUME_USD,FCP_DIVIDENDS_USD,FCP_STOCK_SPLITS_USD
2021-12-08 00:00:00+00:00,0.006868999917060137,0.018261000514030457,0.005861999932676554,0.01248599961400032,540591,0.0,0.0
2021-12-09 00:00:00+00:00,0.012462999671697617,0.014053000137209892,0.005799999926239252,0.0058929999358952045,575519,0.0,0.0
2021-12-10 00:00:00+00:00,0.005882000084966421,0.0063390000723302364,0.005160000175237656,0.0061039999127388,75521,0.0,0.0
2021-12-11 00:00:00+00:00,0.006095999851822853,0.006165000144392252,0.004263000097125769,0.004296999890357256,18184,0.0,0.0
2021-12-12 00:00:00+00:00,0.004296000115573406,0.004900999832898378,0.004120000172406435,0.0041229999624192715,9083,0.0,0.0
2021-12-13 00:00:00+00:00,0.004120999947190285,0.004135999828577042,0.003630999941378832,0.004058999940752983,6162,0.0,0.0
2021-12-14 00:00:00+00:00,0.004056999925523996,0.004226999823004007,0.0038689998909831047,0.003886000020429492,2044,0.0,0.0
2021-12-15 00:00:00+00:00,0.003903999924659729,0.004104999825358391,0.003774000098928809,0.004046999849379063,1479,0.0,0.0
2021-12-16 00:00:00+00:00,0.004048999864608049,0.004195000045001507,0.003329999977722764,0.003329999977722764,2713,0.0,0.0
2021-12-17 00:00:00+00:00,0.003329999977722764,0.003364000003784895,0.003128000069409609,0.0031789999920874834,2765,0.0,0.0
2021-12-18 00:00:00+00:00,0.0031789999920874834,0.0032689999788999557,0.0031109999399632215,0.0032259998843073845,883,0.0,0.0
2021-12-19 00:00:00+00:00,0.0032259998843073845,0.003315000096336007,0.003011000109836459,0.003011999884620309,1072,0.0,0.0
2021-12-20 00:00:00+00:00,0.003011000109836459,0.00329799996688962,0.0029150000773370266,0.00329799996688962,1844,0.0,0.0
2021-12-21 00:00:00+00:00,0.0032969999592751265,0.0033499998971819878,0.002887000096961856,0.0029090000316500664,1905,0.0,0.0
2021-12-22 00:00:00+00:00,0.0029100000392645597,0.002988999942317605,0.002905000001192093,0.0029380000196397305,1029,0.0,0.0
2021-12-23 00:00:00+00:00,0.0029360000044107437,0.003002000041306019,0.0028880001045763493,0.0029140000697225332,578,0.0,0.0
2021-12-24 00:00:00+00:00,0.00291600008495152,0.0029249999206513166,0.002804999938234687,0.0028230000752955675,485,0.0,0.0
2021-12-25 00:00:00+00:00,0.0028170000296086073,0.002850000048056245,0.0028029999230057,0.0028299998957663774,131,0.0,0.0
2021-12-26 00:00:00+00:00,0.002833999926224351,0.002957999939098954,0.002785000018775463,0.002867999952286482,783,0.0,0.0
2021-12-27 00:00:00+00:00,0.0028639999218285084,0.0028649999294430017,0.0022100000642240047,0.002776999957859516,4471,0.0,0.0
2021-12-28 00:00:00+00:00,0.002773999935016036,0.0027749999426305294,0.0024790000170469284,0.0025649999734014273,5308,0.0,0.0
2021-12-29 00:00:00+00:00,0.0025579999200999737,0.0025869999080896378,0.0024480000138282776,0.0024500000290572643,1760,0.0,0.0
2021-12-30 00:00:00+00:00,0.002452000044286251,0.0025130000431090593,0.0023560000117868185,0.0023620000574737787,268,0.0,0.0
2021-12-31 00:00:00+00:00,0.002363000065088272,0.002486000070348382,0.002329000039026141,0.0024449999909847975,559,0.0,0.0
2022-01-01 00:00:00+00:00,0.0024449999909847975,0.00254400004632771,0.002437999937683344,0.00253800000064075,390,0.0,0.0
2022-01-02 00:00:00+00:00,0.00253800000064075,0.0025500000920146704,0.0024979999288916588,0.0025110000278800726,227,0.0,0.0
2022-01-03 00:00:00+00:00,0.0025110000278800726,0.002517000073567033,0.0024109999649226665,0.0024210000410676003,158,0.0,0.0
2022-01-04 00:00:00+00:00,0.0024210000410676003,0.002428000094369054,0.0024210000410676003,0.002428000094369054,0,0.0,0.0
2022-01-05 00:00:00+00:00,0.002428000094369054,0.002428000094369054,0.0020669999066740274,0.002131999935954809,407,0.0,0.0
2022-01-06 00:00:00+00:00,0.002131999935954809,0.002248999895527959,0.0020729999523609877,0.0022249999456107616,599,0.0,0.0
2022-01-07 00:00:00+00:00,0.0022249999456107616,0.0022350000217556953,0.002070999937132001,0.0021120000164955854,374,0.0,0.0
2022-01-08 00:00:00+00:00,0.0021120000164955854,0.0021669999696314335,0.0016690000193193555,0.0017180000431835651,947,0.0,0.0
2022-01-09 00:00:00+00:00,0.0017180000431835651,0.0019290000200271606,0.0017040000529959798,0.0017610000213608146,2489,0.0,0.0
2022-01-10 00:00:00+00:00,0.0017610000213608146,0.0017869999865069985,0.001639000023715198,0.001702000037766993,1620,0.0,0.0
2022-01-11 00:00:00+00:00,0.001702000037766993,0.001702000037766993,0.001702000037766993,0.001702000037766993,0,0.0,0.0
2022-01-12 00:00:00+00:00,0.001702000037766993,0.0022430000826716423,0.001702000037766993,0.0022380000445991755,711,0.0,0.0
2022-01-13 00:00:00+00:00,0.0022380000445991755,0.00228299992159009,0.00215000007301569,0.002225999953225255,2927,0.0,0.0
2022-01-14 00:00:00+00:00,0.002225999953225255,0.0023670000955462456,0.002216000109910965,0.002357000019401312,1918,0.0,0.0
2022-01-15 00:00:00+00:00,0.002357000019401312,0.0024190000258386135,0.0023380001075565815,0.0023819999769330025,322,0.0,0.0
2022-01-16 00:00:00+00:00,0.0023819999769330025,0.0023819999769330025,0.0023819999769330025,0.0023819999769330025,0,0.0,0.0
2022-01-17 00:00:00+00:00,0.0023819999769330025,0.0023819999769330025,0.0023819999769330025,0.0023819999769330025,0,0.0,0.0
2022-01-18 00:00:00+00:00,0.0023819999769330025,0.0023819999769330025,0.0022140000946819782,0.002228999976068735,0,0.0,0.0
2022-01-19 00:00:00+00:00,0.002228999976068735,0.002228999976068735,0.002228999976068735,0.002228999976068735,0,0.0,0.0
2022-01-20 00:00:00+00:00,0.002228999976068735,0.002228999976068735,0.002228999976068735,0.002228999976068735,0,0.0,0.0
2022-01-21 00:00:00+00:00,0.002228999976068735,0.002228999976068735,0.002228999976068735,0.002228999976068735,0,0.0,0.0
2022-01-22 00:00:00+00:00,0.002228999976068735,0.002228999976068735,0.002228999976068735,0.002228999976068735,0,0.0,0.0
2022-01-23 00:00:00+00:00,0.002228999976068735,0.002228999976068735,0.002228999976068735,0.002228999976068735,0,0.0,0.0
