TIMESTAMP,KSHIB_OPEN_PRICE_USD,KSHIB_HIGH_PRICE_USD,KSHIB_LOW_PRICE_USD,KSHIB_CLOSE_PRICE_USD,KSHIB_VOLUME_USD,KSHIB_DIVIDENDS_USD,KSHIB_STOCK_SPLITS_USD
2021-08-25 00:00:00+00:00,,,,0.0,448298,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,1601062,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,1341779,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,397358,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,110568,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,85231,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,131731,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,38875,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,86838,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,53516,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,262230,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,584615,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,582027,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,543639,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,273482,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,17899,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,19231,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,7697,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,7509,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,7071,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,12004,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,19380,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,14744,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,8633,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,7939,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,8636,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,9069,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,10281,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,11307,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,9157,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,6765,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,5524,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,8186,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,11650,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,8766,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,6255,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,5618,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,14013,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,18941,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,10914,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,6250,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,5592,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,6856,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,11086,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,16964,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,21532,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,18222,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,10506,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,11368,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,15292,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,21035,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,25343,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,30719,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,43892,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,39715,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,43785,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,127073,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,106991,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,19512,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,17343,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,25313,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,24553,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,1386982,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,2321193,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,1243948,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,343784,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,274027,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,157718,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,117648,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,121909,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,100706,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,71809,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,57223,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,78358,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,97492,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,60205,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,42566,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,47174,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,53719,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,45973,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,36344,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,6644,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,2804,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,2834,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,35874,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,44980,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,43223,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,4534,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,3600,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,33241,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,32943,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,1916,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,1407,0.0,0.0
