TIMESTAMP,DSYNC_OPEN_PRICE_USD,DSYNC_HIGH_PRICE_USD,DSYNC_LOW_PRICE_USD,DSYNC_CLOSE_PRICE_USD,DSYNC_VOLUME_USD,DSYNC_DIVIDENDS_USD,DSYNC_STOCK_SPLITS_USD
2024-03-15 00:00:00+00:00,0.012949000112712383,0.013015000149607658,0.011087999679148197,0.012072999961674213,271793,0.0,0.0
2024-03-16 00:00:00+00:00,0.012072999961674213,0.0218339990824461,0.011361000128090382,0.016945000737905502,600724,0.0,0.0
2024-03-17 00:00:00+00:00,0.016945000737905502,0.02813499979674816,0.01573600061237812,0.024173999205231667,653710,0.0,0.0
2024-03-18 00:00:00+00:00,0.024049000814557076,0.024508999660611153,0.018042000010609627,0.02179200015962124,530825,0.0,0.0
2024-03-19 00:00:00+00:00,0.02168099954724312,0.030319999903440475,0.017988000065088272,0.027236999943852425,730439,0.0,0.0
2024-03-20 00:00:00+00:00,0.027236999943852425,0.0308810006827116,0.02449199929833412,0.02945300005376339,560352,0.0,0.0
2024-03-21 00:00:00+00:00,0.02945300005376339,0.03603700175881386,0.028960000723600388,0.03603700175881386,258750,0.0,0.0
2024-03-22 00:00:00+00:00,0.03603700175881386,0.09068600088357925,0.03603700175881386,0.08268199861049652,5379189,0.0,0.0
2024-03-23 00:00:00+00:00,0.08268199861049652,0.13074900209903717,0.07079000025987625,0.11352500319480896,8493251,0.0,0.0
2024-03-24 00:00:00+00:00,0.11352500319480896,0.14394399523735046,0.10466299951076508,0.12163600325584412,4691143,0.0,0.0
2024-03-25 00:00:00+00:00,0.12163600325584412,0.1466509997844696,0.1065870001912117,0.14340299367904663,2706039,0.0,0.0
2024-03-26 00:00:00+00:00,0.14340299367904663,0.18173299729824066,0.14142200350761414,0.1554030030965805,3611431,0.0,0.0
2024-03-27 00:00:00+00:00,0.1554030030965805,0.17479099333286285,0.14403800666332245,0.1610340029001236,2375084,0.0,0.0
2024-03-28 00:00:00+00:00,0.1610340029001236,0.20981399714946747,0.16067500412464142,0.19097399711608887,3874764,0.0,0.0
2024-03-29 00:00:00+00:00,0.19100099802017212,0.20730699598789215,0.1653060019016266,0.1951490044593811,2400519,0.0,0.0
2024-03-30 00:00:00+00:00,0.1951490044593811,0.2012760043144226,0.15074199438095093,0.18219700455665588,2600153,0.0,0.0
2024-03-31 00:00:00+00:00,0.18219700455665588,0.3265730142593384,0.18088899552822113,0.3201810121536255,6027037,0.0,0.0
2024-04-01 00:00:00+00:00,0.3201810121536255,0.45250600576400757,0.2973000109195709,0.4161989986896515,11111652,0.0,0.0
2024-04-02 00:00:00+00:00,0.4161989986896515,0.5126190185546875,0.3508099913597107,0.45160800218582153,8897532,0.0,0.0
2024-04-03 00:00:00+00:00,0.45160800218582153,0.506259024143219,0.35791000723838806,0.42848101258277893,6930943,0.0,0.0
2024-04-04 00:00:00+00:00,0.4273090064525604,0.4387199878692627,0.3623479902744293,0.39389100670814514,4277413,0.0,0.0
2024-04-05 00:00:00+00:00,0.39389100670814514,0.44530099630355835,0.3212609887123108,0.4042870104312897,3974651,0.0,0.0
2024-04-06 00:00:00+00:00,0.40288999676704407,0.4327479898929596,0.3381190001964569,0.3627670109272003,2733990,0.0,0.0
2024-04-07 00:00:00+00:00,0.3627670109272003,0.43327298760414124,0.3306330144405365,0.43327298760414124,2442764,0.0,0.0
