,XMR,Lag
USDT,6.9494836483176685e-15,30
MIOTA,1.3863840030881346e-13,15
LTC,1.313925940768508e-06,3
XEM,6.242065770473868e-05,21
DOGE,0.0011883677062952,25
BTC,0.0072841426719899,26
XLM,0.0077157532711983,4
ETH,0.0268173082691652,1
XRP,0.1070662781652362,6
