TIMESTAMP,CHEEL_OPEN_PRICE_USD,CHEEL_HIGH_PRICE_USD,CHEEL_LOW_PRICE_USD,CHEEL_CLOSE_PRICE_USD,CHEEL_VOLUME_USD,CHEEL_DIVIDENDS_USD,CHEEL_STOCK_SPLITS_USD
2023-02-17 00:00:00+00:00,4.238890171051025,4.348024845123291,4.109158039093018,4.3164520263671875,728240,0.0,0.0
2023-02-18 00:00:00+00:00,4.316427230834961,4.373313903808594,4.238216876983643,4.313484191894531,564370,0.0,0.0
2023-02-19 00:00:00+00:00,4.313478946685791,4.472987174987793,4.31111478805542,4.464661121368408,652949,0.0,0.0
2023-02-20 00:00:00+00:00,4.464705944061279,4.920331001281738,4.417766094207764,4.913121223449707,850162,0.0,0.0
2023-02-21 00:00:00+00:00,4.91309118270874,5.220949172973633,4.900412082672119,5.193486213684082,1247170,0.0,0.0
2023-02-22 00:00:00+00:00,5.193559169769287,5.874594211578369,5.192422866821289,5.874082088470459,1451544,0.0,0.0
2023-02-23 00:00:00+00:00,5.874063014984131,5.924118995666504,5.8482561111450195,5.907234191894531,1264489,0.0,0.0
2023-02-24 00:00:00+00:00,5.907190799713135,6.509933948516846,5.873342990875244,6.466644763946533,2071367,0.0,0.0
2023-02-25 00:00:00+00:00,6.466663837432861,6.47187614440918,6.403067111968994,6.405846118927002,1143999,0.0,0.0
2023-02-26 00:00:00+00:00,6.405847072601318,6.438797950744629,6.307308197021484,6.330252170562744,1198360,0.0,0.0
2023-02-27 00:00:00+00:00,6.330204963684082,6.419919013977051,6.070301055908203,6.099689960479736,1640411,0.0,0.0
2023-02-28 00:00:00+00:00,6.099480152130127,6.202494144439697,6.066594123840332,6.146306991577148,1957792,0.0,0.0
2023-03-01 00:00:00+00:00,6.146399021148682,6.264708995819092,6.086782932281494,6.233760833740234,1936294,0.0,0.0
2023-03-02 00:00:00+00:00,6.233698844909668,6.267707824707031,6.067346096038818,6.073474884033203,1729074,0.0,0.0
