TIMESTAMP,TAB33756_OPEN_PRICE_USD,TAB33756_HIGH_PRICE_USD,TAB33756_LOW_PRICE_USD,TAB33756_CLOSE_PRICE_USD,TAB33756_VOLUME_USD,TAB33756_DIVIDENDS_USD,TAB33756_STOCK_SPLITS_USD
2024-11-01 00:00:00+00:00,0.0002610000083222985,0.0006089999806135893,0.00025400001322850585,0.00046300000394694507,2458941,0.0,0.0
2024-11-02 00:00:00+00:00,0.00046300000394694507,0.0006830000202171504,0.00043799998820759356,0.0005760000203736126,1861576,0.0,0.0
2024-11-03 00:00:00+00:00,0.0005789999850094318,0.0006680000224150717,0.0004130000015720725,0.0005249999812804163,1794445,0.0,0.0
2024-11-04 00:00:00+00:00,0.0005249999812804163,0.0013559999642893672,0.0005050000036135316,0.000661000027321279,1160241,0.0,0.0
2024-11-05 00:00:00+00:00,0.0006520000169984996,0.0007029999978840351,0.0005619999719783664,0.0006280000088736415,1173631,0.0,0.0
2024-11-06 00:00:00+00:00,0.0006280000088736415,0.0007099999929778278,0.0005849999724887311,0.0006559999892488122,1035190,0.0,0.0
2024-11-07 00:00:00+00:00,0.0006559999892488122,0.0006980000180192292,0.0005559999844990671,0.0005660000024363399,1044546,0.0,0.0
2024-11-08 00:00:00+00:00,0.0005660000024363399,0.000699999975040555,0.0005300000193528831,0.0005600000149570405,884142,0.0,0.0
2024-11-09 00:00:00+00:00,0.0005590000073425472,0.0006040000007487833,0.00030300000798888505,0.0003420000139158219,1209828,0.0,0.0
2024-11-10 00:00:00+00:00,0.0003420000139158219,0.0006140000186860561,0.000311999989207834,0.0005920000257901847,754868,0.0,0.0
2024-11-11 00:00:00+00:00,0.000590000010561198,0.000615999975707382,0.0004769999941345304,0.0005009999731555581,1007563,0.0,0.0
2024-11-12 00:00:00+00:00,0.0005009999731555581,0.0005239999736659229,0.0004419999895617366,0.0004729999927803874,1127408,0.0,0.0
2024-11-13 00:00:00+00:00,0.0004729999927803874,0.0004900000058114529,0.00038300000596791506,0.0004560000088531524,1031368,0.0,0.0
2024-11-14 00:00:00+00:00,0.0004560000088531524,0.00046800001291558146,0.0003640000068116933,0.0003819999983534217,1081037,0.0,0.0
2024-11-15 00:00:00+00:00,0.00038400001358240843,0.00041000000783242285,0.00031999999191612005,0.00036800000816583633,1077924,0.0,0.0
