TIMESTAMP,JERRY34231_OPEN_PRICE_USD,JERRY34231_HIGH_PRICE_USD,JERRY34231_LOW_PRICE_USD,JERRY34231_CLOSE_PRICE_USD,JERRY34231_VOLUME_USD,JERRY34231_DIVIDENDS_USD,JERRY34231_STOCK_SPLITS_USD
2024-12-08 00:00:00+00:00,0.007304999977350235,0.007424999959766865,0.007050999905914068,0.007143999915570021,1250117,0.0,0.0
2024-12-09 00:00:00+00:00,0.007143999915570021,0.007162000052630901,0.00622999994084239,0.006250999867916107,1348630,0.0,0.0
2024-12-10 00:00:00+00:00,0.006260000169277191,0.00634300010278821,0.005847000051289797,0.006022000219672918,1233788,0.0,0.0
2024-12-11 00:00:00+00:00,0.006022000219672918,0.00646300008520484,0.005975999869406223,0.0063299997709691525,1223497,0.0,0.0
2024-12-12 00:00:00+00:00,0.0063229999504983425,0.006537000183016062,0.0005939999828115106,0.0008829999715089798,2477507,0.0,0.0
2024-12-13 00:00:00+00:00,0.0008829999715089798,0.0009980000322684646,0.0005389999714680016,0.0005510000046342611,1000584,0.0,0.0
2024-12-14 00:00:00+00:00,0.0005510000046342611,0.0005600000149570405,0.0004710000066552311,0.0005000000237487257,684465,0.0,0.0
2024-12-15 00:00:00+00:00,0.0005000000237487257,0.000547999981790781,0.0004780000017490238,0.0005080000264570117,447798,0.0,0.0
2024-12-16 00:00:00+00:00,0.0005080000264570117,0.0005089999758638442,0.00044999999227002263,0.00046999999904073775,36316,0.0,0.0
2024-12-17 00:00:00+00:00,0.00046999999904073775,0.0008849999867379665,0.0004189999890513718,0.00042299999040551484,154648,0.0,0.0
2024-12-18 00:00:00+00:00,0.00042299999040551484,0.0005799999926239252,0.0004220000118948519,0.0004879999905824661,109282,0.0,0.0
2024-12-19 00:00:00+00:00,0.0004879999905824661,0.0007389999809674919,0.0004659999976865947,0.0005050000036135316,143788,0.0,0.0
2024-12-20 00:00:00+00:00,0.0005050000036135316,0.000645000021904707,0.0004419999895617366,0.0005210000090301037,205496,0.0,0.0
2024-12-21 00:00:00+00:00,0.0005210000090301037,0.000577000027988106,0.0004889999981969595,0.0005000000237487257,102701,0.0,0.0
2024-12-22 00:00:00+00:00,0.0005009999731555581,0.0005639999872073531,0.00047400000039488077,0.0004990000161342323,73115,0.0,0.0
2024-12-23 00:00:00+00:00,0.0004990000161342323,0.000547999981790781,0.00046400001156143844,0.0005039999959990382,159612,0.0,0.0
2024-12-24 00:00:00+00:00,0.0005000000237487257,0.0005469999741762877,0.00046099998871795833,0.00046999999904073775,41489,0.0,0.0
2024-12-25 00:00:00+00:00,0.0004710000066552311,0.0005009999731555581,0.00046499999007210135,0.0004769999941345304,36496,0.0,0.0
2024-12-26 00:00:00+00:00,0.0004769999941345304,0.0008399999933317304,0.000455000001238659,0.0005869999877177179,144278,0.0,0.0
2024-12-27 00:00:00+00:00,0.0005869999877177179,0.0008040000102482736,0.00043899999582208693,0.00043899999582208693,131949,0.0,0.0
2024-12-28 00:00:00+00:00,0.00043899999582208693,0.0007239999831654131,0.00043899999582208693,0.0005290000117383897,92722,0.0,0.0
2024-12-29 00:00:00+00:00,0.0005189999938011169,0.0006569999968633056,0.00042100000428035855,0.0004729999927803874,132319,0.0,0.0
2024-12-30 00:00:00+00:00,0.0004729999927803874,0.0006000000284984708,0.0004140000091865659,0.0005050000036135316,156554,0.0,0.0
2024-12-31 00:00:00+00:00,0.0004980000085197389,0.0005789999850094318,0.0004090000002179295,0.00041000000783242285,113631,0.0,0.0
2025-01-01 00:00:00+00:00,0.00041000000783242285,0.0005339999916031957,0.00039500001003034413,0.0004149999876972288,65195,0.0,0.0
2025-01-02 00:00:00+00:00,0.0004149999876972288,0.0005370000144466758,0.0004020000051241368,0.000506000011228025,76076,0.0,0.0
2025-01-03 00:00:00+00:00,0.0004970000009052455,0.0005150000215508044,0.0004529999860096723,0.0004529999860096723,74292,0.0,0.0
2025-01-04 00:00:00+00:00,0.0004529999860096723,0.00048600000445730984,0.0004199999966658652,0.0004199999966658652,44156,0.0,0.0
