TIMESTAMP,AMP_OPEN_PRICE_USD,AMP_HIGH_PRICE_USD,AMP_LOW_PRICE_USD,AMP_CLOSE_PRICE_USD,AMP_VOLUME_USD,AMP_DIVIDENDS_USD,AMP_STOCK_SPLITS_USD
2020-09-11 00:00:00+00:00,0.009530000388622284,0.01115499995648861,0.009429000318050385,0.01115499995648861,339581,0.0,0.0
2020-09-12 00:00:00+00:00,0.01115300040692091,0.012090000323951244,0.01107999961823225,0.011843999847769737,201512,0.0,0.0
2020-09-13 00:00:00+00:00,0.011845000088214874,0.012047999538481236,0.011210000142455101,0.011423000134527683,311292,0.0,0.0
2020-09-14 00:00:00+00:00,0.01143800001591444,0.012303999625146389,0.0110470000654459,0.012010999955236912,172603,0.0,0.0
2020-09-15 00:00:00+00:00,0.012010999955236912,0.0124080004170537,0.01092700008302927,0.011134999804198742,913609,0.0,0.0
2020-09-16 00:00:00+00:00,0.011245000176131725,0.011253999546170235,0.009769000113010406,0.009894000366330147,751176,0.0,0.0
2020-09-17 00:00:00+00:00,0.009902999736368656,0.010191000066697598,0.008771000429987907,0.008861999958753586,256191,0.0,0.0
2020-09-18 00:00:00+00:00,0.008860000409185886,0.00889500044286251,0.007350000087171793,0.007891999557614326,600481,0.0,0.0
2020-09-19 00:00:00+00:00,0.007891999557614326,0.008825999684631824,0.007814999669790268,0.008797000162303448,439767,0.0,0.0
2020-09-20 00:00:00+00:00,0.00880999956279993,0.008945000357925892,0.008549000136554241,0.008666999638080597,344043,0.0,0.0
2020-09-21 00:00:00+00:00,0.008666999638080597,0.008860999718308449,0.007838999852538109,0.008124999701976776,416338,0.0,0.0
2020-09-22 00:00:00+00:00,0.008107000030577183,0.008194999769330025,0.007362999953329563,0.007833999581634998,327609,0.0,0.0
2020-09-23 00:00:00+00:00,0.007809000089764595,0.007822000421583652,0.007110999897122383,0.007228999864310026,368137,0.0,0.0
2020-09-24 00:00:00+00:00,0.007222999818623066,0.00773000018671155,0.007174000144004822,0.007710000034421682,350318,0.0,0.0
2020-09-25 00:00:00+00:00,0.007689999882131815,0.0077240001410245895,0.006951000075787306,0.0072730001993477345,262578,0.0,0.0
2020-09-26 00:00:00+00:00,0.007277000229805708,0.007433000020682812,0.007019999902695417,0.007114999927580357,303685,0.0,0.0
2020-09-27 00:00:00+00:00,0.0071319998241961,0.007174000144004822,0.006415999960154295,0.006643999833613634,327024,0.0,0.0
2020-09-28 00:00:00+00:00,0.006637000013142824,0.006893000099807978,0.006308000069111586,0.006310999859124422,429043,0.0,0.0
2020-09-29 00:00:00+00:00,0.006310999859124422,0.006678000092506409,0.00598399993032217,0.006635999772697687,273353,0.0,0.0
2020-09-30 00:00:00+00:00,0.006661999970674515,0.006810999941080809,0.006326999980956316,0.006558000110089779,264446,0.0,0.0
2020-10-01 00:00:00+00:00,0.006568000186234713,0.006800000090152025,0.006058999802917242,0.0064570000395178795,275587,0.0,0.0
2020-10-02 00:00:00+00:00,0.006430999841541052,0.006430999841541052,0.005688000004738569,0.005849999841302633,204821,0.0,0.0
2020-10-03 00:00:00+00:00,0.00583299994468689,0.006045999936759472,0.005778999999165535,0.005923999939113855,194301,0.0,0.0
2020-10-04 00:00:00+00:00,0.005936000030487776,0.006684999912977219,0.005915000103414059,0.0066189998760819435,229512,0.0,0.0
