TIMESTAMP,BARY_OPEN_PRICE_USD,BARY_HIGH_PRICE_USD,BARY_LOW_PRICE_USD,BARY_CLOSE_PRICE_USD,BARY_VOLUME_USD,BARY_DIVIDENDS_USD,BARY_STOCK_SPLITS_USD
2024-10-29 00:00:00+00:00,,,,0.0,118346,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,23771,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,14778,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,15240,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,6618,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,19731,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,9889,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,3629,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,10473,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,1906,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,2805,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,3129,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,2586,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,2822,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,6263,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,1140,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,1642,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,2283,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,1250,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,6852,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,4054,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,3530,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,1102,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,215,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,3825,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,1361,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,1483,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,910,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,1306,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,409,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,786,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,314,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,1180,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,170,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,545,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,492,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,335,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,1271,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,1750,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,443,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,362,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,767,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1840,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1648,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1022,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,198,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,299,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1628,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,440,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,3386,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,2621,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,408,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,593,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2269,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,334,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,136,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,486,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,134,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,429,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,344,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,547,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,440,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,211,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,524,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,258,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,737,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,179,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,419,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,133,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,127,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,277,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,56,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,826,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,328,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,144,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,151,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,216,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,303,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,53,0.0,0.0
