TIMESTAMP,COAL6248_OPEN_PRICE_USD,COAL6248_HIGH_PRICE_USD,COAL6248_LOW_PRICE_USD,COAL6248_CLOSE_PRICE_USD,COAL6248_VOLUME_USD,COAL6248_DIVIDENDS_USD,COAL6248_STOCK_SPLITS_USD
2021-05-07 00:00:00+00:00,0.049644000828266144,0.10675200074911118,0.04961099848151207,0.0688449963927269,81759,0.0,0.0
2021-05-08 00:00:00+00:00,0.06893900036811829,0.09999500215053558,0.05452299863100052,0.09887100011110306,68225,0.0,0.0
2021-05-09 00:00:00+00:00,0.09888099879026413,0.10102000087499619,0.02067900076508522,0.024501999840140343,536025,0.0,0.0
2021-05-10 00:00:00+00:00,0.02446099929511547,0.025986000895500183,0.015159999951720238,0.016070999205112457,2618960,0.0,0.0
2021-05-11 00:00:00+00:00,0.016071999445557594,0.02106199972331524,0.015061000362038612,0.02106199972331524,314394,0.0,0.0
2021-05-12 00:00:00+00:00,0.0209950003772974,0.024819999933242798,0.016145000234246254,0.024629000574350357,156163,0.0,0.0
2021-05-13 00:00:00+00:00,0.02464500069618225,0.02758299931883812,0.014096000231802464,0.015487000346183777,433609,0.0,0.0
2021-05-14 00:00:00+00:00,0.01549299992620945,0.019092999398708344,0.015061999671161175,0.017513999715447426,549954,0.0,0.0
2021-05-15 00:00:00+00:00,0.017580000683665276,0.022515999153256416,0.01501299999654293,0.022512000054121017,171476,0.0,0.0
2021-05-16 00:00:00+00:00,0.022512000054121017,0.0367560014128685,0.021994000300765038,0.02880699932575226,179916,0.0,0.0
2021-05-17 00:00:00+00:00,0.028728000819683075,0.036890000104904175,0.011916999705135822,0.03688900172710419,99938,0.0,0.0
2021-05-18 00:00:00+00:00,0.03695699945092201,0.04612300172448158,0.01406100019812584,0.01421700045466423,50731,0.0,0.0
2021-05-19 00:00:00+00:00,0.014216000214219093,0.02217799983918667,0.012934999540448189,0.020935000851750374,127531,0.0,0.0
2021-05-20 00:00:00+00:00,0.020934000611305237,0.021886000409722328,0.018877999857068062,0.019951999187469482,109041,0.0,0.0
2021-05-21 00:00:00+00:00,0.019926000386476517,0.023941000923514366,0.015503999777138233,0.023421000689268112,102987,0.0,0.0
2021-05-22 00:00:00+00:00,0.023419000208377838,0.026630999520421028,0.021129999309778214,0.025818999856710434,64210,0.0,0.0
2021-05-23 00:00:00+00:00,0.025824999436736107,0.026852000504732132,0.009461999870836735,0.009595000185072422,113664,0.0,0.0
2021-05-24 00:00:00+00:00,0.009593999944627285,0.026148000732064247,0.009593999944627285,0.015607999637722969,87909,0.0,0.0
2021-05-25 00:00:00+00:00,0.015608999878168106,0.019617000594735146,0.013414000160992146,0.019169999286532402,97520,0.0,0.0
2021-05-26 00:00:00+00:00,0.019154999405145645,0.022595999762415886,0.016472000628709793,0.017131000757217407,71843,0.0,0.0
2021-05-27 00:00:00+00:00,0.017131999135017395,0.018962999805808067,0.009359000250697136,0.018581999465823174,79573,0.0,0.0
2021-05-28 00:00:00+00:00,0.018588000908493996,0.022856000810861588,0.010937999933958054,0.010998000390827656,150899,0.0,0.0
2021-05-29 00:00:00+00:00,0.010998000390827656,0.014475000090897083,0.010981000028550625,0.013496999628841877,141663,0.0,0.0
2021-05-30 00:00:00+00:00,0.01349399983882904,0.017521999776363373,0.00953300017863512,0.017280999571084976,73573,0.0,0.0
2021-05-31 00:00:00+00:00,0.017291000112891197,0.02021300047636032,0.017199000343680382,0.018705999478697777,64687,0.0,0.0
2021-06-01 00:00:00+00:00,0.01870499923825264,0.027118999511003494,0.009482000023126602,0.018533000722527504,52243,0.0,0.0
2021-06-02 00:00:00+00:00,0.018515000119805336,0.02575100027024746,0.01838500052690506,0.02084299921989441,66910,0.0,0.0
2021-06-03 00:00:00+00:00,0.020843999460339546,0.021067000925540924,0.01155299972742796,0.01298299990594387,163127,0.0,0.0
2021-06-04 00:00:00+00:00,0.01298299990594387,0.01487400010228157,0.01040900032967329,0.012624000199139118,593386,0.0,0.0
2021-06-05 00:00:00+00:00,0.012622999958693981,0.012622999958693981,0.010684999637305737,0.012439999729394913,377671,0.0,0.0
2021-06-06 00:00:00+00:00,0.012378999963402748,0.013376000337302685,0.010168000124394894,0.010503999888896942,66593,0.0,0.0
