TIMESTAMP,MSG_OPEN_PRICE_USD,MSG_HIGH_PRICE_USD,MSG_LOW_PRICE_USD,MSG_CLOSE_PRICE_USD,MSG_VOLUME_USD,MSG_DIVIDENDS_USD,MSG_STOCK_SPLITS_USD
2022-03-29 00:00:00+00:00,0.3053309917449951,0.32141900062561035,0.2779250144958496,0.3030939996242523,291508,0.0,0.0
2022-03-30 00:00:00+00:00,0.3030939996242523,0.4235759973526001,0.30016499757766724,0.4115149974822998,317425,0.0,0.0
2022-03-31 00:00:00+00:00,0.4115149974822998,0.42057400941848755,0.38485899567604065,0.4031980037689209,267542,0.0,0.0
2022-04-01 00:00:00+00:00,0.4031980037689209,0.4218429923057556,0.36114799976348877,0.4134500026702881,164237,0.0,0.0
2022-04-02 00:00:00+00:00,0.4134500026702881,0.4882029891014099,0.3840720057487488,0.42406898736953735,223189,0.0,0.0
2022-04-03 00:00:00+00:00,0.4240710139274597,0.5222709774971008,0.3971250057220459,0.5166620016098022,284051,0.0,0.0
2022-04-04 00:00:00+00:00,0.5166620016098022,0.7138980031013489,0.5033220052719116,0.6929450035095215,505223,0.0,0.0
2022-04-05 00:00:00+00:00,0.6929450035095215,0.7079269886016846,0.6249330043792725,0.6459010243415833,531554,0.0,0.0
2022-04-06 00:00:00+00:00,0.6459010243415833,0.7982670068740845,0.629489004611969,0.7418789863586426,508745,0.0,0.0
2022-04-07 00:00:00+00:00,0.7418789863586426,0.8263069987297058,0.7190309762954712,0.7219089865684509,634735,0.0,0.0
2022-04-08 00:00:00+00:00,0.7219089865684509,0.7473629713058472,0.5011569857597351,0.5486500263214111,568841,0.0,0.0
2022-04-09 00:00:00+00:00,0.54864901304245,0.6635149717330933,0.4975849986076355,0.5535150170326233,548753,0.0,0.0
2022-04-10 00:00:00+00:00,0.5535150170326233,0.5566080212593079,0.5042020082473755,0.5313799977302551,312913,0.0,0.0
2022-04-11 00:00:00+00:00,0.5313799977302551,0.537971019744873,0.4704830050468445,0.4704830050468445,173188,0.0,0.0
2022-04-12 00:00:00+00:00,0.4704830050468445,0.6401410102844238,0.4704830050468445,0.5955929756164551,226031,0.0,0.0
