TIMESTAMP,FRANK36664_OPEN_PRICE_USD,FRANK36664_HIGH_PRICE_USD,FRANK36664_LOW_PRICE_USD,FRANK36664_CLOSE_PRICE_USD,Adj Close,FRANK36664_VOLUME_USD,FRANK36664_DIVIDENDS_USD,FRANK36664_STOCK_SPLITS_USD
,0.0015158638125285506,0.0021225386299192905,0.0010488195111975074,0.001260109944269061,,266868.0,0.0,0.0
