,BTC
USDT,1.02329740595812e-07
QTUM,2.38683016962054e-05
SC,0.00025887071756645
XWC,0.0005211067301298001
XEM,0.0015594781268287502
RLC,0.0018823619564847
DGB,0.00242404581661275
LSK,0.00810566776269165
DOGE,0.00814591823121155
ARK,0.0110039023913375
BTS,0.02210195761159325
ETC,0.0225343417401537
KMD,0.0297122977368352
ZEN,0.04394537406095815
STEEM,0.0457077734374104
XRP,0.06088901186681055
ETH,0.1135969809987531
ANT,0.16557284951122095
DCR,0.18467277680287986
SYS,0.23503987208022337
MAID,0.30990042209269353
MONA,0.5066790363088556
CON,0.6026454314867109
GNO,0.8151689239400837
FIRO,0.9236750582321772
VERI,0.9405293535048259
