TIMESTAMP,PIPI28411_OPEN_PRICE_USD,PIPI28411_HIGH_PRICE_USD,PIPI28411_LOW_PRICE_USD,PIPI28411_CLOSE_PRICE_USD,PIPI28411_VOLUME_USD,PIPI28411_DIVIDENDS_USD,PIPI28411_STOCK_SPLITS_USD
2023-11-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,3320775,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,1189677,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,354128,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,167974,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,1074623,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,692288,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,174778,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,256907,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,192344,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,85633,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,264262,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,110817,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,55588,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,33127,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,73525,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,47030,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,116370,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,27858,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,14595,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,35300,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,18649,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,27345,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,11818,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,2559,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,4710,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,20922,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,960,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,7419,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,8303,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,2780,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,4143,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,5180,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,2012,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,3902,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,6124,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,103,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,1872,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,1148,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,230,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,386,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,1247,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,8919,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,1641,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,1134,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,2021,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,2055,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,136,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,651,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,1589,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,1912,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,868,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,209,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,1836,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,63145,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,187,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,2892,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,768,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,401,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,629,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,129088,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,35963,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,25528,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,11316,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,5271,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,3103,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,1747,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,620,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,260,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,177,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,181,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,194,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,169,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,44503,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,12449,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,14437,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,791,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,6280,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,2609,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,399,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,135,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,327,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,123,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,179,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,2908,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,359,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,2840,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,753,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,439,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,294,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,676,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,845,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,403,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,1060,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,371,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,746,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,352,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,3741,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,17406,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,982,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,3277,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,2011,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,2091,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,418,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,451,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,157,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,843,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,740,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,341,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,154,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,82,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,1049,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,1028,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,269,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,608,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,449,0.0,0.0
