TIMESTAMP,LSETH_OPEN_PRICE_USD,LSETH_HIGH_PRICE_USD,LSETH_LOW_PRICE_USD,LSETH_CLOSE_PRICE_USD,LSETH_VOLUME_USD,LSETH_DIVIDENDS_USD,LSETH_STOCK_SPLITS_USD
2023-03-07 00:00:00+00:00,1578.81005859375,1578.81005859375,1560.300048828125,1576.949951171875,89615,0.0,0.0
2023-03-08 00:00:00+00:00,1576.949951171875,1585.030029296875,1537.862548828125,1540.3514404296875,1091757,0.0,0.0
2023-03-09 00:00:00+00:00,1541.0706787109375,1558.4599609375,1428.5,1444.739990234375,67556,0.0,0.0
2023-03-10 00:00:00+00:00,1444.739990234375,1446.530029296875,1381.6500244140625,1439.06005859375,60301,0.0,0.0
2023-03-11 00:00:00+00:00,1439.06005859375,1496.3699951171875,1419.56005859375,1489.7099609375,47490,0.0,0.0
2023-03-12 00:00:00+00:00,1489.7099609375,1611.1400146484375,1460.300048828125,1598.22998046875,87386,0.0,0.0
2023-03-13 00:00:00+00:00,1598.22998046875,1711.47998046875,1577.3699951171875,1688.66796875,65432,0.0,0.0
2023-03-14 00:00:00+00:00,1688.7113037109375,1838.1373291015625,1679.7564697265625,1753.5782470703125,703741,0.0,0.0
2023-03-15 00:00:00+00:00,1753.845703125,1763.01318359375,1635.8369140625,1674.6708984375,1944059,0.0,0.0
2023-03-16 00:00:00+00:00,1673.9249267578125,1708.4476318359375,1653.6966552734375,1693.57275390625,9397,0.0,0.0
2023-03-17 00:00:00+00:00,1695.5223388671875,1811.6513671875,1684.6329345703125,1805.412109375,25369,0.0,0.0
2023-03-18 00:00:00+00:00,1805.5484619140625,1850.2259521484375,1772.1627197265625,1791.49560546875,17750,0.0,0.0
2023-03-19 00:00:00+00:00,1791.5750732421875,1865.53271484375,1791.5750732421875,1803.9158935546875,19065,0.0,0.0
2023-03-20 00:00:00+00:00,1804.6435546875,1827.137451171875,1746.1292724609375,1751.669189453125,7405,0.0,0.0
2023-03-21 00:00:00+00:00,1751.8656005859375,1853.580078125,1743.8916015625,1824.5721435546875,13707,0.0,0.0
2023-03-22 00:00:00+00:00,1825.382568359375,1834.3917236328125,1728.77734375,1748.23193359375,25768,0.0,0.0
2023-03-23 00:00:00+00:00,1747.9896240234375,1865.25146484375,1744.0997314453125,1833.2137451171875,40094,0.0,0.0
2023-03-24 00:00:00+00:00,1833.0732421875,1834.67236328125,1749.1937255859375,1769.579345703125,90686,0.0,0.0
2023-03-25 00:00:00+00:00,1770.1676025390625,1776.6910400390625,1735.3251953125,1759.77294921875,32327,0.0,0.0
2023-03-26 00:00:00+00:00,1759.941650390625,1814.9041748046875,1758.877197265625,1793.1046142578125,54262,0.0,0.0
2023-03-27 00:00:00+00:00,1793.4295654296875,1795.5335693359375,1707.318359375,1732.5230712890625,10027,0.0,0.0
2023-03-28 00:00:00+00:00,1732.52392578125,1801.9791259765625,1719.7109375,1786.693603515625,3361,0.0,0.0
2023-03-29 00:00:00+00:00,1786.5550537109375,1839.335693359375,1786.39892578125,1808.4110107421875,283642,0.0,0.0
2023-03-30 00:00:00+00:00,1809.451171875,1844.2335205078125,1781.1171875,1804.834228515625,7124,0.0,0.0
2023-03-31 00:00:00+00:00,1805.0745849609375,1859.32763671875,1803.5577392578125,1836.5604248046875,7823,0.0,0.0
2023-04-01 00:00:00+00:00,1836.504150390625,1855.9554443359375,1828.4808349609375,1831.860107421875,25764,0.0,0.0
2023-04-02 00:00:00+00:00,1837.99951171875,1842.6058349609375,1789.6766357421875,1810.033935546875,11019,0.0,0.0
2023-04-03 00:00:00+00:00,1809.8980712890625,1853.47265625,1779.992919921875,1823.5728759765625,3199,0.0,0.0
