,ETH
USDT,0.00026134617493805
QTUM,0.0007396325797679
XEM,0.00291418107812815
ETC,0.0037034958601961498
LSK,0.00765289948545505
RLC,0.0091933893315762
ARK,0.02504218824714875
STEEM,0.0260515362728127
XWC,0.04510254466907285
BTC,0.058818927179078204
SC,0.06347665205618515
ZEN,0.09135631370811326
SYS,0.10488932085653735
MAID,0.1109689632280337
FIRO,0.13201040929893182
KMD,0.15709541453110082
DOGE,0.16727736674116805
BTS,0.17614650310177044
MONA,0.1868284840963657
DGB,0.20818588101245733
XRP,0.26342696063653337
CON,0.39292661737792267
GNO,0.48459795743943346
ANT,0.6150741991074129
DCR,0.6468931948649669
VERI,0.8262602884720813
