TIMESTAMP,SQGROW_OPEN_PRICE_USD,SQGROW_HIGH_PRICE_USD,SQGROW_LOW_PRICE_USD,SQGROW_CLOSE_PRICE_USD,SQGROW_VOLUME_USD,SQGROW_DIVIDENDS_USD,SQGROW_STOCK_SPLITS_USD
2024-09-04 00:00:00+00:00,,,,0.0,570301,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,988133,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,633203,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,482040,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,484502,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,30252,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,57047,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,40639,0.0,0.0
2024-09-16 00:00:00+00:00,0.0,0.03208500146865845,0.0,0.026503000408411026,200312,0.0,0.0
2024-09-17 00:00:00+00:00,0.026503000408411026,0.02853900007903576,0.025892000645399094,0.02773600071668625,134406,0.0,0.0
2024-09-18 00:00:00+00:00,0.02773600071668625,0.027782000601291656,0.024963999167084694,0.026003999635577202,126586,0.0,0.0
2024-09-19 00:00:00+00:00,0.026003999635577202,0.027840999886393547,0.026003999635577202,0.02653699927031994,95795,0.0,0.0
2024-09-20 00:00:00+00:00,0.02653699927031994,0.027388999238610268,0.02623800002038479,0.02657400071620941,64729,0.0,0.0
2024-09-21 00:00:00+00:00,0.02657400071620941,0.026815999299287796,0.025993000715970993,0.026426000520586967,45007,0.0,0.0
2024-09-22 00:00:00+00:00,0.026426000520586967,0.026691999286413193,0.025324000045657158,0.02597999945282936,46606,0.0,0.0
2024-09-23 00:00:00+00:00,0.02597999945282936,0.02699499949812889,0.025637999176979065,0.025836000218987465,54422,0.0,0.0
2024-09-24 00:00:00+00:00,0.025836000218987465,0.026321999728679657,0.024880999699234962,0.02544499933719635,94143,0.0,0.0
2024-09-25 00:00:00+00:00,0.02544499933719635,0.02544499933719635,0.0,0.02186400070786476,345650,0.0,0.0
2024-09-26 00:00:00+00:00,0.02186400070786476,0.02250000089406967,0.020854000002145767,0.021182000637054443,452786,0.0,0.0
2024-09-27 00:00:00+00:00,0.021182000637054443,0.021990999579429626,0.021098999306559563,0.02160000056028366,443300,0.0,0.0
2024-09-28 00:00:00+00:00,0.02160000056028366,0.022224999964237213,0.0212009996175766,0.021462000906467438,420325,0.0,0.0
2024-09-29 00:00:00+00:00,0.021462000906467438,0.02239999920129776,0.0214610006660223,0.02162499912083149,450896,0.0,0.0
2024-09-30 00:00:00+00:00,0.02162499912083149,0.021696999669075012,0.020639000460505486,0.02089500054717064,442187,0.0,0.0
2024-10-01 00:00:00+00:00,0.02089500054717064,0.021252000704407692,0.018573999404907227,0.018660999834537506,433613,0.0,0.0
2024-10-02 00:00:00+00:00,0.018660999834537506,0.01910099945962429,0.01694200001657009,0.017392000183463097,479190,0.0,0.0
2024-10-03 00:00:00+00:00,0.017392000183463097,0.017867999151349068,0.01683500036597252,0.01761999912559986,513891,0.0,0.0
2024-10-04 00:00:00+00:00,0.017622999846935272,0.017900999635457993,0.01693500019609928,0.017834000289440155,581981,0.0,0.0
2024-10-05 00:00:00+00:00,0.017834000289440155,0.018309999257326126,0.017210999503731728,0.017256999388337135,546096,0.0,0.0
2024-10-06 00:00:00+00:00,0.017256999388337135,0.017645999789237976,0.016674000769853592,0.017525000497698784,486605,0.0,0.0
