TIMESTAMP,POLYPAD_OPEN_PRICE_USD,POLYPAD_HIGH_PRICE_USD,POLYPAD_LOW_PRICE_USD,POLYPAD_CLOSE_PRICE_USD,POLYPAD_VOLUME_USD,POLYPAD_DIVIDENDS_USD,POLYPAD_STOCK_SPLITS_USD
2022-04-07 00:00:00+00:00,0.13126499950885773,0.15533100068569183,0.03819200024008751,0.04382999986410141,3712231,0.0,0.0
2022-04-08 00:00:00+00:00,0.04382900148630142,0.05176699906587601,0.041113000363111496,0.04670500010251999,4742346,0.0,0.0
2022-04-09 00:00:00+00:00,0.04671800136566162,0.054003000259399414,0.04533199965953827,0.052995000034570694,2137495,0.0,0.0
2022-04-10 00:00:00+00:00,0.052995000034570694,0.061216000467538834,0.04270999878644943,0.044318001717329025,4430643,0.0,0.0
2022-04-11 00:00:00+00:00,0.044116001576185226,0.044116001576185226,0.028689999133348465,0.033211998641490936,2836369,0.0,0.0
2022-04-12 00:00:00+00:00,0.03321399912238121,0.03321399912238121,0.023416999727487564,0.025026999413967133,1813809,0.0,0.0
2022-04-13 00:00:00+00:00,0.02502799965441227,0.026551999151706696,0.021150000393390656,0.02538900077342987,1739702,0.0,0.0
2022-04-14 00:00:00+00:00,0.02533699944615364,0.02533699944615364,0.017010999843478203,0.018655000254511833,1418156,0.0,0.0
2022-04-15 00:00:00+00:00,0.018633000552654266,0.02185099944472313,0.017819000408053398,0.021503999829292297,1098559,0.0,0.0
2022-04-16 00:00:00+00:00,0.02148599922657013,0.025523999705910683,0.02063800022006035,0.02219099923968315,1065476,0.0,0.0
2022-04-17 00:00:00+00:00,0.02219099923968315,0.023419000208377838,0.020836999639868736,0.022769000381231308,696953,0.0,0.0
2022-04-18 00:00:00+00:00,0.022769000381231308,0.023240000009536743,0.021285999566316605,0.022928999736905098,603663,0.0,0.0
2022-04-19 00:00:00+00:00,0.022928999736905098,0.023036999627947807,0.02143000066280365,0.022067999467253685,592769,0.0,0.0
