,MSE,RMSE,MAE,MAPE,R2
0,3062225.379444024,1749.8200564027409,1395.0762222222231,0.039316558799608596,0.4422657121593036
1,980064.2888289136,989.8147221949621,815.1454731182793,0.02353241301030985,0.8975494407993126
2,2012072.709211483,1418.4678053099215,1204.4995698924731,0.02655928212535029,0.8044222256644357
3,3116387.5637906417,1765.3138369905066,1310.3907333333327,0.028910317090436868,0.6731607161774251
4,3608020.5451568044,1899.3516071855665,1514.2696236559134,0.02629383050171048,0.8540365688731336
5,3670956.2785558417,1915.949245223923,1512.9516444444434,0.02529354821619668,0.7155514236285178
6,2390595.779237139,1546.0660249711239,1175.5783870967743,0.024041351141459038,0.6635690540699027
7,1085932.6829445593,1042.0273907479457,742.9185591397844,0.01842742896182835,0.9068805995029452
8,2815746.6698515476,1677.930101982269,1158.7493809523805,0.028425590412603775,0.548988932574575
9,1672339.4744325269,1293.1758127271137,962.9783333333331,0.02325926823062165,0.800197104844147
10,1064336.1769310667,1031.6552769182913,846.3659777777776,0.020697745036571794,0.8297869815524918
11,1793762.1218952432,1339.3012481682927,1056.5931923076923,0.03327345182103603,0.8579537834599633
Mean,2272703.3058566498,1472.4060940685547,1141.2930914395338,0.026502565445644447,0.7495302119421794
