TIMESTAMP,DGC_OPEN_PRICE_USD,DGC_HIGH_PRICE_USD,DGC_LOW_PRICE_USD,DGC_CLOSE_PRICE_USD,DGC_VOLUME_USD,DGC_DIVIDENDS_USD,DGC_STOCK_SPLITS_USD
2014-09-17 00:00:00+00:00,0.013237000443041325,0.01361900009214878,0.011587999761104584,0.012365000322461128,1799,0.0,0.0
2014-09-18 00:00:00+00:00,0.012361999601125717,0.013662000186741352,0.011575000360608101,0.0129399998113513,4226,0.0,0.0
2014-09-19 00:00:00+00:00,0.012934000231325626,0.012934000231325626,0.011462000198662281,0.011981000192463398,1464,0.0,0.0
2014-09-20 00:00:00+00:00,0.011978999711573124,0.014678999781608582,0.011521000415086746,0.012826000340282917,3520,0.0,0.0
2014-09-21 00:00:00+00:00,0.012827999889850616,0.013299999758601189,0.011141999624669552,0.012016999535262585,866,0.0,0.0
2014-09-22 00:00:00+00:00,0.012019000016152859,0.012829000130295753,0.011525999754667282,0.012575999833643436,1555,0.0,0.0
2014-09-23 00:00:00+00:00,0.0125749995931983,0.014905000105500221,0.012501000426709652,0.013911000452935696,7393,0.0,0.0
2014-09-24 00:00:00+00:00,0.013898000121116638,0.014468999579548836,0.012423999607563019,0.012426000088453293,2139,0.0,0.0
2014-09-25 00:00:00+00:00,0.012430000118911266,0.013439999893307686,0.012260000221431255,0.012489000335335732,748,0.0,0.0
2014-09-26 00:00:00+00:00,0.01248599961400032,0.013644999824464321,0.011777999810874462,0.013399000279605389,1792,0.0,0.0
2014-09-27 00:00:00+00:00,0.013388000428676605,0.013408999890089035,0.01219900045543909,0.012852000072598457,1522,0.0,0.0
2014-09-28 00:00:00+00:00,0.012852000072598457,0.012853999622166157,0.011435999535024166,0.01144499983638525,734,0.0,0.0
2014-09-29 00:00:00+00:00,0.011505999602377415,0.01211399957537651,0.011301999911665916,0.011482000350952148,840,0.0,0.0
2014-09-30 00:00:00+00:00,0.011494000442326069,0.011874999850988388,0.011247999966144562,0.011861000210046768,869,0.0,0.0
2014-10-01 00:00:00+00:00,0.011872000060975552,0.012156999669969082,0.0112119996920228,0.011258999817073345,1092,0.0,0.0
2014-10-02 00:00:00+00:00,0.011261999607086182,0.012842999771237373,0.011233000084757805,0.012546000070869923,2364,0.0,0.0
2014-10-03 00:00:00+00:00,0.01254700031131506,0.01254700031131506,0.0113129997625947,0.012296999804675579,523,0.0,0.0
2014-10-04 00:00:00+00:00,0.012299000285565853,0.012360000051558018,0.010122000239789486,0.01092199981212616,781,0.0,0.0
2014-10-05 00:00:00+00:00,0.01092199981212616,0.011064999736845493,0.00939099956303835,0.009711000137031078,1005,0.0,0.0
2014-10-06 00:00:00+00:00,0.009708999656140804,0.011710000224411488,0.009415999986231327,0.011504000052809715,1760,0.0,0.0
2014-10-07 00:00:00+00:00,0.011506999842822552,0.01159599982202053,0.01020899973809719,0.01070099975913763,1576,0.0,0.0
2014-10-08 00:00:00+00:00,0.010700000450015068,0.010960999876260757,0.009716999717056751,0.0109479995444417,460,0.0,0.0
2014-10-09 00:00:00+00:00,0.010945999994874,0.012145999819040298,0.010617000050842762,0.011622999794781208,1738,0.0,0.0
2014-10-10 00:00:00+00:00,0.011625000275671482,0.011958999559283257,0.01063000038266182,0.010951999574899673,343,0.0,0.0
2014-10-11 00:00:00+00:00,0.010947000235319138,0.01155100017786026,0.010672000236809254,0.011040999554097652,407,0.0,0.0
2014-10-12 00:00:00+00:00,0.011048000305891037,0.01207599975168705,0.010669000446796417,0.01117200031876564,525,0.0,0.0
2014-10-13 00:00:00+00:00,0.011157999746501446,0.011865999549627304,0.010924000293016434,0.011660999618470669,497,0.0,0.0
