,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.03936750845467087,0.1716192936954617,0.1686605009406292,0.05761441514668917,5201892.835670358,1972.7762047304495,1938.7646141746625,0.053549348175408,-0.5602061840019049
1,0.0032923643926059,0.05400402719829447,0.04870011581722924,0.016865318108695532,435042.63192127895,620.7805369738177,559.8117355356718,0.015661298388455067,0.8428039180605333
2,0.02329072257589204,0.12387485314402817,0.11919919269717731,0.03334940864941607,3077556.2199095483,1423.949587269275,1370.2025394947625,0.031398400282268334,0.14174196390330426
3,0.023774076426278167,0.13796871081155407,0.13516343856461788,0.033862306544470235,3141427.6559404894,1585.9600338608452,1553.713253438051,0.032079388918192335,-0.5035761689251891
4,0.0026713507950295334,0.0492727262575632,0.04604895929493293,0.013008229426644665,600321.7156349942,738.6404195733272,690.3135988000772,0.012411137414772367,0.8921429690850481
5,0.07275090327549193,0.266451357529432,0.2650980592985932,0.10281299199087053,34491055.45124669,5801.656157046083,5772.1897207587,0.09834715636658727,-14.795111771409395
6,0.005174055933068966,0.06815938767565027,0.06560342342804447,0.0418946187989537,4706173.542486545,2055.625713310738,1978.5401373455643,0.03974364344393664,0.4234534075091447
7,0.012188492348445166,0.11018188446877752,0.11009998050698507,0.10856205245367363,18725109.51219501,4318.643801916927,4315.433537758822,0.10201540867563984,-7.7174468818781135
8,0.008052108493629634,0.0897164353898442,0.08964705019742235,0.11387293863250303,18583400.74201176,4310.025076969466,4306.691781929268,0.10668590241248732,-337.27496022361237
9,0.006627104625447967,0.08125228974887694,0.0812303614522376,0.11078743634631105,19035004.759444907,4354.619269174501,4353.444042552703,0.10404129803523558,-129.80678206554484
10,0.0092494360415171,0.09528002857353768,0.0950169583864966,0.14057575367211608,27930131.22581503,5235.772151967268,5221.316064144485,0.13153707523400143,-9.796838877714649
11,0.0105288464155776,0.10183203060951747,0.10179124535992644,0.184168300184355,31793514.08734848,5595.814071576425,5593.572864393612,0.16987991161185592,-9.712628082560661
Mean,0.018080580814804573,0.11246775209187813,0.11052160716202435,0.0797811474962249,13976719.198302092,3167.8552520307603,3137.832824193865,0.07477916407990333,-42.322283999757424
