TIMESTAMP,BUNKER_OPEN_PRICE_USD,BUNKER_HIGH_PRICE_USD,BUNKER_LOW_PRICE_USD,BUNKER_CLOSE_PRICE_USD,BUNKER_VOLUME_USD,BUNKER_DIVIDENDS_USD,BUNKER_STOCK_SPLITS_USD
2025-03-13 00:00:00+00:00,0.0005810000002384186,0.0006350000039674342,0.0005709999823011458,0.0006350000039674342,3014,0.0,0.0
2025-03-14 00:00:00+00:00,0.0006350000039674342,0.0007910000276751816,0.0006329999887384474,0.0007890000124461949,1272,0.0,0.0
2025-03-15 00:00:00+00:00,0.0007890000124461949,0.0008030000026337802,0.0007730000070296228,0.0007989999721758068,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.0007989999721758068,0.0007989999721758068,0.000742000003810972,0.000742000003810972,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.000742000003810972,0.0007590000168420374,0.0007070000283420086,0.000742000003810972,2702,0.0,0.0
2025-03-18 00:00:00+00:00,0.000742000003810972,0.0007740000146441162,0.0007070000283420086,0.000770999991800636,2502,0.0,0.0
2025-03-19 00:00:00+00:00,0.000770999991800636,0.0008970000199042261,0.000770999991800636,0.0008970000199042261,11421,0.0,0.0
2025-03-20 00:00:00+00:00,0.0008970000199042261,0.0008970000199042261,0.0007570000016130507,0.0007650000043213367,6310,0.0,0.0
2025-03-21 00:00:00+00:00,0.0007650000043213367,0.0007789999945089221,0.0007360000163316727,0.0007789999945089221,2484,0.0,0.0
2025-03-22 00:00:00+00:00,0.0007789999945089221,0.0008079999824985862,0.0007619999814778566,0.0007639999967068434,2630,0.0,0.0
2025-03-23 00:00:00+00:00,0.0007639999967068434,0.0007999999797903001,0.0007609999738633633,0.0007999999797903001,0,0.0,0.0
2025-03-24 00:00:00+00:00,0.0007999999797903001,0.0009590000263415277,0.0007999999797903001,0.0009449999779462814,5393,0.0,0.0
2025-03-25 00:00:00+00:00,0.0009449999779462814,0.0011070000473409891,0.0009319999953731894,0.0011060000397264957,14233,0.0,0.0
2025-03-26 00:00:00+00:00,0.0011060000397264957,0.001145999995060265,0.00092299998505041,0.00092299998505041,9350,0.0,0.0
2025-03-27 00:00:00+00:00,0.00092299998505041,0.001069999998435378,0.0009210000280290842,0.0010000000474974513,8717,0.0,0.0
2025-03-28 00:00:00+00:00,0.0010000000474974513,0.0010000000474974513,0.0008149999775923789,0.0008149999775923789,5232,0.0,0.0
2025-03-29 00:00:00+00:00,0.0008149999775923789,0.000818000000435859,0.0007689999765716493,0.0007689999765716493,0,0.0,0.0
2025-03-30 00:00:00+00:00,0.0007689999765716493,0.0008280000183731318,0.0007650000043213367,0.0008210000232793391,0,0.0,0.0
2025-03-31 00:00:00+00:00,0.0008210000232793391,0.0008629999938420951,0.000813000020571053,0.0008500000112690032,14152,0.0,0.0
2025-04-01 00:00:00+00:00,0.0008500000112690032,0.0008970000199042261,0.000775999971665442,0.0007769999792799354,0,0.0,0.0
