TIMESTAMP,NAFT_OPEN_PRICE_USD,NAFT_HIGH_PRICE_USD,NAFT_LOW_PRICE_USD,NAFT_CLOSE_PRICE_USD,NAFT_VOLUME_USD,NAFT_DIVIDENDS_USD,NAFT_STOCK_SPLITS_USD
2021-05-15 00:00:00+00:00,0.17037199437618256,0.390190988779068,0.145579993724823,0.2583650052547455,222869,0.0,0.0
2021-05-16 00:00:00+00:00,0.2583419978618622,0.25839900970458984,0.12021999806165695,0.1533769965171814,0,0.0,0.0
2021-05-17 00:00:00+00:00,0.15340499579906464,0.15341199934482574,0.09597700089216232,0.09617199748754501,22871,0.0,0.0
2021-05-18 00:00:00+00:00,0.0961809977889061,0.1048789992928505,0.0695979967713356,0.07509399950504303,13222,0.0,0.0
2021-05-19 00:00:00+00:00,0.0750890001654625,0.08285299688577652,0.043129000812768936,0.06005199998617172,19098,0.0,0.0
2021-05-20 00:00:00+00:00,0.060054000467061996,0.10896199941635132,0.038787998259067535,0.09034200012683868,425033,0.0,0.0
2021-05-21 00:00:00+00:00,0.09034699946641922,0.1391330063343048,0.07341799885034561,0.08536999672651291,495239,0.0,0.0
2021-05-22 00:00:00+00:00,0.08536999672651291,0.09200800210237503,0.06854400038719177,0.08201900124549866,42632965,0.0,0.0
2021-05-23 00:00:00+00:00,0.08200400322675705,0.08217199891805649,0.04779300093650818,0.06967800110578537,25026629,0.0,0.0
2021-05-24 00:00:00+00:00,0.06966599822044373,0.08882100135087967,0.061521999537944794,0.07855500280857086,31936092,0.0,0.0
2021-05-25 00:00:00+00:00,0.07855000346899033,0.0811460018157959,0.06008400022983551,0.07140500098466873,24382460,0.0,0.0
2021-05-26 00:00:00+00:00,0.07140400260686874,0.0718579962849617,0.06772299855947495,0.06788399815559387,17316439,0.0,0.0
2021-05-27 00:00:00+00:00,0.06788899749517441,0.06816799938678741,0.06069200113415718,0.06099599972367287,11489587,0.0,0.0
2021-05-28 00:00:00+00:00,0.06099700182676315,0.06103400141000748,0.04810800030827522,0.051385000348091125,9528498,0.0,0.0
2021-05-29 00:00:00+00:00,0.0513789989054203,0.05159800127148628,0.048937998712062836,0.04915599897503853,8536491,0.0,0.0
2021-05-30 00:00:00+00:00,0.049157001078128815,0.07682999968528748,0.04893900081515312,0.06652600318193436,12977266,0.0,0.0
2021-05-31 00:00:00+00:00,0.06653399765491486,0.08138299733400345,0.06627900153398514,0.08080899715423584,17211122,0.0,0.0
2021-06-01 00:00:00+00:00,0.08081399649381638,0.08099199831485748,0.06693500280380249,0.06695400178432465,11531062,0.0,0.0
2021-06-02 00:00:00+00:00,0.06696300208568573,0.08270599693059921,0.06696099787950516,0.07526600360870361,11235902,0.0,0.0
2021-06-03 00:00:00+00:00,0.07526899874210358,0.07581300288438797,0.06856899708509445,0.0694039985537529,9643703,0.0,0.0
2021-06-04 00:00:00+00:00,0.06941399723291397,0.0716560035943985,0.05355000123381615,0.05913500115275383,6393863,0.0,0.0
2021-06-05 00:00:00+00:00,0.05917400121688843,0.06108599901199341,0.05010199919342995,0.05213499814271927,5634593,0.0,0.0
2021-06-06 00:00:00+00:00,0.05210300162434578,0.06535299867391586,0.04907900094985962,0.06347600370645523,6059075,0.0,0.0
2021-06-07 00:00:00+00:00,0.06348299980163574,0.07497899979352951,0.05453899875283241,0.055994000285863876,7969771,0.0,0.0
2021-06-08 00:00:00+00:00,0.056014999747276306,0.05863599851727486,0.04874800145626068,0.055647000670433044,8782957,0.0,0.0
2021-06-09 00:00:00+00:00,0.055668000131845474,0.06554099917411804,0.05017499998211861,0.06054899841547012,8312799,0.0,0.0
2021-06-10 00:00:00+00:00,0.06053899973630905,0.07446599751710892,0.05721699818968773,0.06011499837040901,6987529,0.0,0.0
2021-06-11 00:00:00+00:00,0.060093000531196594,0.06285099685192108,0.056995999068021774,0.058072999119758606,4135072,0.0,0.0
2021-06-12 00:00:00+00:00,0.05810000002384186,0.06723500043153763,0.057500001043081284,0.059105001389980316,4097239,0.0,0.0
2021-06-13 00:00:00+00:00,0.05907899886369705,0.059401001781225204,0.05305600166320801,0.055024001747369766,4962196,0.0,0.0
2021-06-14 00:00:00+00:00,0.055048998445272446,0.056738998740911484,0.05282200127840042,0.05600599944591522,2735006,0.0,0.0
2021-06-15 00:00:00+00:00,0.05708099901676178,0.0603180006146431,0.05433399975299835,0.057144999504089355,1407724,0.0,0.0
2021-06-16 00:00:00+00:00,0.05892200022935867,0.05936099961400032,0.05316299945116043,0.0540350005030632,2571717,0.0,0.0
2021-06-17 00:00:00+00:00,0.054065000265836716,0.05683000013232231,0.050620999187231064,0.05319099873304367,2011632,0.0,0.0
2021-06-18 00:00:00+00:00,0.05326800048351288,0.055647000670433044,0.050547998398542404,0.051343999803066254,1702328,0.0,0.0
