TIMESTAMP,CHIB33721_OPEN_PRICE_USD,CHIB33721_HIGH_PRICE_USD,CHIB33721_LOW_PRICE_USD,CHIB33721_CLOSE_PRICE_USD,CHIB33721_VOLUME_USD,CHIB33721_DIVIDENDS_USD,CHIB33721_STOCK_SPLITS_USD
2024-10-30 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,101952,0.0,0.0
2024-10-31 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,78804,0.0,0.0
2024-11-01 00:00:00+00:00,3.999999989900971e-06,7.999999979801942e-06,3.000000106112566e-06,6.000000212225132e-06,123101,0.0,0.0
2024-11-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,116173,0.0,0.0
2024-11-03 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,89710,0.0,0.0
2024-11-04 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,64329,0.0,0.0
2024-11-05 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,133487,0.0,0.0
2024-11-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,110209,0.0,0.0
2024-11-07 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,98267,0.0,0.0
2024-11-08 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,151311,0.0,0.0
2024-11-09 00:00:00+00:00,3.999999989900971e-06,9.000000318337698e-06,3.000000106112566e-06,7.000000096013537e-06,255792,0.0,0.0
2024-11-10 00:00:00+00:00,7.000000096013537e-06,1.5999999959603883e-05,6.000000212225132e-06,7.000000096013537e-06,865577,0.0,0.0
2024-11-11 00:00:00+00:00,7.000000096013537e-06,1.5999999959603883e-05,6.000000212225132e-06,1.4000000192027073e-05,511769,0.0,0.0
2024-11-12 00:00:00+00:00,1.4000000192027073e-05,2.300000051036477e-05,1.2000000424450263e-05,1.4999999621068127e-05,649135,0.0,0.0
2024-11-13 00:00:00+00:00,1.4999999621068127e-05,2.499999936844688e-05,1.4000000192027073e-05,1.8000000636675395e-05,362939,0.0,0.0
2024-11-14 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,9.999999747378752e-06,1.2999999853491317e-05,481453,0.0,0.0
2024-11-15 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,7.999999979801942e-06,9.000000318337698e-06,328936,0.0,0.0
2024-11-16 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,6.000000212225132e-06,7.999999979801942e-06,249398,0.0,0.0
