TIMESTAMP,HUSH_OPEN_PRICE_USD,HUSH_HIGH_PRICE_USD,HUSH_LOW_PRICE_USD,HUSH_CLOSE_PRICE_USD,HUSH_VOLUME_USD,HUSH_DIVIDENDS_USD,HUSH_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,1.9282699823379517,1.9729700088500977,1.76173996925354,1.8539400100708008,24385,0.0,0.0
2017-11-10 00:00:00+00:00,1.859179973602295,2.0149600505828857,1.715190052986145,1.715190052986145,35193,0.0,0.0
2017-11-11 00:00:00+00:00,1.709130048751831,1.7701900005340576,1.5799399614334106,1.5921499729156494,20282,0.0,0.0
2017-11-12 00:00:00+00:00,1.5911799669265747,1.6192500591278076,1.3771899938583374,1.475890040397644,14760,0.0,0.0
2017-11-13 00:00:00+00:00,1.4777899980545044,1.6842999458312988,1.4675400257110596,1.5737099647521973,30096,0.0,0.0
2017-11-14 00:00:00+00:00,1.5770100355148315,1.6801400184631348,1.4787800312042236,1.5879700183868408,19835,0.0,0.0
2017-11-15 00:00:00+00:00,1.6185499429702759,1.690619945526123,1.5941200256347656,1.6652400493621826,23422,0.0,0.0
2017-11-16 00:00:00+00:00,1.6735899448394775,1.7300699949264526,1.4861199855804443,1.6413999795913696,39930,0.0,0.0
2017-11-17 00:00:00+00:00,1.6387100219726562,1.796339988708496,1.5320700407028198,1.7397199869155884,28562,0.0,0.0
2017-11-18 00:00:00+00:00,1.7787400484085083,1.7787400484085083,1.524359941482544,1.5792900323867798,17040,0.0,0.0
2017-11-19 00:00:00+00:00,1.576550006866455,1.8682199716567993,1.5544400215148926,1.6127300262451172,31654,0.0,0.0
2017-11-20 00:00:00+00:00,1.6119600534439087,1.7539900541305542,1.394700050354004,1.5339000225067139,47267,0.0,0.0
2017-11-21 00:00:00+00:00,1.5341700315475464,1.559689998626709,1.3607300519943237,1.535290002822876,28731,0.0,0.0
2017-11-22 00:00:00+00:00,1.538830041885376,1.538830041885376,1.1014100313186646,1.3007299900054932,32257,0.0,0.0
2017-11-23 00:00:00+00:00,1.296720027923584,2.1351799964904785,1.296720027923584,1.9432400465011597,230732,0.0,0.0
2017-11-24 00:00:00+00:00,1.940790057182312,2.291110038757324,1.7852400541305542,1.9467300176620483,147747,0.0,0.0
