TIMESTAMP,XBY_OPEN_PRICE_USD,XBY_HIGH_PRICE_USD,XBY_LOW_PRICE_USD,XBY_CLOSE_PRICE_USD,XBY_VOLUME_USD,XBY_DIVIDENDS_USD,XBY_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.01763799972832203,0.01959099993109703,0.0171509999781847,0.017893999814987183,27656,0.0,0.0
2017-11-10 00:00:00+00:00,0.0179469995200634,0.01862099952995777,0.01536600012332201,0.01630299910902977,11899,0.0,0.0
2017-11-11 00:00:00+00:00,0.016245000064373016,0.01789899915456772,0.014897000044584274,0.01537800021469593,35433,0.0,0.0
2017-11-12 00:00:00+00:00,0.015367000363767147,0.015533000230789185,0.011965000070631504,0.014159999787807465,30569,0.0,0.0
2017-11-13 00:00:00+00:00,0.014181000180542469,0.01925100013613701,0.013786000199615955,0.017510000616312027,43803,0.0,0.0
2017-11-14 00:00:00+00:00,0.01754700019955635,0.01776999980211258,0.01533500012010336,0.015533000230789185,51619,0.0,0.0
2017-11-15 00:00:00+00:00,0.015544000081717968,0.019169999286532402,0.015544000081717968,0.018751999363303185,38650,0.0,0.0
2017-11-16 00:00:00+00:00,0.01861800067126751,0.020521000027656555,0.017935000360012054,0.019867999479174614,43728,0.0,0.0
2017-11-17 00:00:00+00:00,0.01983500085771084,0.02047000080347061,0.014475000090897083,0.017945000901818275,59720,0.0,0.0
2017-11-18 00:00:00+00:00,0.018004000186920166,0.019272999837994576,0.01754700019955635,0.0181099995970726,26060,0.0,0.0
2017-11-19 00:00:00+00:00,0.01807600073516369,0.01871900074183941,0.01702599972486496,0.01838899962604046,33430,0.0,0.0
2017-11-20 00:00:00+00:00,0.018379999324679375,0.02027999982237816,0.01802399940788746,0.01870100013911724,27804,0.0,0.0
2017-11-21 00:00:00+00:00,0.018688999116420746,0.01870100013911724,0.016241999343037605,0.01680300012230873,27622,0.0,0.0
2017-11-22 00:00:00+00:00,0.01684500090777874,0.02104100026190281,0.016628000885248184,0.01972699910402298,60072,0.0,0.0
2017-11-23 00:00:00+00:00,0.020253000780940056,0.02064500004053116,0.017974000424146652,0.017974000424146652,31408,0.0,0.0
2017-11-24 00:00:00+00:00,0.01795000024139881,0.02031400054693222,0.01759899966418743,0.019322000443935394,24236,0.0,0.0
2017-11-25 00:00:00+00:00,0.01923299953341484,0.020718000829219818,0.019039999693632126,0.020399000495672226,20903,0.0,0.0
