,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0008745868244217984,0.029573414148890528,0.023014907871988066,0.04213007269915654,3325235.9212541226,1823.5229423437816,1419.1193723958336,0.039852165398936705,0.3943626419882621
1,0.00029223445023119856,0.01709486619518265,0.014180309882111112,0.026729142584211888,1111094.64621224,1054.0847433732451,874.3706073588705,0.025238695143749244,0.8838522440549763
Mean,0.0005834106373264985,0.02333414017203659,0.018597608877049587,0.034429607641684214,2218165.283733181,1438.8038428585132,1146.744989877352,0.032545430271342976,0.6391074430216193
