TIMESTAMP,AIMX28039_OPEN_PRICE_USD,AIMX28039_HIGH_PRICE_USD,AIMX28039_LOW_PRICE_USD,AIMX28039_CLOSE_PRICE_USD,AIMX28039_VOLUME_USD,AIMX28039_DIVIDENDS_USD,AIMX28039_STOCK_SPLITS_USD
2023-09-26 00:00:00+00:00,2.099999983329326e-05,2.499999936844688e-05,1.2999999853491317e-05,1.4000000192027073e-05,883888,0.0,0.0
2023-09-27 00:00:00+00:00,1.4000000192027073e-05,4.8999998398358e-05,1.4000000192027073e-05,4.8000001697801054e-05,1320100,0.0,0.0
2023-09-28 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,1.4000000192027073e-05,2.5999999706982635e-05,905777,0.0,0.0
2023-09-29 00:00:00+00:00,2.5999999706982635e-05,0.00025400001322850585,1.1000000085914508e-05,1.1000000085914508e-05,931924,0.0,0.0
2023-09-30 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.000000096013537e-06,7.999999979801942e-06,1044429,0.0,0.0
2023-10-01 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,892969,0.0,0.0
2023-10-02 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,1042318,0.0,0.0
2023-10-03 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,965482,0.0,0.0
2023-10-04 00:00:00+00:00,4.999999873689376e-06,3.300000025774352e-05,4.999999873689376e-06,1.9999999494757503e-05,1953791,0.0,0.0
2023-10-05 00:00:00+00:00,1.9999999494757503e-05,5.400000009103678e-05,6.000000212225132e-06,6.000000212225132e-06,516959,0.0,0.0
2023-10-06 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,933684,0.0,0.0
2023-10-07 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,1018621,0.0,0.0
2023-10-08 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,806742,0.0,0.0
2023-10-09 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,1132910,0.0,0.0
2023-10-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,1031862,0.0,0.0
2023-10-11 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,1035659,0.0,0.0
2023-10-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,979880,0.0,0.0
2023-10-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,903503,0.0,0.0
2023-10-14 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,1127950,0.0,0.0
2023-10-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,863027,0.0,0.0
2023-10-16 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1434149,0.0,0.0
2023-10-17 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1006037,0.0,0.0
2023-10-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1163384,0.0,0.0
2023-10-19 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,1104833,0.0,0.0
2023-10-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,766046,0.0,0.0
2023-10-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1045029,0.0,0.0
2023-10-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1056097,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,1000789,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,1036066,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,11490,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,790253,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,1096686,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,1509712,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,1146935,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,1077624,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,1553330,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,1156132,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,1026117,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,1367415,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,1266731,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,1269195,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,1097651,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,1269195,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,1097651,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,898263,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,1208395,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,658478,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,701026,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,189807,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,159780,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,108548,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,196729,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,134111,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,167497,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,181386,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,209559,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,146511,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,277235,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,17588,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,11439,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,3659,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,96881,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,56327,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,69985,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,65431,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,90381,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,74001,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,200125,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,131665,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,76073,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,79264,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,52460,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,38800,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,37544,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,35707,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,114365,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,77029,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,52588,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,323577,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,113099,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,224516,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,261491,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,194752,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,9733244,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,2353421,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,1360739,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,612707,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,658404,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,1112324,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,735794,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,704992,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,2021684,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,957959,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,543977,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,531890,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,329131,0.0,0.0
