TIMESTAMP,KRAZY_OPEN_PRICE_USD,KRAZY_HIGH_PRICE_USD,KRAZY_LOW_PRICE_USD,KRAZY_CLOSE_PRICE_USD,KRAZY_VOLUME_USD,KRAZY_DIVIDENDS_USD,KRAZY_STOCK_SPLITS_USD
2024-07-16 00:00:00+00:00,,,,0.0,57229,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,55256,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,32899,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,138717,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,166379,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,173557,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,32529,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,60271,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,57108,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,26798,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,28379,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,33187,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,17717,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,13842,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,42428,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,33833,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,41367,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,27632,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,13164,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,19125,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,9895,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,28116,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,9775,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,13109,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,9775,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,1269,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,6292,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,2199,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,2381,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,1893,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,2295,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,3315,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1525,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,289,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,2114,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,1539,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,2191,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,500,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,941,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,901,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,1161,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,189,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,827,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,603,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,376,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,269,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,282,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,691,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,2645,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,2400,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,2454,0.0,0.0
