TIMESTAMP,PING35926_OPEN_PRICE_USD,PING35926_HIGH_PRICE_USD,PING35926_LOW_PRICE_USD,PING35926_CLOSE_PRICE_USD,PING35926_VOLUME_USD,PING35926_DIVIDENDS_USD,PING35926_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.00020199999562464654,0.00020399999630171806,0.00014699999883305281,0.00015199999324977398,91916,0.0,0.0
2025-04-02 00:00:00+00:00,0.00015199999324977398,0.00015799999528098851,0.00014699999883305281,0.000155999994603917,70304,0.0,0.0
2025-04-03 00:00:00+00:00,0.000155999994603917,0.00016700000560376793,0.00014800000644754618,0.0001500000071246177,76818,0.0,0.0
2025-04-04 00:00:00+00:00,0.0001500000071246177,0.00015100000018719584,0.00013600000238511711,0.00014200000441633165,77106,0.0,0.0
2025-04-05 00:00:00+00:00,0.00014200000441633165,0.00014899999951012433,0.00013800000306218863,0.00014400000509340316,58425,0.0,0.0
2025-04-06 00:00:00+00:00,0.00014400000509340316,0.00014699999883305281,0.0001289999927394092,0.00013000000035390258,62817,0.0,0.0
2025-04-07 00:00:00+00:00,0.00013000000035390258,0.00013699999544769526,0.00012099999730708078,0.00012700000661425292,68733,0.0,0.0
2025-04-08 00:00:00+00:00,0.00012700000661425292,0.00013000000035390258,0.00011300000187475234,0.00011500000255182385,63055,0.0,0.0
2025-04-09 00:00:00+00:00,0.00011500000255182385,0.00012199999764561653,0.00011100000119768083,0.00011999999696854502,59119,0.0,0.0
2025-04-10 00:00:00+00:00,0.00011999999696854502,0.0001320000010309741,0.00011700000322889537,0.00012099999730708078,69531,0.0,0.0
2025-04-11 00:00:00+00:00,0.00012099999730708078,0.00012199999764561653,0.00010900000052060932,0.00011000000085914508,56703,0.0,0.0
2025-04-12 00:00:00+00:00,0.00011000000085914508,0.00011100000119768083,0.00010199999815085903,0.00010399999882793054,64471,0.0,0.0
2025-04-13 00:00:00+00:00,0.00010399999882793054,0.00010599999950500205,9.7999996796716e-05,0.00010099999781232327,56132,0.0,0.0
2025-04-14 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,9.899999713525176e-05,0.00010099999781232327,59961,0.0,0.0
2025-04-15 00:00:00+00:00,0.00010099999781232327,0.00010299999848939478,9.600000339560211e-05,9.600000339560211e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,9.200000204145908e-05,9.200000204145908e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,9.200000204145908e-05,9.200000204145908e-05,9.000000136438757e-05,9.000000136438757e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,7.79999973019585e-05,7.79999973019585e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,7.500000356230885e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.500000356230885e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,7.599999662488699e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.400000322377309e-05,7.400000322377309e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,7.400000322377309e-05,7.400000322377309e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
