TIMESTAMP,MAYO_OPEN_PRICE_USD,MAYO_HIGH_PRICE_USD,MAYO_LOW_PRICE_USD,MAYO_CLOSE_PRICE_USD,MAYO_VOLUME_USD,MAYO_DIVIDENDS_USD,MAYO_STOCK_SPLITS_USD
2024-11-14 00:00:00+00:00,0.0007360000163316727,0.0008329999982379377,0.0003220000071451068,0.0005119999987073243,490631,0.0,0.0
2024-11-15 00:00:00+00:00,0.000522000016644597,0.008084000088274479,0.00039000000106170774,0.002795000094920397,5521626,0.0,0.0
2024-11-16 00:00:00+00:00,0.003470999887213111,0.008662000298500061,0.0031220000237226486,0.0034360000863671303,2386021,0.0,0.0
2024-11-17 00:00:00+00:00,0.0034360000863671303,0.006668000016361475,0.002891999902203679,0.0046339998953044415,1744029,0.0,0.0
2024-11-18 00:00:00+00:00,0.004612000193446875,0.005636999849230051,0.0030189999379217625,0.0030429998878389597,922832,0.0,0.0
2024-11-19 00:00:00+00:00,0.0030429998878389597,0.003519000019878149,0.0012290000449866056,0.0018420000560581684,810062,0.0,0.0
2024-11-20 00:00:00+00:00,0.0018420000560581684,0.0023380001075565815,0.0010389999952167273,0.0014669999945908785,279666,0.0,0.0
2024-11-21 00:00:00+00:00,0.0014669999945908785,0.0015660000499337912,0.0010420000180602074,0.0013269999762997031,170436,0.0,0.0
2024-11-22 00:00:00+00:00,0.0013269999762997031,0.0016710000345483422,0.001095999963581562,0.0015979999443516135,181598,0.0,0.0
2024-11-23 00:00:00+00:00,0.0015979999443516135,0.0016430000541731715,0.0012029999634250998,0.0012209999840706587,43084,0.0,0.0
2024-11-24 00:00:00+00:00,0.0012209999840706587,0.001290000043809414,0.0011660000309348106,0.0011660000309348106,56567,0.0,0.0
2024-11-25 00:00:00+00:00,0.0011660000309348106,0.001303000026382506,0.0008239999879151583,0.0009629999985918403,109265,0.0,0.0
2024-11-26 00:00:00+00:00,0.0009629999985918403,0.0010509999701753259,0.0009139999747276306,0.0010499999625608325,13809,0.0,0.0
2024-11-27 00:00:00+00:00,0.0010499999625608325,0.0011159999994561076,0.0010130000300705433,0.0010839999886229634,14074,0.0,0.0
2024-11-28 00:00:00+00:00,0.0010839999886229634,0.0010849999962374568,0.0008909999742172658,0.0009420000133104622,20855,0.0,0.0
2024-11-29 00:00:00+00:00,0.0009420000133104622,0.0009420000133104622,0.0007900000200606883,0.0008169999928213656,13699,0.0,0.0
2024-11-30 00:00:00+00:00,0.0008169999928213656,0.0008270000107586384,0.0006510000093840063,0.000653000024612993,10618,0.0,0.0
2024-12-01 00:00:00+00:00,0.000653000024612993,0.0007130000158213079,0.000547999981790781,0.0006929999799467623,34003,0.0,0.0
2024-12-02 00:00:00+00:00,0.0006929999799467623,0.0006929999799467623,0.0005670000100508332,0.0005699999746866524,4397,0.0,0.0
2024-12-03 00:00:00+00:00,0.0005699999746866524,0.0006629999843426049,0.0005610000225715339,0.0006399999838322401,8790,0.0,0.0
2024-12-04 00:00:00+00:00,0.0006399999838322401,0.0006539999740198255,0.0005849999724887311,0.0005849999724887311,4794,0.0,0.0
2024-12-05 00:00:00+00:00,0.0005849999724887311,0.0007789999945089221,0.0005660000024363399,0.0007319999858736992,487034,0.0,0.0
2024-12-06 00:00:00+00:00,0.0007919999770820141,0.0009679999784566462,0.0007179999956861138,0.0007270000060088933,1283373,0.0,0.0
2024-12-07 00:00:00+00:00,0.0007270000060088933,0.0018500000005587935,0.0007149999728426337,0.001101000001654029,889626,0.0,0.0
2024-12-08 00:00:00+00:00,0.0012080000014975667,0.0012159999459981918,0.0007210000185295939,0.0007520000217482448,398801,0.0,0.0
2024-12-09 00:00:00+00:00,0.0007520000217482448,0.0007520000217482448,0.000590000010561198,0.0006200000061653554,166541,0.0,0.0
2024-12-10 00:00:00+00:00,0.0006200000061653554,0.0006629999843426049,0.0005890000029467046,0.0006619999767281115,51140,0.0,0.0
2024-12-11 00:00:00+00:00,0.0006619999767281115,0.0007319999858736992,0.0005370000144466758,0.0005389999714680016,26452,0.0,0.0
2024-12-12 00:00:00+00:00,0.0005389999714680016,0.0006430000066757202,0.0005360000068321824,0.0006099999882280827,42469,0.0,0.0
2024-12-13 00:00:00+00:00,0.0006099999882280827,0.0006189999985508621,0.00017800000205170363,0.00018000000272877514,76003,0.0,0.0
2024-12-14 00:00:00+00:00,0.00018000000272877514,0.00032900000223889947,0.00017800000205170363,0.00030899999546818435,33151,0.0,0.0
2024-12-15 00:00:00+00:00,0.00030899999546818435,0.00030899999546818435,0.00027799999224953353,0.0002849999873433262,3522,0.0,0.0
