TIMESTAMP,PFROG_OPEN_PRICE_USD,PFROG_HIGH_PRICE_USD,PFROG_LOW_PRICE_USD,PFROG_CLOSE_PRICE_USD,PFROG_VOLUME_USD,PFROG_DIVIDENDS_USD,PFROG_STOCK_SPLITS_USD
2024-12-16 00:00:00+00:00,,,,0.0,454,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,564,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,160,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,383,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1341,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,335,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,335,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,149,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,188,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,290,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,1251,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,5489,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,110,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1792,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,173,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,303,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,161,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,252,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,370,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,125,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,306,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,43441,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,3521,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,237,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,362,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,18040,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,2638,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,1475,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,19348,0.0,0.0
2025-06-01 00:00:00+00:00,5.041264827809755e-08,5.1479279505883824e-08,5.011114012631879e-08,5.1479279505883824e-08,148,0.0,0.0
