TIMESTAMP,ZENQ_OPEN_PRICE_USD,ZENQ_HIGH_PRICE_USD,ZENQ_LOW_PRICE_USD,ZENQ_CLOSE_PRICE_USD,ZENQ_VOLUME_USD,ZENQ_DIVIDENDS_USD,ZENQ_STOCK_SPLITS_USD
2024-12-06 00:00:00+00:00,0.013544999994337559,0.018202999606728554,0.013244999572634697,0.017393000423908234,284868,0.0,0.0
2024-12-07 00:00:00+00:00,0.017393000423908234,0.01834000088274479,0.014047999866306782,0.014814999885857105,883120,0.0,0.0
2024-12-08 00:00:00+00:00,0.014721999876201153,0.016304999589920044,0.012740000151097775,0.015394999645650387,827722,0.0,0.0
2024-12-09 00:00:00+00:00,0.015394999645650387,0.015990000218153,0.012346000410616398,0.012795999646186829,715082,0.0,0.0
2024-12-10 00:00:00+00:00,0.012795999646186829,0.013340000063180923,0.011528999544680119,0.012602999806404114,733577,0.0,0.0
2024-12-11 00:00:00+00:00,0.012602999806404114,0.015428000129759312,0.012404000386595726,0.014959000051021576,836799,0.0,0.0
2024-12-12 00:00:00+00:00,0.014955000020563602,0.015043999999761581,0.012744000181555748,0.0133689995855093,676671,0.0,0.0
2024-12-13 00:00:00+00:00,0.0133689995855093,0.01756799966096878,0.013124999590218067,0.016753999516367912,819011,0.0,0.0
2024-12-14 00:00:00+00:00,0.016753999516367912,0.01970200054347515,0.015673000365495682,0.018397999927401543,954322,0.0,0.0
2024-12-15 00:00:00+00:00,0.018397999927401543,0.018955999985337257,0.016471000388264656,0.016801999881863594,604346,0.0,0.0
2024-12-16 00:00:00+00:00,0.016801999881863594,0.0173140000551939,0.014065999537706375,0.014529000036418438,603570,0.0,0.0
2024-12-17 00:00:00+00:00,0.014529000036418438,0.015620999969542027,0.013729000464081764,0.014312000013887882,565276,0.0,0.0
2024-12-18 00:00:00+00:00,0.014312000013887882,0.01561999972909689,0.012734999880194664,0.014523000456392765,644700,0.0,0.0
2024-12-19 00:00:00+00:00,0.014523000456392765,0.015584999695420265,0.013438000343739986,0.013797000050544739,566183,0.0,0.0
2024-12-20 00:00:00+00:00,0.013797000050544739,0.015023999847471714,0.0120430001989007,0.014522000215947628,664435,0.0,0.0
2024-12-21 00:00:00+00:00,0.014522000215947628,0.014522000215947628,0.011772999539971352,0.011772999539971352,475290,0.0,0.0
2024-12-22 00:00:00+00:00,0.011772999539971352,0.012415999546647072,0.011157999746501446,0.012310000136494637,451226,0.0,0.0
2024-12-23 00:00:00+00:00,0.012310000136494637,0.012927000410854816,0.010370999574661255,0.01258500013500452,517376,0.0,0.0
2024-12-24 00:00:00+00:00,0.01258500013500452,0.01258500013500452,0.011250999756157398,0.012101000174880028,421222,0.0,0.0
