TIMESTAMP,RWAINC_OPEN_PRICE_USD,RWAINC_HIGH_PRICE_USD,RWAINC_LOW_PRICE_USD,RWAINC_CLOSE_PRICE_USD,RWAINC_VOLUME_USD,RWAINC_DIVIDENDS_USD,RWAINC_STOCK_SPLITS_USD
2025-05-16 00:00:00+00:00,0.01486399956047535,0.015180000104010105,0.014539999887347221,0.014677000232040882,371422,0.0,0.0
2025-05-17 00:00:00+00:00,0.014677000232040882,0.014759000390768051,0.014314999803900719,0.014461999759078026,89187,0.0,0.0
2025-05-18 00:00:00+00:00,0.014461999759078026,0.014561000280082226,0.014378000050783157,0.014410999603569508,79689,0.0,0.0
2025-05-19 00:00:00+00:00,0.014410999603569508,0.016472000628709793,0.013717999681830406,0.014654000289738178,175075,0.0,0.0
2025-05-20 00:00:00+00:00,0.01465499959886074,0.01696700043976307,0.013528999872505665,0.013580000028014183,229914,0.0,0.0
2025-05-21 00:00:00+00:00,0.013580000028014183,0.014112000353634357,0.012133999727666378,0.012343999929726124,349897,0.0,0.0
2025-05-22 00:00:00+00:00,0.012343999929726124,0.014530999585986137,0.011993000283837318,0.01266700029373169,731198,0.0,0.0
2025-05-23 00:00:00+00:00,0.012667999602854252,0.015438999980688095,0.012160999700427055,0.013260000385344028,4097457,0.0,0.0
2025-05-24 00:00:00+00:00,0.013260000385344028,0.016390999779105186,0.012581000104546547,0.012907000258564949,3100886,0.0,0.0
2025-05-25 00:00:00+00:00,0.012866999953985214,0.01570799946784973,0.011998999863862991,0.01235899981111288,1813011,0.0,0.0
2025-05-26 00:00:00+00:00,0.01235899981111288,0.013716000132262707,0.011745999567210674,0.011749999597668648,477780,0.0,0.0
2025-05-27 00:00:00+00:00,0.011749999597668648,0.012709000147879124,0.011061999946832657,0.012248000130057335,512955,0.0,0.0
2025-05-28 00:00:00+00:00,0.012248000130057335,0.01228300016373396,0.010877000167965889,0.011355999857187271,431121,0.0,0.0
2025-05-29 00:00:00+00:00,0.011353000067174435,0.01152000017464161,0.010220999829471111,0.010300000198185444,435652,0.0,0.0
2025-05-30 00:00:00+00:00,0.01029600016772747,0.010456999763846397,0.009649000130593777,0.009809999726712704,488375,0.0,0.0
2025-05-31 00:00:00+00:00,0.009796000085771084,0.010223999619483948,0.009600000455975533,0.01002699974924326,374251,0.0,0.0
2025-06-01 00:00:00+00:00,0.01004086621105671,0.01062250230461359,0.009806038811802864,0.009889482520520687,380327,0.0,0.0
