TIMESTAMP,GOHM_OPEN_PRICE_USD,GOHM_HIGH_PRICE_USD,GOHM_LOW_PRICE_USD,GOHM_CLOSE_PRICE_USD,GOHM_VOLUME_USD,GOHM_DIVIDENDS_USD,GOHM_STOCK_SPLITS_USD
2022-01-06 00:00:00+00:00,18348.654296875,18433.47265625,17515.24609375,18135.34765625,3103443,0.0,0.0
2022-01-07 00:00:00+00:00,18135.34765625,18150.3203125,15883.34375,16079.82421875,6724584,0.0,0.0
2022-01-08 00:00:00+00:00,16079.82421875,17134.408203125,15354.08984375,15701.3720703125,1935294,0.0,0.0
2022-01-09 00:00:00+00:00,15701.3720703125,16356.521484375,15593.24609375,15973.01171875,1976230,0.0,0.0
2022-01-10 00:00:00+00:00,15973.01171875,16052.638671875,9796.291015625,12035.6845703125,8242965,0.0,0.0
2022-01-11 00:00:00+00:00,12035.6845703125,12460.169921875,11003.408203125,12273.3115234375,5881138,0.0,0.0
2022-01-12 00:00:00+00:00,12273.3115234375,13475.798828125,12119.8857421875,13367.6728515625,2460397,0.0,0.0
2022-01-13 00:00:00+00:00,13367.6728515625,14549.4404296875,13332.7880859375,13620.626953125,2475712,0.0,0.0
2022-01-14 00:00:00+00:00,13620.626953125,13750.353515625,13193.0732421875,13195.587890625,2156046,0.0,0.0
2022-01-15 00:00:00+00:00,13195.587890625,13417.375,12525.2763671875,12753.1533203125,2180457,0.0,0.0
2022-01-16 00:00:00+00:00,12753.1533203125,12753.3076171875,10524.517578125,10526.0791015625,4525538,0.0,0.0
2022-01-17 00:00:00+00:00,10526.0224609375,10690.66796875,6900.33447265625,7965.74267578125,7756676,0.0,0.0
2022-01-18 00:00:00+00:00,7965.74267578125,8145.65478515625,5576.98828125,7449.58349609375,4431163,0.0,0.0
2022-01-19 00:00:00+00:00,7449.58349609375,7840.0615234375,7335.8017578125,7361.13525390625,1626884,0.0,0.0
2022-01-20 00:00:00+00:00,7361.1357421875,7889.34912109375,7131.8046875,7131.8046875,1937304,0.0,0.0
2022-01-21 00:00:00+00:00,7131.41259765625,7292.95849609375,5452.03076171875,5567.19970703125,2824739,0.0,0.0
2022-01-22 00:00:00+00:00,5567.19970703125,5732.95263671875,4524.1630859375,4644.32421875,3517335,0.0,0.0
2022-01-23 00:00:00+00:00,4644.32421875,5091.67822265625,4637.57275390625,4927.69775390625,1354902,0.0,0.0
2022-01-24 00:00:00+00:00,4927.69775390625,4975.45068359375,4340.62060546875,4933.8505859375,1110072,0.0,0.0
2022-01-25 00:00:00+00:00,4933.8505859375,5144.04248046875,4764.9892578125,5030.57080078125,1312942,0.0,0.0
2022-01-26 00:00:00+00:00,5030.57080078125,5139.19580078125,4746.69384765625,4840.67578125,1065722,0.0,0.0
2022-01-27 00:00:00+00:00,4840.67578125,4930.17529296875,4542.33203125,4752.59716796875,1124515,0.0,0.0
2022-01-28 00:00:00+00:00,4752.61474609375,4774.50537109375,4461.55419921875,4668.78662109375,827209,0.0,0.0
2022-01-29 00:00:00+00:00,4668.88623046875,4811.90966796875,4596.87109375,4669.7275390625,530003,0.0,0.0
2022-01-30 00:00:00+00:00,4669.7265625,4770.3955078125,4619.62841796875,4667.6142578125,513453,0.0,0.0
