TIMESTAMP,IDRX_OPEN_PRICE_USD,IDRX_HIGH_PRICE_USD,IDRX_LOW_PRICE_USD,IDRX_CLOSE_PRICE_USD,IDRX_VOLUME_USD,IDRX_DIVIDENDS_USD,IDRX_STOCK_SPLITS_USD
2023-07-05 00:00:00+00:00,6.70000008540228e-05,7.400000322377309e-05,6.70000008540228e-05,7.400000322377309e-05,964,0.0,0.0
2023-07-06 00:00:00+00:00,7.400000322377309e-05,8.199999865610152e-05,7.400000322377309e-05,8.199999865610152e-05,1078,0.0,0.0
2023-07-07 00:00:00+00:00,8.199999865610152e-05,0.00010199999815085903,5.999999848427251e-05,6.70000008540228e-05,14887,0.0,0.0
2023-07-08 00:00:00+00:00,6.70000008540228e-05,7.100000220816582e-05,6.70000008540228e-05,6.70000008540228e-05,1245,0.0,0.0
2023-07-09 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,6.70000008540228e-05,6.70000008540228e-05,49,0.0,0.0
2023-07-10 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,6.70000008540228e-05,6.70000008540228e-05,0,0.0,0.0
2023-07-11 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,6.199999916134402e-05,6.500000017695129e-05,1995,0.0,0.0
2023-07-12 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,6.500000017695129e-05,6.600000051548705e-05,153,0.0,0.0
2023-07-13 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
2023-07-14 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
2023-07-15 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2023-07-16 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2023-07-17 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
2023-07-18 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,2,0.0,0.0
2023-07-19 00:00:00+00:00,6.600000051548705e-05,6.70000008540228e-05,6.399999983841553e-05,6.500000017695129e-05,952,0.0,0.0
2023-07-20 00:00:00+00:00,6.500000017695129e-05,6.70000008540228e-05,6.399999983841553e-05,6.500000017695129e-05,330,0.0,0.0
2023-07-21 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,6.500000017695129e-05,6.600000051548705e-05,123,0.0,0.0
