TIMESTAMP,CIOTX_OPEN_PRICE_USD,CIOTX_HIGH_PRICE_USD,CIOTX_LOW_PRICE_USD,CIOTX_CLOSE_PRICE_USD,CIOTX_VOLUME_USD,CIOTX_DIVIDENDS_USD,CIOTX_STOCK_SPLITS_USD
2021-09-13 00:00:00+00:00,0.06145099923014641,0.06272999942302704,0.05988699942827225,0.061101000756025314,169684,0.0,0.0
2021-09-14 00:00:00+00:00,0.061101000756025314,0.062488000839948654,0.06073300167918205,0.06178100034594536,130863,0.0,0.0
2021-09-15 00:00:00+00:00,0.061785001307725906,0.06992299854755402,0.061691999435424805,0.0663290023803711,145391,0.0,0.0
2021-09-16 00:00:00+00:00,0.06630399823188782,0.06822200119495392,0.06390199810266495,0.06587900221347809,210646,0.0,0.0
2021-09-17 00:00:00+00:00,0.06587599962949753,0.06755000352859497,0.06288299709558487,0.06363999843597412,180337,0.0,0.0
2021-09-18 00:00:00+00:00,0.06363999843597412,0.06580600142478943,0.06335800141096115,0.06482400000095367,97825,0.0,0.0
2021-09-19 00:00:00+00:00,0.06482099741697311,0.06513100117444992,0.06216999888420105,0.06217300146818161,90601,0.0,0.0
2021-09-20 00:00:00+00:00,0.062164999544620514,0.06220399960875511,0.05249600112438202,0.05289100110530853,281857,0.0,0.0
2021-09-21 00:00:00+00:00,0.052889999002218246,0.056095998734235764,0.04980799928307533,0.04989299923181534,341688,0.0,0.0
2021-09-22 00:00:00+00:00,0.049862999469041824,0.0551920011639595,0.049518000334501266,0.05489899963140488,228535,0.0,0.0
2021-09-23 00:00:00+00:00,0.05488499999046326,0.0581590011715889,0.05351699888706207,0.0566679984331131,148723,0.0,0.0
2021-09-24 00:00:00+00:00,0.0566679984331131,0.05702200159430504,0.04982300102710724,0.051938001066446304,170140,0.0,0.0
2021-09-25 00:00:00+00:00,0.05193899944424629,0.06823399662971497,0.05056700110435486,0.06810999661684036,342518,0.0,0.0
2021-09-26 00:00:00+00:00,0.06810999661684036,0.0733259990811348,0.06527099758386612,0.06586500257253647,527593,0.0,0.0
2021-09-27 00:00:00+00:00,0.06585700064897537,0.06813599914312363,0.06038999930024147,0.060426998883485794,469391,0.0,0.0
2021-09-28 00:00:00+00:00,0.06042899936437607,0.06208699941635132,0.056627001613378525,0.056627001613378525,227074,0.0,0.0
2021-09-29 00:00:00+00:00,0.05663200095295906,0.06009500101208687,0.056582000106573105,0.06000199913978577,198316,0.0,0.0
2021-09-30 00:00:00+00:00,0.06000300124287605,0.06408499926328659,0.05991800129413605,0.060065001249313354,233207,0.0,0.0
2021-10-01 00:00:00+00:00,0.06006399914622307,0.07400599867105484,0.06003500148653984,0.06338199973106384,221998,0.0,0.0
2021-10-02 00:00:00+00:00,0.06338600069284439,0.06707999855279922,0.06258399784564972,0.06468000262975693,217433,0.0,0.0
2021-10-03 00:00:00+00:00,0.0647059977054596,0.06490500271320343,0.06254199892282486,0.06332200020551682,132654,0.0,0.0
2021-10-04 00:00:00+00:00,0.06326600164175034,0.06419099867343903,0.06111200153827667,0.062199000269174576,94511,0.0,0.0
2021-10-05 00:00:00+00:00,0.06219099834561348,0.065140001475811,0.06197600066661835,0.06500600278377533,122717,0.0,0.0
2021-10-06 00:00:00+00:00,0.06500300019979477,0.08181600272655487,0.06481499969959259,0.07440400123596191,557562,0.0,0.0
2021-10-07 00:00:00+00:00,0.07440800219774246,0.07447099685668945,0.06941699981689453,0.06970400363206863,591442,0.0,0.0
2021-10-08 00:00:00+00:00,0.06969700008630753,0.07071000337600708,0.06732200086116791,0.06741499900817871,171321,0.0,0.0
2021-10-09 00:00:00+00:00,0.06745699793100357,0.07317499816417694,0.06735599786043167,0.07247500121593475,193662,0.0,0.0
2021-10-10 00:00:00+00:00,0.07247799634933472,0.0770450010895729,0.07055799663066864,0.07070399820804596,317026,0.0,0.0
2021-10-11 00:00:00+00:00,0.070701003074646,0.07596299797296524,0.06933800131082535,0.07021799683570862,321885,0.0,0.0
2021-10-12 00:00:00+00:00,0.0702190026640892,0.07146099954843521,0.06614299863576889,0.06797300279140472,237487,0.0,0.0
2021-10-13 00:00:00+00:00,0.0679669976234436,0.06913699954748154,0.06712199747562408,0.06736200302839279,164924,0.0,0.0
2021-10-14 00:00:00+00:00,0.06736399978399277,0.07025399804115295,0.06606999784708023,0.06938199698925018,138906,0.0,0.0
2021-10-15 00:00:00+00:00,0.06943199783563614,0.07165200263261795,0.06578700244426727,0.0694430023431778,238155,0.0,0.0
2021-10-16 00:00:00+00:00,0.0694430023431778,0.07222600281238556,0.06822100281715393,0.07023199647665024,211933,0.0,0.0
2021-10-17 00:00:00+00:00,0.07023099809885025,0.07190799713134766,0.06598600000143051,0.06627699732780457,112938,0.0,0.0
2021-10-18 00:00:00+00:00,0.06627199798822403,0.069023996591568,0.06564299762248993,0.06660699844360352,183041,0.0,0.0
2021-10-19 00:00:00+00:00,0.066600002348423,0.07140500098466873,0.06637900322675705,0.06771600246429443,200574,0.0,0.0
2021-10-20 00:00:00+00:00,0.06770800054073334,0.07029899954795837,0.0658390000462532,0.0695360004901886,104150,0.0,0.0
2021-10-21 00:00:00+00:00,0.06953900307416916,0.071602001786232,0.0566289983689785,0.06696899980306625,181367,0.0,0.0
2021-10-22 00:00:00+00:00,0.06697200238704681,0.06872399896383286,0.06604199856519699,0.06697999686002731,166581,0.0,0.0
2021-10-23 00:00:00+00:00,0.06697899848222733,0.06863600015640259,0.06346400082111359,0.06646499782800674,119739,0.0,0.0
2021-10-24 00:00:00+00:00,0.06646399945020676,0.06818599998950958,0.06275399774312973,0.06510999798774719,139583,0.0,0.0
2021-10-25 00:00:00+00:00,0.06510700285434723,0.06912899762392044,0.06496600061655045,0.06754499673843384,100720,0.0,0.0
2021-10-26 00:00:00+00:00,0.0675090029835701,0.07146400213241577,0.06547699868679047,0.0661659985780716,118743,0.0,0.0
2021-10-27 00:00:00+00:00,0.06616900116205215,0.07113300263881683,0.0576849989593029,0.05837799981236458,235661,0.0,0.0
2021-10-28 00:00:00+00:00,0.058371998369693756,0.06665100157260895,0.058260999619960785,0.06338900327682495,325653,0.0,0.0
2021-10-29 00:00:00+00:00,0.06338000297546387,0.06684699654579163,0.06297600269317627,0.06655800342559814,214730,0.0,0.0
2021-10-30 00:00:00+00:00,0.06659399718046188,0.0687360018491745,0.06403099745512009,0.06724700331687927,112717,0.0,0.0
2021-10-31 00:00:00+00:00,0.06724999845027924,0.07509800046682358,0.0670820027589798,0.07092300057411194,163171,0.0,0.0
2021-11-01 00:00:00+00:00,0.07091300189495087,0.07301999628543854,0.06807299703359604,0.06994999945163727,174183,0.0,0.0
