TIMESTAMP,MOL36008_OPEN_PRICE_USD,MOL36008_HIGH_PRICE_USD,MOL36008_LOW_PRICE_USD,MOL36008_CLOSE_PRICE_USD,MOL36008_VOLUME_USD,MOL36008_DIVIDENDS_USD,MOL36008_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.08579099923372269,0.08959600329399109,0.08537700027227402,0.08630099892616272,4015,0.0,0.0
2025-04-02 00:00:00+00:00,0.08630099892616272,0.08909700065851212,0.08106999844312668,0.08108700066804886,2044,0.0,0.0
2025-04-03 00:00:00+00:00,0.08108700066804886,0.08389700204133987,0.07897000014781952,0.08306500315666199,6225,0.0,0.0
2025-04-04 00:00:00+00:00,0.08306500315666199,0.08636400103569031,0.08037500083446503,0.08556800335645676,8430,0.0,0.0
2025-04-05 00:00:00+00:00,0.08556800335645676,0.08556900173425674,0.08256600052118301,0.08366599678993225,8605,0.0,0.0
2025-04-06 00:00:00+00:00,0.08366599678993225,0.08367700129747391,0.07233499735593796,0.07385300099849701,8984,0.0,0.0
2025-04-07 00:00:00+00:00,0.07385300099849701,0.07822299748659134,0.0658000037074089,0.074972003698349,8128,0.0,0.0
2025-04-08 00:00:00+00:00,0.074972003698349,0.07728099822998047,0.07143799960613251,0.07193800061941147,9128,0.0,0.0
2025-04-09 00:00:00+00:00,0.07193800061941147,0.08158300071954727,0.0690469965338707,0.08048100024461746,8798,0.0,0.0
2025-04-10 00:00:00+00:00,0.08048100024461746,0.08057700097560883,0.07514400035142899,0.07665599882602692,8271,0.0,0.0
2025-04-11 00:00:00+00:00,0.07665599882602692,0.08207999914884567,0.07614199817180634,0.0812629982829094,8665,0.0,0.0
2025-04-12 00:00:00+00:00,0.0812629982829094,0.08617500215768814,0.08045700192451477,0.08578400313854218,9096,0.0,0.0
2025-04-13 00:00:00+00:00,0.08578400313854218,0.08638200163841248,0.08096300065517426,0.08196700364351273,8975,0.0,0.0
2025-04-14 00:00:00+00:00,0.08196700364351273,0.08526699990034103,0.08148399740457535,0.0817829966545105,9828,0.0,0.0
2025-04-15 00:00:00+00:00,0.0817829966545105,0.08349200338125229,0.07979399710893631,0.07989499717950821,8344,0.0,0.0
2025-04-16 00:00:00+00:00,0.07989499717950821,0.08119799941778183,0.07769999653100967,0.07979600131511688,9843,0.0,0.0
2025-04-17 00:00:00+00:00,0.07979600131511688,0.08209100365638733,0.07128500193357468,0.08090099692344666,11091,0.0,0.0
2025-04-18 00:00:00+00:00,0.08090099692344666,0.08417700231075287,0.08027499914169312,0.08337999880313873,8937,0.0,0.0
2025-04-19 00:00:00+00:00,0.08337999880313873,0.0852930024266243,0.08288499712944031,0.08507800102233887,7556,0.0,0.0
2025-04-20 00:00:00+00:00,0.08507800102233887,0.0868000015616417,0.08329199999570847,0.08629299700260162,8534,0.0,0.0
2025-04-21 00:00:00+00:00,0.08629299700260162,0.08929499983787537,0.08536999672651291,0.08609899878501892,8274,0.0,0.0
2025-04-22 00:00:00+00:00,0.08609899878501892,0.09363800287246704,0.08489199727773666,0.09353700280189514,8089,0.0,0.0
2025-04-23 00:00:00+00:00,0.09353700280189514,0.09733399748802185,0.0934239998459816,0.09480399638414383,8290,0.0,0.0
2025-04-24 00:00:00+00:00,0.09480399638414383,0.11563800275325775,0.00033000000985339284,0.00033000000985339284,8235,0.0,0.0
2025-04-25 00:00:00+00:00,0.00033000000985339284,0.0004299999854993075,3.9999998989515007e-05,0.0003100000030826777,1362,0.0,0.0
2025-04-26 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-04-27 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-04-28 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-04-29 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-04-30 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-01 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-02 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-03 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-04 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-05 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-06 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-07 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
2025-05-08 00:00:00+00:00,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,0.0003100000030826777,1,0.0,0.0
