TIMESTAMP,YAK_OPEN_PRICE_USD,YAK_HIGH_PRICE_USD,YAK_LOW_PRICE_USD,YAK_CLOSE_PRICE_USD,YAK_VOLUME_USD,YAK_DIVIDENDS_USD,YAK_STOCK_SPLITS_USD
2021-08-26 00:00:00+00:00,7759.8505859375,11249.6416015625,7661.79443359375,11014.708984375,4014738,0.0,0.0
2021-08-27 00:00:00+00:00,10992.0771484375,16011.416015625,9615.140625,14329.4638671875,6606340,0.0,0.0
2021-08-28 00:00:00+00:00,14332.3681640625,15802.1083984375,12027.8349609375,13619.9814453125,3090694,0.0,0.0
2021-08-29 00:00:00+00:00,13731.09765625,15482.623046875,12467.1962890625,15413.0390625,2610768,0.0,0.0
2021-08-30 00:00:00+00:00,15412.59765625,15453.5810546875,7902.47412109375,8594.0234375,5013038,0.0,0.0
2021-08-31 00:00:00+00:00,8668.861328125,10335.484375,7661.4951171875,8391.732421875,1709902,0.0,0.0
2021-09-01 00:00:00+00:00,8386.8505859375,11346.5380859375,7552.8798828125,10865.267578125,6769090,0.0,0.0
2021-09-02 00:00:00+00:00,10865.2490234375,12656.4580078125,9936.1435546875,12194.2158203125,5065743,0.0,0.0
2021-09-03 00:00:00+00:00,12259.533203125,12606.5,9841.078125,10300.4658203125,2972747,0.0,0.0
2021-09-04 00:00:00+00:00,10251.1044921875,12171.1923828125,9747.0185546875,10091.5615234375,2244670,0.0,0.0
2021-09-05 00:00:00+00:00,10066.0390625,10859.314453125,9834.08203125,10462.984375,1094495,0.0,0.0
2021-09-06 00:00:00+00:00,10467.400390625,11021.9091796875,9489.892578125,9731.634765625,1659039,0.0,0.0
2021-09-07 00:00:00+00:00,9732.984375,9971.052734375,7120.30810546875,7354.95654296875,4123430,0.0,0.0
2021-09-08 00:00:00+00:00,7354.2509765625,8346.267578125,6390.71484375,7821.39208984375,3427311,0.0,0.0
2021-09-09 00:00:00+00:00,7581.7099609375,9833.0849609375,7328.61376953125,8193.9736328125,2560580,0.0,0.0
2021-09-10 00:00:00+00:00,8183.6142578125,9985.2060546875,8054.19970703125,9384.0458984375,2409552,0.0,0.0
2021-09-11 00:00:00+00:00,9449.443359375,12528.4267578125,9449.443359375,12239.736328125,3817899,0.0,0.0
2021-09-12 00:00:00+00:00,12235.7529296875,13301.9697265625,9963.0390625,12027.21484375,6144799,0.0,0.0
2021-09-13 00:00:00+00:00,12010.1708984375,12019.052734375,9018.193359375,10185.33203125,4334457,0.0,0.0
2021-09-14 00:00:00+00:00,10186.341796875,10915.04296875,9084.330078125,9333.40625,1250231,0.0,0.0
2021-09-15 00:00:00+00:00,9346.005859375,11837.48828125,9289.8642578125,11759.677734375,3069121,0.0,0.0
2021-09-16 00:00:00+00:00,11746.1806640625,14949.60546875,11706.2998046875,14547.263671875,6061504,0.0,0.0
2021-09-17 00:00:00+00:00,14540.1962890625,14671.859375,12759.0927734375,14080.3505859375,2164789,0.0,0.0
2021-09-18 00:00:00+00:00,14064.73828125,14717.419921875,12277.3974609375,12483.302734375,3331893,0.0,0.0
2021-09-19 00:00:00+00:00,12456.8701171875,13839.8359375,12236.9716796875,12584.1337890625,2015066,0.0,0.0
2021-09-20 00:00:00+00:00,12598.1513671875,14001.333984375,9789.373046875,11486.1884765625,7178427,0.0,0.0
2021-09-21 00:00:00+00:00,11487.43359375,12345.1904296875,10231.6845703125,10411.357421875,3529780,0.0,0.0
2021-09-22 00:00:00+00:00,10389.85546875,14964.4658203125,10191.794921875,14964.4658203125,4504445,0.0,0.0
2021-09-23 00:00:00+00:00,14957.65625,16040.33984375,14043.732421875,15031.5419921875,4375838,0.0,0.0
2021-09-24 00:00:00+00:00,15047.419921875,15450.5009765625,12234.955078125,13420.5390625,3756750,0.0,0.0
2021-09-25 00:00:00+00:00,13402.240234375,13405.9580078125,11071.310546875,12296.0634765625,4324442,0.0,0.0
2021-09-26 00:00:00+00:00,12295.931640625,12322.314453125,10815.9853515625,11126.091796875,1973422,0.0,0.0
2021-09-27 00:00:00+00:00,11305.2060546875,11973.3681640625,10598.51171875,10600.8662109375,2478145,0.0,0.0
2021-09-28 00:00:00+00:00,10604.7529296875,10928.3955078125,9339.7880859375,9368.4453125,2210109,0.0,0.0
2021-09-29 00:00:00+00:00,9342.1435546875,9983.9072265625,8315.080078125,8434.5888671875,2870867,0.0,0.0
2021-09-30 00:00:00+00:00,8442.8310546875,9332.34375,8047.30029296875,8321.4443359375,3579486,0.0,0.0
2021-10-01 00:00:00+00:00,8318.55859375,8862.5244140625,7763.67724609375,8684.0634765625,1887363,0.0,0.0
2021-10-02 00:00:00+00:00,8699.791015625,9432.0517578125,8386.4228515625,8855.599609375,1474878,0.0,0.0
2021-10-03 00:00:00+00:00,8859.447265625,8936.494140625,7629.51513671875,7629.51513671875,2309666,0.0,0.0
2021-10-04 00:00:00+00:00,7631.3896484375,7655.44091796875,6793.56787109375,6812.291015625,2821429,0.0,0.0
2021-10-05 00:00:00+00:00,6811.86865234375,7053.2822265625,6470.16064453125,6505.46142578125,3407705,0.0,0.0
2021-10-06 00:00:00+00:00,6505.47509765625,6530.99072265625,5187.56982421875,5309.0390625,3851978,0.0,0.0
2021-10-07 00:00:00+00:00,5309.3896484375,5590.79833984375,4815.88671875,5572.99267578125,3028880,0.0,0.0
2021-10-08 00:00:00+00:00,5574.3125,6509.65771484375,5531.00732421875,5918.57568359375,2361213,0.0,0.0
2021-10-09 00:00:00+00:00,5917.46142578125,6029.5693359375,5686.095703125,5705.41455078125,696991,0.0,0.0
2021-10-10 00:00:00+00:00,5666.8935546875,5767.0,4695.357421875,4723.0595703125,1062148,0.0,0.0
2021-10-11 00:00:00+00:00,4723.95361328125,4959.6318359375,4237.74853515625,4431.3251953125,1161403,0.0,0.0
2021-10-12 00:00:00+00:00,4437.861328125,4472.9423828125,3666.019287109375,3912.9658203125,1882858,0.0,0.0
2021-10-13 00:00:00+00:00,3912.326904296875,4302.58447265625,3912.326904296875,4139.37353515625,1366051,0.0,0.0
2021-10-14 00:00:00+00:00,4139.22607421875,4340.08349609375,4074.819580078125,4216.95654296875,705170,0.0,0.0
2021-10-15 00:00:00+00:00,4217.84716796875,4416.6474609375,3819.726318359375,3907.21728515625,687365,0.0,0.0
2021-10-16 00:00:00+00:00,3889.3642578125,4433.10693359375,3832.1455078125,4227.06298828125,548735,0.0,0.0
