,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.04001525579074929,0.20003813584101732,0.17036577876798614,0.08890230791917804,11822366.673833903,3438.3668614378403,2928.341895833333,0.08400056588295278,-1.1532508030547022
1,0.02915825749643555,0.17075789146167022,0.14818667261316834,0.08216227601724761,8614709.056013754,2935.082461535579,2547.1158417338715,0.07736215262077822,0.09946544303288629
2,0.010666247207230067,0.10327752517963464,0.08397903936693417,0.03438199530472882,3151305.3793975133,1775.191645822364,1443.4786088709675,0.032869402456297075,0.6936863715050388
3,0.06616920462562796,0.2572337548332799,0.218217395142153,0.08890753765132181,19549457.54341286,4421.476850941646,3750.841796874999,0.08503313044119615,-1.050300410914533
4,0.01887149973577526,0.1373735772838986,0.10850551851648113,0.03317399456117649,5575522.111408405,2361.254351273578,1865.0538004032258,0.03206809324661096,0.7744407695246331
5,0.06663605845565941,0.258139610396505,0.23306538889482017,0.08210440233658124,29929959.42003671,5470.828037878427,4939.422718750001,0.07956509826484105,-1.319159832444234
6,0.0032276954433419483,0.056812810556616085,0.047685715619147195,0.03897680626141921,4826272.690520271,2196.877941652715,1843.9449344758061,0.037457142874174294,0.32079379513232853
7,0.0024352693338962343,0.049348448140708885,0.03662662315315417,0.038003596171803565,3641384.7100574216,1908.2412609671298,1416.3048941532259,0.03613371650101986,0.6877490046065773
8,0.004223412880099794,0.0649877902386271,0.05574518616489415,0.08285049075331173,13006572.787273457,3606.462641879638,3093.5491908482145,0.07879944561474957,-1.0833224590633939
9,0.0031875550399587398,0.05645843639314447,0.04782213001288975,0.07416301634260149,11199289.249884905,3346.533915842615,2834.622898185484,0.07061671021992334,-0.3380359968923927
10,0.0007688669528006354,0.02772845024159546,0.023740188952465366,0.03717054437339457,2923281.5922459792,1709.76068274071,1463.8406406249997,0.03543972834227887,0.5324967859093523
11,0.007951793730253382,0.0891728306731001,0.0838931811399249,0.18130344847986468,30233236.91841551,5498.475872313664,5172.927867943547,0.16984990761033714,-1.6600001952679873
Mean,0.021109259724319023,0.12261077176998315,0.1048194015286682,0.0718417013477191,12039446.511041723,3222.379377023825,2774.953757391473,0.06826625783959661,-0.29128646066053554
